Fractal_timestamp	Fractal_symbol	Fractal_timeframe	Fractal_close	Fractal_Best_FL	Fractal_UOEDT	Fractal_LOEDT
1789741800	XAUUSD	M5	4346.94	4393.53886	4406.29838	4368.01981
1789742100	XAUUSD	M5	4353.19	4393.62064	4406.38016	4368.10159
1789742400	XAUUSD	M5	4353.60	4393.70242	4406.46194	4368.18337
1789742700	XAUUSD	M5	4354.91	4393.78419	4406.54372	4368.26515
1789743000	XAUUSD	M5	4358.16	4393.86597	4406.62550	4368.34693
1789743300	XAUUSD	M5	4353.07	4393.94775	4406.70728	4368.42870
1789743600	XAUUSD	M5	4353.78	4394.02953	4406.78905	4368.51048
1789743900	XAUUSD	M5	4350.35	4394.11131	4406.87083	4368.59226
1789744200	XAUUSD	M5	4352.18	4394.19309	4406.95261	4368.67404
1789744500	XAUUSD	M5	4355.50	4394.27487	4407.03439	4368.75582
1789744800	XAUUSD	M5	4354.25	4394.35664	4407.11617	4368.83760
1789745100	XAUUSD	M5	4356.24	4394.43842	4407.19795	4368.91938
1789745400	XAUUSD	M5	4355.84	4394.52020	4407.27973	4369.00115
1789745700	XAUUSD	M5	4351.33	4394.60198	4407.36150	4369.08293
1789746000	XAUUSD	M5	4354.88	4394.68376	4407.44328	4369.16471
1789746300	XAUUSD	M5	4357.10	4394.76554	4407.52506	4369.24649
1789746600	XAUUSD	M5	4353.40	4394.84732	4407.60684	4369.32827
1789746900	XAUUSD	M5	4356.71	4394.92909	4407.68862	4369.41005
1789747200	XAUUSD	M5	4356.82	4395.01087	4407.77040	4369.49182
1789747500	XAUUSD	M5	4360.12	4395.09265	4407.85217	4369.57360
1789747800	XAUUSD	M5	4361.85	4395.17443	4407.93395	4369.65538
1789748100	XAUUSD	M5	4366.19	4395.25621	4408.01573	4369.73716
1789748400	XAUUSD	M5	4369.29	4395.33799	4408.09751	4369.81894
1789748700	XAUUSD	M5	4377.67	4395.41977	4408.17929	4369.90072
1789749000	XAUUSD	M5	4379.81	4395.50154	4408.26107	4369.98250
1789749300	XAUUSD	M5	4380.32	4395.58332	4408.34285	4370.06427
1789749600	XAUUSD	M5	4378.06	4395.66510	4408.42462	4370.14605
1789749900	XAUUSD	M5	4378.96	4395.74688	4408.50640	4370.22783
1789750200	XAUUSD	M5	4381.45	4395.82866	4408.58818	4370.30961
1789750500	XAUUSD	M5	4382.85	4395.91044	4408.66996	4370.39139
1789750800	XAUUSD	M5	4384.40	4395.99221	4408.75174	4370.47317
1789751100	XAUUSD	M5	4386.46	4396.07399	4408.83352	4370.55495
1789751400	XAUUSD	M5	4385.46	4396.15577	4408.91530	4370.63672
1789751700	XAUUSD	M5	4386.07	4396.23755	4408.99707	4370.71850
1789752000	XAUUSD	M5	4383.86	4396.31933	4409.07885	4370.80028
1789752300	XAUUSD	M5	4386.93	4396.40111	4409.16063	4370.88206
1789752600	XAUUSD	M5	4392.85	4396.48289	4409.24241	4370.96384
1789752900	XAUUSD	M5	4393.56	4396.56466	4409.32419	4371.04562
1789753200	XAUUSD	M5	4393.18	4396.64644	4409.40597	4371.12740
1789753500	XAUUSD	M5	4395.28	4396.72822	4409.48775	4371.20917
1789753800	XAUUSD	M5	4393.28	4396.81000	4409.56952	4371.29095
1789754100	XAUUSD	M5	4393.15	4396.89178	4409.65130	4371.37273
1789754400	XAUUSD	M5	4392.42	4396.97356	4409.73308	4371.45451
1789754700	XAUUSD	M5	4390.38	4397.05534	4409.81486	4371.53629
1789755000	XAUUSD	M5	4392.15	4397.13711	4409.89664	4371.61807
1789755300	XAUUSD	M5	4390.59	4397.21889	4409.97842	4371.69984
1789755600	XAUUSD	M5	4390.01	4397.30067	4410.06019	4371.78162
1789755900	XAUUSD	M5	4390.64	4397.38245	4410.14197	4371.86340
1789756200	XAUUSD	M5	4387.87	4397.46423	4410.22375	4371.94518
1789756500	XAUUSD	M5	4385.11	4397.54601	4410.30553	4372.02696
1789756800	XAUUSD	M5	4380.94	4397.62779	4410.38731	4372.10874
1789757100	XAUUSD	M5	4383.13	4397.70956	4410.46909	4372.19052
1789757400	XAUUSD	M5	4380.45	4397.79134	4410.55087	4372.27229
1789757700	XAUUSD	M5	4382.17	4397.87312	4410.63264	4372.35407
1789758000	XAUUSD	M5	4382.11	4397.95490	4410.71442	4372.43585
1789758300	XAUUSD	M5	4384.66	4398.03668	4410.79620	4372.51763
1789758600	XAUUSD	M5	4384.31	4398.11846	4410.87798	4372.59941
1789758900	XAUUSD	M5	4381.95	4398.20023	4410.95976	4372.68119
1789759200	XAUUSD	M5	4382.59	4398.28201	4411.04154	4372.76297
1789759500	XAUUSD	M5	4380.55	4398.36379	4411.12332	4372.84474
1789759800	XAUUSD	M5	4380.12	4398.44557	4411.20509	4372.92652
1789760100	XAUUSD	M5	4381.59	4398.52735	4411.28687	4373.00830
1789760400	XAUUSD	M5	4381.45	4398.60913	4411.36865	4373.09008
1789760700	XAUUSD	M5	4382.16	4398.69091	4411.45043	4373.17186
1789761000	XAUUSD	M5	4377.11	4398.77268	4411.53221	4373.25364
1789761300	XAUUSD	M5	4376.88	4398.85446	4411.61399	4373.33542
1789761600	XAUUSD	M5	4377.80	4398.93624	4411.69577	4373.41719
1789761900	XAUUSD	M5	4378.53	4399.01802	4411.77754	4373.49897
1789762200	XAUUSD	M5	4381.57	4399.09980	4411.85932	4373.58075
1789762500	XAUUSD	M5	4379.73	4399.18158	4411.94110	4373.66253
1789762800	XAUUSD	M5	4382.71	4399.26336	4412.02288	4373.74431
1789763100	XAUUSD	M5	4381.08	4399.34513	4412.10466	4373.82609
1789763400	XAUUSD	M5	4381.98	4399.42691	4412.18644	4373.90787
1789763700	XAUUSD	M5	4380.04	4399.50869	4412.26822	4373.98964
1789764000	XAUUSD	M5	4380.93	4399.59047	4412.34999	4374.07142
