z-score_timestamp	z-score_symbol	z-score_timeframe	z-score_close	z-score_open	z-score_high	z-score_low	body_direction	body_size	body_classification
1789621201	XAUUSD	M5	4297.97	4297.45	4299.10	4296.73	1	0.59158	0
1789621501	XAUUSD	M5	4297.31	4297.97	4298.16	4296.74	-1	0.55346	3
1789621801	XAUUSD	M5	4294.17	4297.30	4297.45	4294.11	-1	0.12341	3
1789622101	XAUUSD	M5	4288.26	4294.13	4294.14	4288.26	-1	0.87080	3
1789622401	XAUUSD	M5	4286.89	4288.33	4288.34	4285.47	-1	0.34299	3
1789622701	XAUUSD	M5	4286.48	4286.89	4288.13	4286.48	-1	0.62426	3
1789623001	XAUUSD	M5	4294.78	4286.41	4296.81	4286.41	1	1.54714	1
1789623301	XAUUSD	M5	4296.91	4294.84	4297.19	4292.56	1	0.17345	0
1789623601	XAUUSD	M5	4297.05	4297.10	4298.10	4294.45	-1	0.72527	3
1789623901	XAUUSD	M5	4297.74	4297.04	4299.37	4296.01	1	0.54740	0
1789624201	XAUUSD	M5	4303.37	4297.72	4303.59	4297.72	1	0.80257	0
1789624501	XAUUSD	M5	4304.51	4303.39	4305.34	4302.46	1	0.43414	0
1789624801	XAUUSD	M5	4306.43	4304.52	4308.75	4304.37	1	0.21850	0
1789625101	XAUUSD	M5	4310.13	4306.32	4310.71	4305.89	1	0.29821	0
1789625401	XAUUSD	M5	4312.07	4310.16	4312.36	4308.82	1	0.21905	0
1789625701	XAUUSD	M5	4307.47	4312.07	4312.27	4304.82	-1	0.51398	3
1789626001	XAUUSD	M5	4307.40	4307.47	4308.64	4305.69	-1	0.71908	3
1789626301	XAUUSD	M5	4312.20	4307.41	4313.02	4307.08	1	0.56903	0
1789626601	XAUUSD	M5	4312.80	4312.19	4315.21	4311.22	1	0.57239	0
1789626901	XAUUSD	M5	4306.35	4312.80	4312.90	4305.78	-1	1.01991	3
1789627201	XAUUSD	M5	4309.47	4306.37	4309.83	4306.19	1	0.10445	0
1789627501	XAUUSD	M5	4310.29	4309.47	4311.98	4307.26	1	0.51772	0
