timestamp	symbol	timeframe	close	tema	hrma	smma
1772037899	XAUUSD	M5	5208.18	5209.03	5204.09	5188.41
1772038199	XAUUSD	M5	5211.95	5210.88	5205.98	5189.02
1772038499	XAUUSD	M5	5212.31	5212.37	5207.81	5189.63
1772038799	XAUUSD	M5	5210.09	5212.40	5209.26	5190.23
1772039099	XAUUSD	M5	5214.69	5213.30	5210.63	5190.82
1772039399	XAUUSD	M5	5215.17	5215.22	5212.16	5191.46
1772039699	XAUUSD	M5	5214.53	5215.44	5213.42	5192.11
1772039999	XAUUSD	M5	5213.27	5215.15	5214.35	5192.71
1772040299	XAUUSD	M5	5213.10	5214.97	5215.04	5193.29
1772040599	XAUUSD	M5	5211.85	5214.08	5215.40	5193.84
1772040899	XAUUSD	M5	5213.17	5213.37	5215.51	5194.36
1772041199	XAUUSD	M5	5208.33	5211.77	5215.24	5194.83
1772041499	XAUUSD	M5	5206.71	5209.06	5214.40	5195.20
1772041799	XAUUSD	M5	5206.32	5207.65	5213.42	5195.53
1772042099	XAUUSD	M5	5206.82	5206.22	5212.31	5195.84
1772042399	XAUUSD	M5	5207.40	5205.95	5211.35	5196.14
1772042699	XAUUSD	M5	5207.07	5205.87	5210.55	5196.45
1772042999	XAUUSD	M5	5206.89	5205.77	5209.85	5196.74
1772043299	XAUUSD	M5	5206.80	5205.80	5209.26	5197.03
1772043599	XAUUSD	M5	5206.77	5205.89	5208.76	5197.30
1772043899	XAUUSD	M5	5206.80	5205.96	5208.35	5197.57
1772044199	XAUUSD	M5	5206.80	5206.13	5208.03	5197.83
1772044499	XAUUSD	M5	5206.39	5205.99	5207.70	5198.07
1772044799	XAUUSD	M5	5205.13	5205.56	5207.32	5198.29
1772045099	XAUUSD	M5	5200.95	5203.75	5206.58	5198.45
1772045399	XAUUSD	M5	5202.58	5202.72	5205.76	5198.56
1772045699	XAUUSD	M5	5202.12	5202.05	5204.95	5198.66
1772045999	XAUUSD	M5	5200.91	5201.33	5204.13	5198.75
1772046299	XAUUSD	M5	5194.29	5198.52	5202.83	5198.76
1772046599	XAUUSD	M5	5207.04	5199.60	5202.06	5198.78
1772046899	XAUUSD	M5	5200.55	5200.67	5201.68	5198.88
1772047199	XAUUSD	M5	5197.32	5198.83	5200.93	5198.91
1772047499	XAUUSD	M5	5202.59	5198.89	5200.35	5198.91
1772047799	XAUUSD	M5	5202.51	5200.19	5200.17	5198.96
1772048099	XAUUSD	M5	5201.00	5201.32	5200.28	5199.06
1772048399	XAUUSD	M5	5204.32	5202.40	5200.59	5199.17
1772048699	XAUUSD	M5	5205.00	5203.52	5201.07	5199.30
1772048999	XAUUSD	M5	5204.97	5204.38	5201.64	5199.44
1772049299	XAUUSD	M5	5204.87	5205.22	5202.29	5199.60
1772049599	XAUUSD	M5	5201.76	5203.72	5202.45	5199.70
1772049899	XAUUSD	M5	5202.46	5203.60	5202.57	5199.77
1772050199	XAUUSD	M5	5195.27	5201.42	5202.19	5199.80
1772050499	XAUUSD	M5	5184.80	5194.86	5200.41	5199.63
1772050799	XAUUSD	M5	5189.00	5190.20	5198.00	5199.30
1772051099	XAUUSD	M5	5186.11	5188.04	5195.67	5198.98
1772051399	XAUUSD	M5	5188.12	5185.94	5193.38	5198.65
1772051699	XAUUSD	M5	5183.41	5183.83	5191.09	5198.29
1772051999	XAUUSD	M5	5181.48	5181.10	5188.65	5197.85
1772052299	XAUUSD	M5	5173.57	5176.24	5185.61	5197.29
1772052599	XAUUSD	M5	5178.01	5174.82	5182.88	5196.69
1772052899	XAUUSD	M5	5152.16	5165.26	5178.52	5195.88
1772053199	XAUUSD	M5	5156.08	5158.09	5173.47	5194.80
1772053499	XAUUSD	M5	5163.03	5156.57	5169.17	5193.79
1772053799	XAUUSD	M5	5161.84	5156.65	5165.78	5192.88
1772054099	XAUUSD	M5	5165.38	5159.43	5163.69	5192.09
1772054399	XAUUSD	M5	5169.17	5162.36	5162.64	5191.40
1772054699	XAUUSD	M5	5169.12	5164.97	5162.33	5190.77
1772054999	XAUUSD	M5	5168.22	5166.61	5162.40	5190.16
1772055299	XAUUSD	M5	5168.90	5168.47	5162.84	5189.59
1772055599	XAUUSD	M5	5170.25	5169.46	5163.40	5189.04
1772055899	XAUUSD	M5	5170.94	5170.47	5164.07	5188.52
1772056199	XAUUSD	M5	5164.31	5169.02	5164.30	5187.96
1772056499	XAUUSD	M5	5164.89	5168.11	5164.32	5187.35
1772060399	XAUUSD	M5	5175.34	5170.07	5164.86	5186.84
1772060699	XAUUSD	M5	5179.73	5174.76	5166.41	5186.52
1772060999	XAUUSD	M5	5168.80	5174.23	5167.52	5186.20
1772061299	XAUUSD	M5	5174.01	5173.52	5168.28	5185.79
1772061599	XAUUSD	M5	5170.68	5174.25	5169.11	5185.42
1772061899	XAUUSD	M5	5170.04	5172.58	5169.43	5185.03
1772062199	XAUUSD	M5	5168.98	5170.80	5169.35	5184.58
1772062499	XAUUSD	M5	5169.88	5169.51	5169.05	5184.13
1772062799	XAUUSD	M5	5172.62	5170.61	5169.14	5183.73
1772063099	XAUUSD	M5	5167.31	5170.83	5169.29	5183.39
1772063399	XAUUSD	M5	5169.57	5169.80	5169.19	5183.01
1772063699	XAUUSD	M5	5163.13	5167.48	5168.61	5182.56
1772063999	XAUUSD	M5	5160.24	5164.20	5167.44	5182.02
1772064299	XAUUSD	M5	5161.95	5162.44	5166.16	5181.45
1772064599	XAUUSD	M5	5167.67	5163.42	5165.40	5180.97
1772064899	XAUUSD	M5	5169.72	5166.44	5165.51	5180.61
1772065199	XAUUSD	M5	5180.94	5171.93	5166.82	5180.44
1772065499	XAUUSD	M5	5185.25	5178.21	5169.25	5180.44
1772065799	XAUUSD	M5	5182.32	5182.65	5172.12	5180.54
1772066099	XAUUSD	M5	5182.63	5184.46	5174.76	5180.64
1772066399	XAUUSD	M5	5188.37	5186.79	5177.37	5180.75
1772066699	XAUUSD	M5	5185.97	5188.52	5179.84	5180.91
1772066999	XAUUSD	M5	5189.70	5190.07	5182.18	5181.10
1772067299	XAUUSD	M5	5188.31	5190.92	5184.26	5181.31
1772067599	XAUUSD	M5	5194.75	5193.63	5186.56	5181.59
1772067899	XAUUSD	M5	5183.93	5191.90	5188.01	5181.84
1772068199	XAUUSD	M5	5187.53	5190.14	5188.80	5181.98
1772068499	XAUUSD	M5	5189.46	5190.50	5189.56	5182.15
1772068799	XAUUSD	M5	5186.05	5189.81	5190.04	5182.34
1772069099	XAUUSD	M5	5180.54	5186.34	5189.65	5182.42
1772069399	XAUUSD	M5	5187.99	5185.41	5189.17	5182.45
1772069699	XAUUSD	M5	5185.42	5185.94	5188.93	5182.55
1772069999	XAUUSD	M5	5189.54	5187.21	5189.02	5182.71
1772070299	XAUUSD	M5	5189.93	5188.33	5189.32	5182.89
1772070599	XAUUSD	M5	5191.16	5189.12	5189.70	5183.09
1772070899	XAUUSD	M5	5191.71	5190.62	5190.31	5183.31
1772071199	XAUUSD	M5	5190.17	5191.09	5190.86	5183.54
1772071499	XAUUSD	M5	5187.26	5189.52	5190.90	5183.70
1772071799	XAUUSD	M5	5183.06	5187.49	5190.46	5183.77
1772072099	XAUUSD	M5	5188.25	5186.82	5189.96	5183.84
1772072399	XAUUSD	M5	5183.44	5185.46	5189.24	5183.89
1772072699	XAUUSD	M5	5180.79	5183.34	5188.19	5183.87
1772072999	XAUUSD	M5	5178.87	5181.17	5186.85	5183.80
1772073299	XAUUSD	M5	5180.52	5179.70	5185.46	5183.69
1772073599	XAUUSD	M5	5176.09	5177.49	5183.83	5183.55
1772073899	XAUUSD	M5	5180.78	5177.74	5182.60	5183.40
1772074199	XAUUSD	M5	5184.69	5179.70	5182.05	5183.36
1772074499	XAUUSD	M5	5184.34	5181.76	5182.03	5183.38
1772074799	XAUUSD	M5	5187.44	5183.72	5182.42	5183.44
1772075099	XAUUSD	M5	5185.97	5184.95	5182.95	5183.51
1772075399	XAUUSD	M5	5187.26	5186.03	5183.58	5183.58
1772075699	XAUUSD	M5	5190.19	5188.27	5184.57	5183.71
1772075999	XAUUSD	M5	5191.04	5189.80	5185.68	5183.89
1772076299	XAUUSD	M5	5188.35	5190.15	5186.62	5184.05
1772076599	XAUUSD	M5	5188.56	5190.08	5187.36	5184.18
1772076899	XAUUSD	M5	5186.58	5189.18	5187.74	5184.29
1772077199	XAUUSD	M5	5186.18	5188.41	5187.90	5184.37
1772077499	XAUUSD	M5	5188.61	5187.97	5187.95	5184.44
1772077799	XAUUSD	M5	5191.34	5189.15	5188.28	5184.56
1772078099	XAUUSD	M5	5192.63	5190.73	5188.92	5184.74
1772078399	XAUUSD	M5	5194.08	5192.66	5189.85	5184.97
1772078699	XAUUSD	M5	5195.76	5194.42	5190.98	5185.24
1772078999	XAUUSD	M5	5196.80	5196.28	5192.29	5185.54
1772079299	XAUUSD	M5	5193.83	5196.00	5193.25	5185.82
1772079599	XAUUSD	M5	5193.75	5195.38	5193.87	5186.04
1772079899	XAUUSD	M5	5194.13	5194.87	5194.26	5186.25
1772080199	XAUUSD	M5	5194.86	5194.80	5194.57	5186.46
1772080499	XAUUSD	M5	5195.40	5195.12	5194.90	5186.69
1772080799	XAUUSD	M5	5194.26	5195.10	5195.17	5186.92
1772081099	XAUUSD	M5	5191.38	5193.85	5195.09	5187.10
1772081399	XAUUSD	M5	5192.61	5192.90	5194.82	5187.24
1772081699	XAUUSD	M5	5192.69	5192.66	5194.56	5187.38
1772081999	XAUUSD	M5	5193.25	5192.63	5194.34	5187.53
1772082299	XAUUSD	M5	5194.54	5192.97	5194.25	5187.70
1772082599	XAUUSD	M5	5197.85	5194.82	5194.58	5187.91
1772082899	XAUUSD	M5	5199.82	5197.27	5195.37	5188.20
1772083199	XAUUSD	M5	5202.71	5199.58	5196.50	5188.54
1772083499	XAUUSD	M5	5200.41	5201.22	5197.72	5188.90
1772083799	XAUUSD	M5	5201.13	5201.59	5198.75	5189.24
1772084099	XAUUSD	M5	5199.26	5201.13	5199.45	5189.54
1772084399	XAUUSD	M5	5199.69	5201.06	5199.99	5189.82
1772084699	XAUUSD	M5	5193.88	5198.48	5199.83	5190.04
1772084999	XAUUSD	M5	5194.18	5196.55	5199.29	5190.17
1772085299	XAUUSD	M5	5198.46	5196.57	5198.89	5190.33
1772085599	XAUUSD	M5	5193.77	5195.82	5198.41	5190.50
1772085899	XAUUSD	M5	5198.41	5196.17	5198.12	5190.66
1772086199	XAUUSD	M5	5197.99	5196.53	5197.95	5190.85
1772086499	XAUUSD	M5	5196.06	5196.31	5197.76	5191.01
1772086799	XAUUSD	M5	5196.44	5195.74	5197.45	5191.15
1772087099	XAUUSD	M5	5193.49	5195.09	5197.05	5191.26
1772087399	XAUUSD	M5	5196.90	5195.24	5196.76	5191.38
1772087699	XAUUSD	M5	5196.79	5195.59	5196.59	5191.51
1772087999	XAUUSD	M5	5196.44	5195.64	5196.46	5191.64
1772088299	XAUUSD	M5	5192.80	5194.73	5196.12	5191.73
1772088599	XAUUSD	M5	5192.66	5193.97	5195.68	5191.79
1772088899	XAUUSD	M5	5193.26	5192.91	5195.08	5191.82
1772089199	XAUUSD	M5	5190.96	5191.33	5194.25	5191.81
1772089499	XAUUSD	M5	5184.75	5188.28	5192.89	5191.71
1772089799	XAUUSD	M5	5187.62	5186.40	5191.41	5191.55
1772090099	XAUUSD	M5	5188.55	5186.43	5190.25	5191.43
1772090399	XAUUSD	M5	5186.04	5185.40	5189.09	5191.30
1772090699	XAUUSD	M5	5184.88	5184.89	5188.04	5191.15
1772090999	XAUUSD	M5	5186.15	5185.04	5187.24	5191.01
1772091299	XAUUSD	M5	5188.35	5185.67	5186.73	5190.90
1772091599	XAUUSD	M5	5186.49	5186.21	5186.42	5190.80
1772091899	XAUUSD	M5	5181.91	5184.73	5185.82	5190.65
1772092199	XAUUSD	M5	5183.70	5183.36	5185.03	5190.44
1772092499	XAUUSD	M5	5186.02	5184.23	5184.61	5190.27
1772092799	XAUUSD	M5	5181.47	5183.28	5184.05	5190.10
1772093099	XAUUSD	M5	5183.96	5182.83	5183.52	5189.90
1772093399	XAUUSD	M5	5189.48	5185.05	5183.61	5189.78
1772093699	XAUUSD	M5	5187.25	5186.39	5183.98	5189.72
1772093999	XAUUSD	M5	5187.01	5186.67	5184.32	5189.65
1772094299	XAUUSD	M5	5176.99	5183.68	5183.90	5189.47
1772094599	XAUUSD	M5	5175.06	5179.66	5182.68	5189.15
1772094899	XAUUSD	M5	5174.82	5176.87	5181.13	5188.77
1772095199	XAUUSD	M5	5174.28	5174.79	5179.47	5188.37
1772095499	XAUUSD	M5	5179.75	5174.41	5178.10	5188.00
1772095799	XAUUSD	M5	5178.38	5176.11	5177.43	5187.72
1772096099	XAUUSD	M5	5179.41	5176.97	5177.07	5187.48
1772096399	XAUUSD	M5	5174.44	5176.47	5176.65	5187.20
1772096699	XAUUSD	M5	5178.01	5176.38	5176.30	5186.91
1772096999	XAUUSD	M5	5181.64	5178.26	5176.44	5186.68
1772097299	XAUUSD	M5	5176.99	5178.42	5176.58	5186.48
1772097599	XAUUSD	M5	5176.56	5177.42	5176.46	5186.23
1772097899	XAUUSD	M5	5181.20	5178.69	5176.67	5186.00
1772098199	XAUUSD	M5	5181.63	5180.22	5177.19	5185.85
1772098499	XAUUSD	M5	5183.30	5181.63	5177.93	5185.75
1772098799	XAUUSD	M5	5181.50	5182.18	5178.64	5185.64
1772099099	XAUUSD	M5	5184.64	5183.45	5179.51	5185.57
1772099399	XAUUSD	M5	5186.98	5185.29	5180.62	5185.55
1772099699	XAUUSD	M5	5186.32	5186.99	5181.90	5185.58
1772099999	XAUUSD	M5	5189.51	5188.37	5183.24	5185.64
1772100299	XAUUSD	M5	5188.45	5189.45	5184.56	5185.72
1772100599	XAUUSD	M5	5187.89	5189.50	5185.63	5185.80
1772100899	XAUUSD	M5	5182.85	5187.75	5186.09	5185.81
1772101199	XAUUSD	M5	5183.60	5185.87	5186.08	5185.75
1772101499	XAUUSD	M5	5179.29	5183.62	5185.59	5185.65
1772101799	XAUUSD	M5	5177.04	5180.19	5184.47	5185.47
1772102099	XAUUSD	M5	5176.09	5177.06	5182.90	5185.21
1772102399	XAUUSD	M5	5172.13	5174.84	5181.20	5184.92
1772102699	XAUUSD	M5	5171.17	5172.60	5179.36	5184.60
1772102999	XAUUSD	M5	5173.60	5171.19	5177.59	5184.25
1772103299	XAUUSD	M5	5171.61	5169.83	5175.87	5183.89
1772103599	XAUUSD	M5	5173.83	5170.18	5174.58	5183.55
1772103899	XAUUSD	M5	5177.33	5172.25	5174.00	5183.30
1772104199	XAUUSD	M5	5175.85	5173.71	5173.82	5183.10
1772104499	XAUUSD	M5	5175.54	5173.75	5173.64	5182.89
1772104799	XAUUSD	M5	5171.70	5173.16	5173.33	5182.62
1772105099	XAUUSD	M5	5171.88	5172.98	5173.03	5182.36
1772105399	XAUUSD	M5	5173.38	5172.89	5172.77	5182.10
1772105699	XAUUSD	M5	5173.54	5173.23	5172.64	5181.86
1772105999	XAUUSD	M5	5174.68	5173.72	5172.65	5181.64
1772106299	XAUUSD	M5	5171.40	5173.05	5172.50	5181.41
1772106599	XAUUSD	M5	5163.51	5169.32	5171.54	5181.06
1772106899	XAUUSD	M5	5164.71	5166.36	5170.13	5180.61
1772107199	XAUUSD	M5	5165.67	5164.47	5168.63	5180.15
1772107499	XAUUSD	M5	5169.15	5165.00	5167.59	5179.75
1772107799	XAUUSD	M5	5168.46	5166.09	5167.03	5179.41
1772108099	XAUUSD	M5	5172.18	5167.98	5167.01	5179.14
1772108399	XAUUSD	M5	5176.52	5171.09	5167.68	5178.96
1772108699	XAUUSD	M5	5178.54	5174.88	5169.05	5178.88
1772108999	XAUUSD	M5	5183.10	5178.95	5171.03	5178.91
1772109299	XAUUSD	M5	5182.34	5181.66	5173.18	5179.00
1772109599	XAUUSD	M5	5187.52	5184.98	5175.63	5179.14
1772109899	XAUUSD	M5	5181.29	5185.72	5177.73	5179.29
1772110199	XAUUSD	M5	5181.25	5184.71	5179.18	5179.37
1772110499	XAUUSD	M5	5183.85	5184.86	5180.41	5179.44
1772110799	XAUUSD	M5	5175.76	5182.76	5180.95	5179.48
1772111099	XAUUSD	M5	5172.50	5179.27	5180.64	5179.41
1772111399	XAUUSD	M5	5174.00	5175.80	5179.66	5179.24
1772111699	XAUUSD	M5	5171.65	5174.29	5178.62	5179.07
1772111999	XAUUSD	M5	5178.12	5174.62	5177.91	5178.95
1772112299	XAUUSD	M5	5174.76	5174.70	5177.37	5178.87
1772112599	XAUUSD	M5	5174.36	5172.94	5176.53	5178.73
1772112899	XAUUSD	M5	5173.61	5172.66	5175.80	5178.56
1772113199	XAUUSD	M5	5165.14	5169.86	5174.56	5178.35
1772113499	XAUUSD	M5	5168.76	5168.05	5173.17	5178.06
1772113799	XAUUSD	M5	5170.80	5168.07	5172.08	5177.80
1772114099	XAUUSD	M5	5166.39	5167.32	5171.02	5177.55
1772114399	XAUUSD	M5	5166.06	5166.16	5169.90	5177.26
1772114699	XAUUSD	M5	5163.55	5164.33	5168.57	5176.92
1772114999	XAUUSD	M5	5166.28	5163.97	5167.44	5176.58
1772115299	XAUUSD	M5	5167.02	5164.76	5166.71	5176.29
1772115599	XAUUSD	M5	5168.82	5165.61	5166.30	5176.04
1772115899	XAUUSD	M5	5170.41	5167.69	5166.42	5175.84
1772116199	XAUUSD	M5	5165.83	5163.51	5165.52	5175.53
1772116499	XAUUSD	M5	5166.41	5165.47	5165.28	5175.21
1772116799	XAUUSD	M5	5172.56	5166.84	5165.39	5175.02
1772117099	XAUUSD	M5	5171.99	5169.09	5165.99	5174.88
1772117399	XAUUSD	M5	5167.91	5169.20	5166.46	5174.74
1772117699	XAUUSD	M5	5165.14	5168.39	5166.65	5174.54
1772117999	XAUUSD	M5	5167.70	5167.54	5166.62	5174.32
1772118299	XAUUSD	M5	5167.21	5167.36	5166.57	5174.11
1772118599	XAUUSD	M5	5162.38	5166.27	5166.31	5173.88
1772118899	XAUUSD	M5	5158.57	5161.86	5165.12	5173.53
1772119199	XAUUSD	M5	5154.46	5158.54	5163.46	5173.07
1772119499	XAUUSD	M5	5141.51	5150.36	5160.32	5172.42
1772119799	XAUUSD	M5	5153.62	5148.64	5157.52	5171.71
1772120099	XAUUSD	M5	5169.23	5154.48	5156.69	5171.31
1772120399	XAUUSD	M5	5175.56	5162.77	5157.88	5171.22
1772120699	XAUUSD	M5	5182.38	5172.23	5160.90	5171.38
1772120999	XAUUSD	M5	5189.70	5181.34	5165.25	5171.75
1772121299	XAUUSD	M5	5185.86	5186.56	5169.78	5172.18
1772121599	XAUUSD	M5	5178.92	5186.72	5173.35	5172.52
1772121899	XAUUSD	M5	5177.76	5184.91	5175.77	5172.73
1772122199	XAUUSD	M5	5176.76	5182.59	5177.22	5172.86
1772122499	XAUUSD	M5	5181.40	5182.45	5178.44	5173.02
1772122799	XAUUSD	M5	5178.22	5181.93	5179.36	5173.20
1772123099	XAUUSD	M5	5180.48	5181.09	5179.97	5173.37
1772123399	XAUUSD	M5	5181.91	5181.53	5180.60	5173.56
1772123699	XAUUSD	M5	5182.35	5182.19	5181.30	5173.78
1772123999	XAUUSD	M5	5183.30	5183.06	5182.06	5174.03
1772124299	XAUUSD	M5	5181.36	5182.77	5182.60	5174.26
1772124599	XAUUSD	M5	5179.02	5181.54	5182.74	5174.44
1772124899	XAUUSD	M5	5179.61	5180.16	5182.55	5174.58
1772125199	XAUUSD	M5	5181.28	5180.30	5182.44	5174.72
1772125499	XAUUSD	M5	5186.39	5182.45	5182.85	5174.95
1772125799	XAUUSD	M5	5179.65	5182.91	5183.24	5175.20
1772126099	XAUUSD	M5	5178.26	5180.82	5183.04	5175.36
1772126399	XAUUSD	M5	5179.47	5180.16	5182.73	5175.46
1772126699	XAUUSD	M5	5174.39	5177.92	5181.96	5175.53
1772126999	XAUUSD	M5	5176.73	5176.13	5180.94	5175.54
1772127299	XAUUSD	M5	5173.94	5174.88	5179.84	5175.52
1772127599	XAUUSD	M5	5174.73	5174.26	5178.83	5175.51
1772127899	XAUUSD	M5	5169.95	5171.85	5177.45	5175.43
1772128199	XAUUSD	M5	5166.97	5169.30	5175.76	5175.27
1772128499	XAUUSD	M5	5167.22	5166.67	5173.82	5175.05
1772128799	XAUUSD	M5	5168.87	5166.76	5172.30	5174.84
1772129099	XAUUSD	M5	5170.20	5166.56	5171.02	5174.67
1772129399	XAUUSD	M5	5173.38	5168.44	5170.41	5174.55
1772129699	XAUUSD	M5	5174.85	5170.87	5170.44	5174.51
1772129999	XAUUSD	M5	5174.86	5172.92	5170.87	5174.52
1772130299	XAUUSD	M5	5177.09	5174.85	5171.61	5174.55
1772130599	XAUUSD	M5	5167.56	5173.51	5171.84	5174.53
1772130899	XAUUSD	M5	5175.50	5172.62	5171.82	5174.44
1772131199	XAUUSD	M5	5181.72	5176.11	5172.62	5174.47
1772131499	XAUUSD	M5	5184.66	5180.29	5174.20	5174.67
1772131799	XAUUSD	M5	5180.90	5182.30	5175.88	5174.90
1772132099	XAUUSD	M5	5180.24	5182.48	5177.24	5175.09
1772132399	XAUUSD	M5	5185.45	5184.01	5178.68	5175.28
1772132699	XAUUSD	M5	5186.22	5185.92	5180.27	5175.55
1772132999	XAUUSD	M5	5186.48	5187.22	5181.85	5175.85
1772133299	XAUUSD	M5	5187.70	5188.04	5183.29	5176.15
1772133599	XAUUSD	M5	5185.79	5188.34	5184.53	5176.45
1772133899	XAUUSD	M5	5185.56	5187.79	5185.41	5176.72
1772134199	XAUUSD	M5	5188.86	5188.03	5186.19	5176.99
1772134499	XAUUSD	M5	5184.19	5187.63	5186.74	5177.26
1772134799	XAUUSD	M5	5186.40	5187.05	5187.07	5177.50
1772135099	XAUUSD	M5	5193.89	5189.38	5187.88	5177.81
1772135399	XAUUSD	M5	5189.59	5190.48	5188.77	5178.18
1772135699	XAUUSD	M5	5187.06	5189.74	5189.30	5178.49
1772135999	XAUUSD	M5	5193.81	5190.85	5189.97	5178.81
1772136299	XAUUSD	M5	5195.17	5193.27	5191.04	5179.21
1772136599	XAUUSD	M5	5196.91	5195.34	5192.35	5179.67
1772136899	XAUUSD	M5	5194.53	5195.61	5193.42	5180.11
1772137199	XAUUSD	M5	5197.78	5196.66	5194.49	5180.54
1772137499	XAUUSD	M5	5193.62	5196.38	5195.27	5180.96
1772137799	XAUUSD	M5	5194.35	5195.30	5195.63	5181.33
1772138099	XAUUSD	M5	5197.73	5196.38	5196.17	5181.71
1772138399	XAUUSD	M5	5198.35	5197.43	5196.84	5182.15
1772138699	XAUUSD	M5	5199.97	5198.84	5197.68	5182.62
1772138999	XAUUSD	M5	5192.82	5197.31	5197.97	5183.02
1772139299	XAUUSD	M5	5196.61	5196.10	5197.92	5183.35
1772139599	XAUUSD	M5	5198.64	5197.24	5198.15	5183.71
1772139899	XAUUSD	M5	5199.59	5198.30	5198.56	5184.14
1772140199	XAUUSD	M5	5196.51	5198.04	5198.80	5184.53
1772140499	XAUUSD	M5	5195.12	5196.74	5198.67	5184.86
1772140799	XAUUSD	M5	5191.31	5194.82	5198.13	5185.12
1772141099	XAUUSD	M5	5185.72	5190.92	5196.80	5185.26
1772141399	XAUUSD	M5	5185.11	5187.84	5195.06	5185.31
1772141699	XAUUSD	M5	5187.12	5186.11	5193.31	5185.33
1772141999	XAUUSD	M5	5190.39	5186.69	5192.05	5185.41
1772142299	XAUUSD	M5	5187.18	5186.60	5191.00	5185.50
1772142599	XAUUSD	M5	5183.40	5185.07	5189.78	5185.53
1772142899	XAUUSD	M5	5185.20	5184.12	5188.57	5185.51
1772146799	XAUUSD	M5	5182.18	5182.58	5187.23	5185.46
1772147099	XAUUSD	M5	5184.67	5182.15	5186.06	5185.39
1772147399	XAUUSD	M5	5183.99	5182.92	5185.28	5185.36
1772147699	XAUUSD	M5	5183.77	5182.98	5184.65	5185.34
1772147999	XAUUSD	M5	5183.69	5183.49	5184.24	5185.31
1772148299	XAUUSD	M5	5184.00	5183.34	5183.85	5185.28
1772148599	XAUUSD	M5	5183.32	5183.11	5183.47	5185.23
1772148899	XAUUSD	M5	5187.21	5184.29	5183.44	5185.21
1772149199	XAUUSD	M5	5186.02	5185.39	5183.65	5185.24
1772149499	XAUUSD	M5	5183.96	5185.58	5183.85	5185.26
1772149799	XAUUSD	M5	5184.93	5185.16	5183.91	5185.25
1772150099	XAUUSD	M5	5184.61	5184.88	5183.90	5185.23
1772150399	XAUUSD	M5	5180.24	5183.34	5183.56	5185.16
1772150699	XAUUSD	M5	5182.68	5182.75	5183.17	5185.08
1772150999	XAUUSD	M5	5185.89	5183.71	5183.11	5185.04
1772151299	XAUUSD	M5	5189.28	5185.93	5183.59	5185.08
