timestamp	symbol	timeframe	close	dual_tema_high	dual_tema_low
1772052898	XAUUSD	M5	5152.16	5177.18	5156.08
1772053198	XAUUSD	M5	5156.08	5167.27	5150.35
1772053498	XAUUSD	M5	5163.03	5162.88	5149.97
1772053798	XAUUSD	M5	5161.84	5161.53	5151.52
1772054098	XAUUSD	M5	5165.38	5165.06	5154.11
1772054398	XAUUSD	M5	5169.17	5166.17	5158.19
1772054698	XAUUSD	M5	5169.12	5167.31	5162.35
1772054998	XAUUSD	M5	5168.22	5168.62	5164.62
1772055298	XAUUSD	M5	5168.90	5170.70	5166.84
1772055598	XAUUSD	M5	5170.25	5170.78	5168.25
1772055898	XAUUSD	M5	5170.94	5171.31	5169.42
1772056198	XAUUSD	M5	5164.31	5171.60	5167.24
1772056498	XAUUSD	M5	5164.89	5171.37	5166.05
1772060398	XAUUSD	M5	5175.34	5175.34	5163.68
1772060698	XAUUSD	M5	5179.73	5179.41	5168.84
1772060998	XAUUSD	M5	5168.80	5180.73	5168.27
1772061298	XAUUSD	M5	5174.01	5179.09	5166.89
1772061598	XAUUSD	M5	5170.68	5180.33	5168.96
1772061898	XAUUSD	M5	5170.04	5176.84	5168.58
1772062198	XAUUSD	M5	5168.98	5173.93	5167.46
1772062498	XAUUSD	M5	5169.88	5171.89	5166.05
1772062798	XAUUSD	M5	5172.62	5172.80	5167.39
1772063098	XAUUSD	M5	5167.31	5175.61	5167.17
1772063398	XAUUSD	M5	5169.57	5173.43	5166.41
1772063698	XAUUSD	M5	5163.13	5172.03	5164.07
1772063998	XAUUSD	M5	5160.24	5169.89	5159.75
1772064298	XAUUSD	M5	5161.95	5168.21	5157.42
1772064598	XAUUSD	M5	5167.67	5168.21	5158.22
1772064898	XAUUSD	M5	5169.72	5170.86	5162.17
1772065198	XAUUSD	M5	5180.94	5176.54	5165.85
1772065498	XAUUSD	M5	5185.25	5181.95	5172.67
1772065798	XAUUSD	M5	5182.32	5186.79	5178.54
1772066098	XAUUSD	M5	5182.63	5187.57	5181.62
1772066398	XAUUSD	M5	5188.37	5189.40	5183.23
1772066698	XAUUSD	M5	5185.97	5191.12	5185.89
1772066998	XAUUSD	M5	5189.70	5192.47	5187.15
1772067298	XAUUSD	M5	5188.31	5193.60	5188.22
1772067598	XAUUSD	M5	5194.75	5197.18	5189.65
1772067898	XAUUSD	M5	5183.93	5197.49	5187.71
1772068198	XAUUSD	M5	5187.53	5194.51	5186.15
1772068498	XAUUSD	M5	5189.46	5194.13	5187.28
1772068798	XAUUSD	M5	5186.05	5194.98	5185.94
1772069098	XAUUSD	M5	5180.54	5191.53	5182.78
1772069398	XAUUSD	M5	5187.99	5189.83	5180.49
1772069698	XAUUSD	M5	5185.42	5190.29	5182.11
1772069998	XAUUSD	M5	5189.54	5191.17	5183.32
1772070298	XAUUSD	M5	5189.93	5191.52	5185.03
1772070598	XAUUSD	M5	5191.16	5192.39	5185.14
1772070898	XAUUSD	M5	5191.71	5193.20	5187.73
1772071198	XAUUSD	M5	5190.17	5194.38	5188.05
1772071498	XAUUSD	M5	5187.26	5192.54	5186.74
1772071798	XAUUSD	M5	5183.06	5191.67	5184.59
1772072098	XAUUSD	M5	5188.25	5190.67	5183.00
1772072398	XAUUSD	M5	5183.44	5189.72	5181.80
1772072698	XAUUSD	M5	5180.79	5186.88	5180.76
1772072998	XAUUSD	M5	5178.87	5184.67	5178.92
1772073298	XAUUSD	M5	5180.52	5183.59	5176.18
1772073598	XAUUSD	M5	5176.09	5181.19	5174.37
1772073898	XAUUSD	M5	5180.78	5181.19	5174.22
1772074198	XAUUSD	M5	5184.69	5182.11	5176.55
1772074498	XAUUSD	M5	5184.34	5183.59	5179.65
1772074798	XAUUSD	M5	5187.44	5185.25	5181.27
1772075098	XAUUSD	M5	5185.97	5186.31	5182.97
1772075398	XAUUSD	M5	5187.26	5187.30	5184.04
1772075698	XAUUSD	M5	5190.19	5190.70	5185.23
1772075998	XAUUSD	M5	5191.04	5191.79	5187.06
1772076298	XAUUSD	M5	5188.35	5192.16	5188.08
1772076598	XAUUSD	M5	5188.56	5191.58	5188.67
1772076898	XAUUSD	M5	5186.58	5190.66	5188.09
1772077198	XAUUSD	M5	5186.18	5189.98	5187.51
1772077498	XAUUSD	M5	5188.61	5189.45	5186.23
1772077798	XAUUSD	M5	5191.34	5190.50	5187.07
1772078098	XAUUSD	M5	5192.63	5191.81	5188.90
1772078398	XAUUSD	M5	5194.08	5193.88	5190.95
1772078698	XAUUSD	M5	5195.76	5195.65	5192.64
1772078998	XAUUSD	M5	5196.80	5197.93	5194.40
1772079298	XAUUSD	M5	5193.83	5198.29	5193.78
1772079598	XAUUSD	M5	5193.75	5197.54	5193.20
1772079898	XAUUSD	M5	5194.13	5196.65	5192.82
1772080198	XAUUSD	M5	5194.86	5196.12	5193.04
1772080498	XAUUSD	M5	5195.40	5196.01	5193.81
1772080798	XAUUSD	M5	5194.26	5196.00	5194.19
1772081098	XAUUSD	M5	5191.38	5195.48	5192.69
1772081398	XAUUSD	M5	5192.61	5194.23	5191.61
1772081698	XAUUSD	M5	5192.69	5193.72	5191.67
1772081998	XAUUSD	M5	5193.25	5194.23	5190.98
1772082298	XAUUSD	M5	5194.54	5194.24	5191.27
1772082598	XAUUSD	M5	5197.85	5196.73	5192.25
1772082898	XAUUSD	M5	5199.82	5199.68	5194.35
1772083198	XAUUSD	M5	5202.71	5201.83	5196.33
1772083498	XAUUSD	M5	5200.41	5204.19	5198.33
1772083798	XAUUSD	M5	5201.13	5203.76	5199.25
1772084098	XAUUSD	M5	5199.26	5204.14	5198.16
1772084398	XAUUSD	M5	5199.69	5203.51	5198.88
1772084698	XAUUSD	M5	5193.88	5202.17	5195.56
1772084998	XAUUSD	M5	5194.18	5199.47	5194.34
1772085298	XAUUSD	M5	5198.46	5198.83	5194.11
1772085598	XAUUSD	M5	5193.77	5198.81	5193.56
1772085898	XAUUSD	M5	5198.41	5198.96	5193.24
1772086198	XAUUSD	M5	5197.99	5198.48	5194.18
1772086498	XAUUSD	M5	5196.06	5198.25	5194.27
1772086798	XAUUSD	M5	5196.44	5197.49	5193.45
1772087098	XAUUSD	M5	5193.49	5197.40	5193.11
1772087398	XAUUSD	M5	5196.90	5197.11	5193.09
1772087698	XAUUSD	M5	5196.79	5197.40	5193.42
1772087998	XAUUSD	M5	5196.44	5197.11	5193.72
1772088298	XAUUSD	M5	5192.80	5196.84	5192.94
1772088598	XAUUSD	M5	5192.66	5196.63	5191.96
1772088898	XAUUSD	M5	5193.26	5194.83	5190.95
1772089198	XAUUSD	M5	5190.96	5194.41	5187.94
1772089498	XAUUSD	M5	5184.75	5192.27	5184.71
1772089798	XAUUSD	M5	5187.62	5189.53	5182.71
1772090098	XAUUSD	M5	5188.55	5189.38	5182.96
1772090398	XAUUSD	M5	5186.04	5188.61	5181.74
1772090698	XAUUSD	M5	5184.88	5187.68	5182.26
1772090998	XAUUSD	M5	5186.15	5187.56	5182.81
1772091298	XAUUSD	M5	5188.35	5187.74	5183.29
1772091598	XAUUSD	M5	5186.49	5188.33	5184.39
1772091898	XAUUSD	M5	5181.91	5187.38	5183.09
1772092198	XAUUSD	M5	5183.70	5185.52	5181.25
1772092498	XAUUSD	M5	5186.02	5186.35	5182.11
1772092798	XAUUSD	M5	5181.47	5186.43	5180.74
1772093098	XAUUSD	M5	5183.96	5185.72	5179.80
1772093398	XAUUSD	M5	5189.48	5187.81	5181.40
1772093698	XAUUSD	M5	5187.25	5189.37	5183.03
1772093998	XAUUSD	M5	5187.01	5188.75	5184.11
1772094298	XAUUSD	M5	5176.99	5188.41	5180.14
1772094598	XAUUSD	M5	5175.06	5184.83	5175.58
1772094898	XAUUSD	M5	5174.82	5181.06	5173.50
1772095198	XAUUSD	M5	5174.28	5178.23	5171.81
1772095498	XAUUSD	M5	5179.75	5178.12	5169.03
1772095798	XAUUSD	M5	5178.38	5179.40	5172.28
1772096098	XAUUSD	M5	5179.41	5179.96	5173.31
1772096398	XAUUSD	M5	5174.44	5179.90	5173.60
1772096698	XAUUSD	M5	5178.01	5178.93	5173.61
1772096998	XAUUSD	M5	5181.64	5180.41	5175.47
1772097298	XAUUSD	M5	5176.99	5181.28	5175.85
1772097598	XAUUSD	M5	5176.56	5179.32	5175.52
1772097898	XAUUSD	M5	5181.20	5180.62	5176.18
1772098198	XAUUSD	M5	5181.63	5182.09	5177.93
1772098498	XAUUSD	M5	5183.30	5183.11	5179.48
1772098798	XAUUSD	M5	5181.50	5183.66	5180.45
1772099098	XAUUSD	M5	5184.64	5184.80	5181.57
1772099398	XAUUSD	M5	5186.98	5186.43	5183.41
1772099698	XAUUSD	M5	5186.32	5188.61	5185.45
1772099998	XAUUSD	M5	5189.51	5189.80	5186.41
1772100298	XAUUSD	M5	5188.45	5190.72	5188.11
1772100598	XAUUSD	M5	5187.89	5190.49	5188.52
1772100898	XAUUSD	M5	5182.85	5190.24	5186.10
1772101198	XAUUSD	M5	5183.60	5187.95	5184.16
1772101498	XAUUSD	M5	5179.29	5186.69	5181.70
1772101798	XAUUSD	M5	5177.04	5183.05	5178.05
1772102098	XAUUSD	M5	5176.09	5179.68	5174.34
1772102398	XAUUSD	M5	5172.13	5178.40	5172.26
1772102698	XAUUSD	M5	5171.17	5175.99	5170.38
1772102998	XAUUSD	M5	5173.60	5173.83	5168.47
1772103298	XAUUSD	M5	5171.61	5172.68	5166.42
1772103598	XAUUSD	M5	5173.83	5172.87	5166.56
1772103898	XAUUSD	M5	5177.33	5174.76	5168.56
1772104198	XAUUSD	M5	5175.85	5175.59	5171.25
1772104498	XAUUSD	M5	5175.54	5175.50	5170.98
1772104798	XAUUSD	M5	5171.70	5175.42	5170.83
1772105098	XAUUSD	M5	5171.88	5175.56	5171.00
1772105398	XAUUSD	M5	5173.38	5174.74	5171.31
1772105698	XAUUSD	M5	5173.54	5174.93	5171.87
1772105998	XAUUSD	M5	5174.68	5174.90	5172.57
1772106298	XAUUSD	M5	5171.40	5174.65	5171.90
1772106598	XAUUSD	M5	5163.51	5173.07	5166.79
1772106898	XAUUSD	M5	5164.71	5169.35	5163.86
1772107198	XAUUSD	M5	5165.67	5168.16	5160.23
1772107498	XAUUSD	M5	5169.15	5168.05	5160.61
1772107798	XAUUSD	M5	5168.46	5168.49	5162.83
1772108098	XAUUSD	M5	5172.18	5170.66	5164.03
1772108398	XAUUSD	M5	5176.52	5173.49	5166.90
1772108698	XAUUSD	M5	5178.54	5176.98	5171.52
1772108998	XAUUSD	M5	5183.10	5181.15	5175.33
1772109298	XAUUSD	M5	5182.34	5183.82	5178.62
1772109598	XAUUSD	M5	5187.52	5186.95	5181.72
1772109898	XAUUSD	M5	5181.29	5188.80	5183.00
1772110198	XAUUSD	M5	5181.25	5186.88	5182.71
1772110498	XAUUSD	M5	5183.85	5186.97	5182.52
1772110798	XAUUSD	M5	5175.76	5187.09	5179.86
1772111098	XAUUSD	M5	5172.50	5184.51	5176.07
1772111398	XAUUSD	M5	5174.00	5179.89	5172.20
1772111698	XAUUSD	M5	5171.65	5178.55	5171.33
1772111998	XAUUSD	M5	5178.12	5178.23	5170.87
1772112298	XAUUSD	M5	5174.76	5177.63	5172.13
1772112598	XAUUSD	M5	5174.36	5176.07	5168.80
1772112898	XAUUSD	M5	5173.61	5176.08	5168.52
1772113198	XAUUSD	M5	5165.14	5174.77	5165.88
1772113498	XAUUSD	M5	5168.76	5171.70	5164.46
1772113798	XAUUSD	M5	5170.80	5170.43	5165.25
1772114098	XAUUSD	M5	5166.39	5170.10	5165.02
1772114398	XAUUSD	M5	5166.06	5169.34	5163.42
1772114698	XAUUSD	M5	5163.55	5167.76	5161.29
1772114998	XAUUSD	M5	5166.28	5166.48	5161.16
1772115298	XAUUSD	M5	5167.02	5166.83	5162.48
1772115598	XAUUSD	M5	5168.82	5167.79	5162.62
1772115898	XAUUSD	M5	5170.41	5169.62	5165.24
1772116198	XAUUSD	M5	5165.83	5169.94	5153.44
1772116498	XAUUSD	M5	5166.41	5172.35	5157.31
1772116798	XAUUSD	M5	5172.56	5173.68	5157.29
1772117098	XAUUSD	M5	5171.99	5175.22	5161.03
1772117398	XAUUSD	M5	5167.91	5175.05	5162.59
1772117698	XAUUSD	M5	5165.14	5173.78	5163.52
1772117998	XAUUSD	M5	5167.70	5173.22	5161.62
1772118298	XAUUSD	M5	5167.21	5171.73	5162.85
1772118598	XAUUSD	M5	5162.38	5171.54	5162.31
1772118898	XAUUSD	M5	5158.57	5167.47	5156.57
1772119198	XAUUSD	M5	5154.46	5164.44	5153.77
1772119498	XAUUSD	M5	5141.51	5160.63	5141.81
1772119798	XAUUSD	M5	5153.62	5157.53	5139.22
1772120098	XAUUSD	M5	5169.23	5162.10	5143.90
1772120398	XAUUSD	M5	5175.56	5168.58	5153.71
1772120698	XAUUSD	M5	5182.38	5177.38	5164.50
1772120998	XAUUSD	M5	5189.70	5186.19	5174.02
1772121298	XAUUSD	M5	5185.86	5191.43	5180.90
1772121598	XAUUSD	M5	5178.92	5191.78	5182.56
1772121898	XAUUSD	M5	5177.76	5188.54	5182.33
1772122198	XAUUSD	M5	5176.76	5185.95	5179.99
1772122498	XAUUSD	M5	5181.40	5186.15	5178.63
1772122798	XAUUSD	M5	5178.22	5185.94	5178.56
1772123098	XAUUSD	M5	5180.48	5183.82	5178.02
1772123398	XAUUSD	M5	5181.91	5183.78	5178.70
1772123698	XAUUSD	M5	5182.35	5184.22	5179.74
1772123998	XAUUSD	M5	5183.30	5185.30	5180.56
1772124298	XAUUSD	M5	5181.36	5185.51	5180.08
1772124598	XAUUSD	M5	5179.02	5184.74	5178.74
1772124898	XAUUSD	M5	5179.61	5182.87	5177.27
1772125198	XAUUSD	M5	5181.28	5182.58	5177.69
1772125498	XAUUSD	M5	5186.39	5184.88	5179.15
1772125798	XAUUSD	M5	5179.65	5187.56	5179.46
1772126098	XAUUSD	M5	5178.26	5184.88	5177.62
1772126398	XAUUSD	M5	5179.47	5183.36	5177.68
1772126698	XAUUSD	M5	5174.39	5181.55	5175.57
1772126998	XAUUSD	M5	5176.73	5178.91	5173.40
1772127298	XAUUSD	M5	5173.94	5177.71	5172.50
1772127598	XAUUSD	M5	5174.73	5176.53	5172.39
1772127898	XAUUSD	M5	5169.95	5175.21	5169.04
1772128198	XAUUSD	M5	5166.97	5173.38	5166.21
1772128498	XAUUSD	M5	5167.22	5170.21	5163.10
1772128798	XAUUSD	M5	5168.87	5169.71	5163.90
1772129098	XAUUSD	M5	5170.20	5169.42	5162.77
1772129398	XAUUSD	M5	5173.38	5170.62	5165.00
1772129698	XAUUSD	M5	5174.85	5172.87	5167.79
1772129998	XAUUSD	M5	5174.86	5174.60	5170.74
1772130298	XAUUSD	M5	5177.09	5176.52	5172.59
1772130598	XAUUSD	M5	5167.56	5178.67	5169.79
1772130898	XAUUSD	M5	5175.50	5178.54	5165.56
1772131198	XAUUSD	M5	5181.72	5180.87	5169.60
1772131498	XAUUSD	M5	5184.66	5183.59	5175.45
1772131798	XAUUSD	M5	5180.90	5185.58	5178.89
1772132098	XAUUSD	M5	5180.24	5184.97	5180.13
1772132398	XAUUSD	M5	5185.45	5186.33	5181.04
1772132698	XAUUSD	M5	5186.22	5187.84	5183.58
1772132998	XAUUSD	M5	5186.48	5188.91	5185.36
1772133298	XAUUSD	M5	5187.70	5189.22	5186.43
1772133598	XAUUSD	M5	5185.79	5189.90	5187.06
1772133898	XAUUSD	M5	5185.56	5189.00	5186.84
1772134198	XAUUSD	M5	5188.86	5189.43	5185.98
1772134498	XAUUSD	M5	5184.19	5190.50	5185.37
1772134798	XAUUSD	M5	5186.40	5189.18	5185.05
1772135098	XAUUSD	M5	5193.89	5191.74	5185.91
1772135398	XAUUSD	M5	5189.59	5193.24	5187.64
1772135698	XAUUSD	M5	5187.06	5192.46	5187.48
1772135998	XAUUSD	M5	5193.81	5193.45	5187.43
1772136298	XAUUSD	M5	5195.17	5195.29	5190.74
1772136598	XAUUSD	M5	5196.91	5197.13	5193.03
1772136898	XAUUSD	M5	5194.53	5197.72	5193.20
1772137198	XAUUSD	M5	5197.78	5198.31	5194.29
1772137498	XAUUSD	M5	5193.62	5198.59	5194.38
1772137798	XAUUSD	M5	5194.35	5197.18	5193.08
1772138098	XAUUSD	M5	5197.73	5198.43	5193.85
1772138398	XAUUSD	M5	5198.35	5199.08	5195.34
1772138698	XAUUSD	M5	5199.97	5200.12	5197.17
1772138998	XAUUSD	M5	5192.82	5200.49	5194.92
1772139298	XAUUSD	M5	5196.61	5199.26	5192.49
1772139598	XAUUSD	M5	5198.64	5199.97	5194.21
1772139898	XAUUSD	M5	5199.59	5200.00	5196.28
1772140198	XAUUSD	M5	5196.51	5199.88	5196.50
1772140498	XAUUSD	M5	5195.12	5198.44	5195.31
1772140798	XAUUSD	M5	5191.31	5197.33	5193.34
1772141098	XAUUSD	M5	5185.72	5194.46	5188.92
1772141398	XAUUSD	M5	5185.11	5191.16	5185.99
1772141698	XAUUSD	M5	5187.12	5188.47	5184.29
1772141998	XAUUSD	M5	5190.39	5188.79	5184.43
1772142298	XAUUSD	M5	5187.18	5188.63	5184.90
1772142598	XAUUSD	M5	5183.40	5187.63	5183.41
1772142898	XAUUSD	M5	5185.20	5186.11	5182.41
1772146798	XAUUSD	M5	5182.18	5187.02	5178.41
1772147098	XAUUSD	M5	5184.67	5186.14	5177.62
1772147398	XAUUSD	M5	5183.99	5186.75	5179.29
1772147698	XAUUSD	M5	5183.77	5185.83	5180.34
1772147998	XAUUSD	M5	5183.69	5186.08	5181.56
1772148298	XAUUSD	M5	5184.00	5185.62	5181.28
1772148598	XAUUSD	M5	5183.32	5184.98	5181.32
1772148898	XAUUSD	M5	5187.21	5185.77	5182.17
1772149198	XAUUSD	M5	5186.02	5187.46	5183.12
1772149498	XAUUSD	M5	5183.96	5188.09	5183.66
1772149798	XAUUSD	M5	5184.93	5187.18	5183.23
1772150098	XAUUSD	M5	5184.61	5186.19	5183.47
1772150398	XAUUSD	M5	5180.24	5185.74	5181.50
1772150698	XAUUSD	M5	5182.68	5185.45	5180.23
1772150998	XAUUSD	M5	5185.89	5185.89	5181.19
1772151298	XAUUSD	M5	5189.28	5187.96	5183.18
1772151598	XAUUSD	M5	5192.47	5191.49	5186.11
1772151898	XAUUSD	M5	5188.14	5192.71	5187.45
1772152198	XAUUSD	M5	5182.22	5191.90	5184.31
1772152498	XAUUSD	M5	5174.71	5187.65	5178.44
1772152798	XAUUSD	M5	5176.20	5182.67	5173.90
1772153098	XAUUSD	M5	5173.90	5179.44	5171.87
1772153398	XAUUSD	M5	5176.56	5177.61	5170.99
1772153698	XAUUSD	M5	5174.97	5176.40	5171.29
1772153998	XAUUSD	M5	5175.37	5175.50	5169.18
1772154298	XAUUSD	M5	5174.86	5175.18	5167.17
1772154598	XAUUSD	M5	5176.58	5176.15	5169.90
1772154898	XAUUSD	M5	5177.91	5177.00	5171.93
1772155198	XAUUSD	M5	5177.86	5178.18	5173.82
1772155498	XAUUSD	M5	5174.99	5178.14	5174.46
1772155798	XAUUSD	M5	5182.14	5180.25	5174.17
1772156098	XAUUSD	M5	5190.70	5185.61	5178.12
1772156398	XAUUSD	M5	5188.65	5189.14	5183.01
1772156698	XAUUSD	M5	5188.54	5190.56	5186.27
1772156998	XAUUSD	M5	5192.10	5193.26	5188.18
1772157298	XAUUSD	M5	5194.22	5195.17	5190.41
1772157598	XAUUSD	M5	5193.31	5197.60	5192.50
1772157898	XAUUSD	M5	5195.28	5199.96	5194.23
1772158198	XAUUSD	M5	5194.16	5199.77	5194.50
1772158498	XAUUSD	M5	5191.24	5198.63	5194.04
1772158798	XAUUSD	M5	5186.66	5196.10	5190.31
1772159098	XAUUSD	M5	5183.93	5192.55	5187.38
1772159398	XAUUSD	M5	5183.74	5189.25	5184.62
1772159698	XAUUSD	M5	5178.53	5186.25	5179.07
1772159998	XAUUSD	M5	5181.46	5183.42	5177.22
1772160298	XAUUSD	M5	5178.68	5182.04	5176.04
1772160598	XAUUSD	M5	5177.77	5179.42	5173.73
1772160898	XAUUSD	M5	5183.68	5180.55	5174.24
1772161198	XAUUSD	M5	5182.75	5181.87	5177.06
1772161498	XAUUSD	M5	5183.04	5182.35	5178.66
1772161798	XAUUSD	M5	5182.90	5182.47	5179.85
1772162098	XAUUSD	M5	5183.78	5183.07	5180.74
1772162398	XAUUSD	M5	5185.07	5183.84	5181.45
1772162698	XAUUSD	M5	5186.89	5185.94	5183.38
1772162998	XAUUSD	M5	5187.76	5187.69	5184.79
1772163298	XAUUSD	M5	5186.55	5188.18	5184.65
1772163598	XAUUSD	M5	5187.17	5188.36	5185.44
1772163898	XAUUSD	M5	5189.70	5189.71	5186.57
1772164198	XAUUSD	M5	5189.59	5190.53	5188.29
1772164498	XAUUSD	M5	5184.00	5190.94	5186.79
1772164798	XAUUSD	M5	5185.32	5189.06	5185.52
1772165098	XAUUSD	M5	5185.89	5188.48	5185.50
1772165398	XAUUSD	M5	5186.61	5187.63	5185.05
1772165698	XAUUSD	M5	5184.83	5187.21	5184.76
1772165998	XAUUSD	M5	5187.86	5187.52	5183.27
1772166298	XAUUSD	M5	5187.37	5188.14	5184.73
1772166598	XAUUSD	M5	5186.79	5187.82	5185.09
1772166898	XAUUSD	M5	5187.75	5188.18	5185.93
1772167198	XAUUSD	M5	5187.34	5188.15	5186.38
1772167498	XAUUSD	M5	5185.67	5187.84	5186.03
1772167798	XAUUSD	M5	5183.22	5186.90	5184.54
1772168098	XAUUSD	M5	5181.88	5185.69	5182.72
1772168398	XAUUSD	M5	5184.54	5184.89	5181.87
1772168698	XAUUSD	M5	5185.09	5185.04	5182.65
1772168998	XAUUSD	M5	5187.34	5186.03	5183.37
1772169298	XAUUSD	M5	5186.48	5186.67	5184.41
1772169598	XAUUSD	M5	5189.16	5188.20	5185.35
1772169898	XAUUSD	M5	5194.80	5191.62	5187.35
1772170198	XAUUSD	M5	5196.26	5195.07	5191.00
1772170498	XAUUSD	M5	5194.54	5196.51	5191.21
1772170798	XAUUSD	M5	5191.87	5196.31	5191.87
1772171098	XAUUSD	M5	5191.26	5195.78	5192.07
