timestamp	symbol	timeframe	close	open	high	low	volume
1772141698	XAUUSD	M5	5187.12	5185.11	5187.51	5184.56	208
1772141998	XAUUSD	M5	5190.39	5186.90	5191.36	5186.74	245
1772142298	XAUUSD	M5	5187.18	5190.29	5190.29	5187.18	216
1772142598	XAUUSD	M5	5183.40	5187.43	5188.15	5183.25	295
1772142898	XAUUSD	M5	5185.20	5183.40	5186.07	5182.89	243
1772146798	XAUUSD	M5	5182.18	5186.02	5189.62	5175.72	458
1772147098	XAUUSD	M5	5184.67	5182.19	5186.38	5179.00	311
1772147398	XAUUSD	M5	5183.99	5184.67	5188.53	5183.08	294
1772147698	XAUUSD	M5	5183.77	5184.00	5185.66	5182.70	178
1772147998	XAUUSD	M5	5183.69	5183.77	5187.18	5183.61	161
1772148298	XAUUSD	M5	5184.00	5183.25	5185.76	5181.29	249
1772148598	XAUUSD	M5	5183.32	5184.18	5184.89	5181.64	224
1772148898	XAUUSD	M5	5187.21	5183.32	5187.21	5183.24	179
1772149198	XAUUSD	M5	5186.02	5187.19	5189.52	5184.01	320
1772149498	XAUUSD	M5	5183.96	5185.78	5188.53	5183.86	228
1772149798	XAUUSD	M5	5184.93	5183.96	5185.85	5182.32	251
1772150098	XAUUSD	M5	5184.61	5184.93	5185.02	5183.39	203
1772150398	XAUUSD	M5	5180.24	5184.60	5185.38	5179.07	403
1772150698	XAUUSD	M5	5182.68	5180.26	5185.30	5179.05	399
1772150998	XAUUSD	M5	5185.89	5182.68	5186.54	5182.59	317
1772151298	XAUUSD	M5	5189.28	5185.88	5190.14	5185.36	372
1772151598	XAUUSD	M5	5192.47	5189.55	5194.70	5188.75	401
1772151898	XAUUSD	M5	5188.14	5192.10	5192.69	5187.77	337
1772152198	XAUUSD	M5	5182.22	5188.03	5189.65	5179.76	502
1772152498	XAUUSD	M5	5174.71	5182.19	5182.19	5171.97	551
1772152798	XAUUSD	M5	5176.20	5174.73	5177.63	5170.28	457
1772153098	XAUUSD	M5	5173.90	5174.99	5177.39	5171.81	454
1772153398	XAUUSD	M5	5176.56	5173.85	5177.61	5172.28	398
1772153698	XAUUSD	M5	5174.97	5176.26	5177.18	5173.66	365
1772153998	XAUUSD	M5	5175.37	5175.02	5176.55	5168.61	748
1772154298	XAUUSD	M5	5174.86	5175.62	5176.72	5166.90	662
1772154598	XAUUSD	M5	5176.58	5174.86	5178.80	5174.76	607
1772154898	XAUUSD	M5	5177.91	5176.58	5178.98	5175.04	612
1772155198	XAUUSD	M5	5177.86	5177.63	5180.09	5176.08	580
1772155498	XAUUSD	M5	5174.99	5177.91	5178.34	5174.86	457
1772155798	XAUUSD	M5	5182.14	5174.99	5182.61	5173.43	622
1772156098	XAUUSD	M5	5190.70	5182.00	5190.82	5181.92	625
1772156398	XAUUSD	M5	5188.65	5190.68	5191.16	5186.85	522
1772156698	XAUUSD	M5	5188.54	5188.58	5189.73	5187.39	573
1772156998	XAUUSD	M5	5192.10	5188.54	5193.78	5187.43	637
1772157298	XAUUSD	M5	5194.22	5191.86	5194.56	5189.96	583
1772157598	XAUUSD	M5	5193.31	5194.19	5197.50	5191.82	678
1772157898	XAUUSD	M5	5195.28	5193.21	5199.63	5193.13	667
1772158198	XAUUSD	M5	5194.16	5195.71	5196.65	5191.94	646
1772158498	XAUUSD	M5	5191.24	5194.18	5195.08	5191.14	409
1772158798	XAUUSD	M5	5186.66	5191.24	5191.77	5184.52	548
1772159098	XAUUSD	M5	5183.93	5186.70	5188.10	5183.70	404
1772159398	XAUUSD	M5	5183.74	5184.24	5186.08	5181.97	660
1772159698	XAUUSD	M5	5178.53	5183.67	5184.21	5174.19	697
1772159998	XAUUSD	M5	5181.46	5178.53	5182.16	5177.47	579
1772160298	XAUUSD	M5	5178.68	5181.57	5182.77	5177.13	559
1772160598	XAUUSD	M5	5177.77	5178.63	5178.86	5173.61	568
1772160898	XAUUSD	M5	5183.68	5177.77	5184.24	5177.27	556
1772161198	XAUUSD	M5	5182.75	5183.64	5185.09	5182.01	482
1772161498	XAUUSD	M5	5183.04	5182.74	5184.09	5181.33	490
1772161798	XAUUSD	M5	5182.90	5183.04	5183.50	5181.54	465
1772162098	XAUUSD	M5	5183.78	5182.83	5184.41	5181.74	478
1772162398	XAUUSD	M5	5185.07	5183.79	5185.08	5182.01	474
1772162698	XAUUSD	M5	5186.89	5185.06	5188.29	5185.06	562
1772162998	XAUUSD	M5	5187.76	5186.88	5189.12	5185.49	429
1772163298	XAUUSD	M5	5186.55	5187.76	5187.92	5183.50	371
1772163598	XAUUSD	M5	5187.17	5186.52	5187.76	5185.46	286
1772163898	XAUUSD	M5	5189.70	5187.17	5190.39	5186.86	394
1772164198	XAUUSD	M5	5189.59	5189.70	5190.44	5189.08	347
1772164498	XAUUSD	M5	5184.00	5189.59	5190.37	5183.96	349
1772164798	XAUUSD	M5	5185.32	5183.98	5186.14	5183.49	317
1772165098	XAUUSD	M5	5185.89	5185.32	5187.53	5185.23	274
1772165398	XAUUSD	M5	5186.61	5185.88	5186.61	5184.38	264
1772165698	XAUUSD	M5	5184.83	5186.61	5186.88	5184.42	196
1772165998	XAUUSD	M5	5187.86	5184.83	5188.04	5181.77	374
1772166298	XAUUSD	M5	5187.37	5187.84	5188.90	5186.68	312
1772166598	XAUUSD	M5	5186.79	5187.37	5187.43	5185.48	234
1772166898	XAUUSD	M5	5187.75	5186.79	5188.59	5186.76	252
1772167198	XAUUSD	M5	5187.34	5187.75	5188.06	5186.61	301
1772167498	XAUUSD	M5	5185.67	5187.34	5187.49	5185.36	308
1772167798	XAUUSD	M5	5183.22	5185.71	5185.96	5182.82	306
1772168098	XAUUSD	M5	5181.88	5183.22	5184.71	5181.05	322
1772168398	XAUUSD	M5	5184.54	5181.87	5184.57	5181.64	358
1772168698	XAUUSD	M5	5185.09	5184.54	5185.85	5184.22	321
1772168998	XAUUSD	M5	5187.34	5185.08	5187.57	5184.59	306
1772169298	XAUUSD	M5	5186.48	5187.33	5187.53	5185.71	281
1772169598	XAUUSD	M5	5189.16	5186.47	5189.79	5186.28	321
1772169898	XAUUSD	M5	5194.80	5189.15	5194.83	5189.15	419
1772170198	XAUUSD	M5	5196.26	5194.80	5197.55	5194.10	662
1772170498	XAUUSD	M5	5194.54	5195.89	5196.21	5189.94	504
1772170798	XAUUSD	M5	5191.87	5194.14	5194.25	5191.26	509
1772171098	XAUUSD	M5	5191.26	5192.10	5193.72	5191.05	468
1772171398	XAUUSD	M5	5194.86	5191.27	5196.59	5190.88	446
1772171698	XAUUSD	M5	5197.92	5194.83	5200.36	5193.80	598
1772171998	XAUUSD	M5	5193.54	5197.92	5198.45	5192.93	606
1772172298	XAUUSD	M5	5194.73	5193.54	5196.35	5193.41	506
1772172598	XAUUSD	M5	5197.14	5194.73	5198.48	5194.72	559
1772172898	XAUUSD	M5	5195.58	5197.14	5199.34	5195.01	513
1772173198	XAUUSD	M5	5195.00	5195.56	5196.85	5194.22	516
1772173498	XAUUSD	M5	5193.22	5195.01	5195.53	5192.15	624
1772173798	XAUUSD	M5	5192.34	5193.21	5196.27	5192.31	646
1772174098	XAUUSD	M5	5194.18	5192.33	5194.93	5191.53	522
1772174398	XAUUSD	M5	5193.45	5194.22	5196.32	5192.76	462
1772174698	XAUUSD	M5	5191.89	5193.62	5193.85	5191.46	433
1772174998	XAUUSD	M5	5188.85	5191.77	5192.63	5187.52	541
1772175298	XAUUSD	M5	5185.71	5188.85	5188.86	5185.11	588
1772175598	XAUUSD	M5	5185.28	5185.70	5188.05	5183.41	481
1772175898	XAUUSD	M5	5187.16	5185.12	5189.71	5185.12	442
1772176198	XAUUSD	M5	5181.70	5187.11	5188.97	5181.39	606
1772176498	XAUUSD	M5	5177.62	5181.74	5183.04	5177.55	603
1772176798	XAUUSD	M5	5182.82	5177.70	5183.75	5177.70	550
1772177098	XAUUSD	M5	5178.64	5182.90	5185.47	5178.56	565
1772177398	XAUUSD	M5	5180.19	5178.70	5181.63	5175.79	519
1772177698	XAUUSD	M5	5182.70	5180.19	5182.85	5180.15	308
1772177998	XAUUSD	M5	5180.52	5182.70	5182.87	5180.00	363
1772178298	XAUUSD	M5	5181.24	5180.53	5182.02	5179.44	452
1772178598	XAUUSD	M5	5179.65	5181.22	5181.53	5177.76	396
1772178898	XAUUSD	M5	5176.10	5179.65	5182.79	5175.98	438
1772179198	XAUUSD	M5	5180.66	5176.11	5182.35	5176.11	584
1772179498	XAUUSD	M5	5180.62	5180.65	5181.65	5177.26	509
1772179798	XAUUSD	M5	5178.43	5180.62	5181.01	5177.59	414
1772180098	XAUUSD	M5	5178.90	5178.50	5179.83	5177.17	460
1772180398	XAUUSD	M5	5175.00	5178.90	5179.37	5174.41	423
1772180698	XAUUSD	M5	5177.61	5174.98	5179.52	5174.85	498
1772180998	XAUUSD	M5	5181.78	5177.57	5181.86	5176.77	478
1772181298	XAUUSD	M5	5180.34	5181.78	5182.34	5179.84	427
1772181598	XAUUSD	M5	5180.32	5180.35	5181.37	5179.55	376
1772181898	XAUUSD	M5	5181.66	5180.32	5182.14	5179.99	92
