timestamp	symbol	timeframe	close	zigzag_high	zigzag_low	ema
1772158498	XAUUSD	M5	5191.24	0.00	0.00	5186.17
1772158798	XAUUSD	M5	5186.66	0.00	0.00	5186.28
1772159098	XAUUSD	M5	5183.93	0.00	0.00	5186.20
1772159398	XAUUSD	M5	5183.74	0.00	0.00	5186.04
1772159698	XAUUSD	M5	5178.53	0.00	0.00	5185.54
1772159998	XAUUSD	M5	5181.46	0.00	0.00	5185.17
1772160298	XAUUSD	M5	5178.68	0.00	0.00	5184.76
1772160598	XAUUSD	M5	5177.77	0.00	5173.61	5184.19
1772160898	XAUUSD	M5	5183.68	0.00	0.00	5184.01
1772161198	XAUUSD	M5	5182.75	0.00	0.00	5183.96
1772161498	XAUUSD	M5	5183.04	0.00	0.00	5183.88
1772161798	XAUUSD	M5	5182.90	0.00	0.00	5183.79
1772162098	XAUUSD	M5	5183.78	0.00	0.00	5183.76
1772162398	XAUUSD	M5	5185.07	0.00	0.00	5183.78
1772162698	XAUUSD	M5	5186.89	0.00	0.00	5183.99
1772162998	XAUUSD	M5	5187.76	0.00	0.00	5184.24
1772163298	XAUUSD	M5	5186.55	0.00	0.00	5184.36
1772163598	XAUUSD	M5	5187.17	0.00	0.00	5184.54
1772163898	XAUUSD	M5	5189.70	0.00	0.00	5184.86
1772164198	XAUUSD	M5	5189.59	5190.44	0.00	5185.20
1772164498	XAUUSD	M5	5184.00	0.00	0.00	5185.27
1772164798	XAUUSD	M5	5185.32	0.00	0.00	5185.25
1772165098	XAUUSD	M5	5185.89	0.00	0.00	5185.32
1772165398	XAUUSD	M5	5186.61	0.00	0.00	5185.35
1772165698	XAUUSD	M5	5184.83	0.00	0.00	5185.36
1772165998	XAUUSD	M5	5187.86	0.00	0.00	5185.39
1772166298	XAUUSD	M5	5187.37	0.00	0.00	5185.56
1772166598	XAUUSD	M5	5186.79	0.00	0.00	5185.63
1772166898	XAUUSD	M5	5187.75	0.00	0.00	5185.78
1772167198	XAUUSD	M5	5187.34	0.00	0.00	5185.89
1772167498	XAUUSD	M5	5185.67	0.00	0.00	5185.91
1772167798	XAUUSD	M5	5183.22	0.00	0.00	5185.77
1772168098	XAUUSD	M5	5181.88	0.00	5181.05	5185.54
1772168398	XAUUSD	M5	5184.54	0.00	0.00	5185.40
1772168698	XAUUSD	M5	5185.09	0.00	0.00	5185.38
1772168998	XAUUSD	M5	5187.34	0.00	0.00	5185.46
1772169298	XAUUSD	M5	5186.48	0.00	0.00	5185.54
1772169598	XAUUSD	M5	5189.16	0.00	0.00	5185.74
1772169898	XAUUSD	M5	5194.80	0.00	0.00	5186.25
1772170198	XAUUSD	M5	5196.26	0.00	0.00	5186.95
1772170498	XAUUSD	M5	5194.54	0.00	0.00	5187.42
1772170798	XAUUSD	M5	5191.87	0.00	0.00	5187.78
1772171098	XAUUSD	M5	5191.26	0.00	0.00	5188.08
1772171398	XAUUSD	M5	5194.86	0.00	0.00	5188.51
1772171698	XAUUSD	M5	5197.92	5200.36	0.00	5189.15
1772171998	XAUUSD	M5	5193.54	0.00	0.00	5189.56
1772172298	XAUUSD	M5	5194.73	0.00	0.00	5189.94
1772172598	XAUUSD	M5	5197.14	0.00	0.00	5190.43
1772172898	XAUUSD	M5	5195.58	0.00	0.00	5190.87
1772173198	XAUUSD	M5	5195.00	0.00	0.00	5191.19
1772173498	XAUUSD	M5	5193.22	0.00	0.00	5191.37
1772173798	XAUUSD	M5	5192.34	0.00	0.00	5191.53
1772174098	XAUUSD	M5	5194.18	0.00	0.00	5191.67
1772174398	XAUUSD	M5	5193.45	0.00	0.00	5191.85
1772174698	XAUUSD	M5	5191.89	0.00	0.00	5191.89
1772174998	XAUUSD	M5	5188.85	0.00	0.00	5191.73
1772175298	XAUUSD	M5	5185.71	0.00	0.00	5191.36
1772175598	XAUUSD	M5	5185.28	0.00	0.00	5190.95
1772175898	XAUUSD	M5	5187.16	0.00	0.00	5190.69
1772176198	XAUUSD	M5	5181.70	0.00	0.00	5190.21
1772176498	XAUUSD	M5	5177.62	0.00	0.00	5189.44
1772176798	XAUUSD	M5	5182.82	0.00	0.00	5188.87
1772177098	XAUUSD	M5	5178.64	0.00	0.00	5188.30
1772177398	XAUUSD	M5	5180.19	0.00	0.00	5187.65
1772177698	XAUUSD	M5	5182.70	0.00	0.00	5187.24
1772177998	XAUUSD	M5	5180.52	0.00	0.00	5186.80
1772178298	XAUUSD	M5	5181.24	0.00	0.00	5186.38
1772178598	XAUUSD	M5	5179.65	0.00	0.00	5185.90
1772178898	XAUUSD	M5	5176.10	0.00	0.00	5185.36
1772179198	XAUUSD	M5	5180.66	0.00	0.00	5184.95
1772179498	XAUUSD	M5	5180.62	0.00	0.00	5184.59
1772179798	XAUUSD	M5	5178.43	0.00	0.00	5184.19
1772180098	XAUUSD	M5	5178.90	0.00	0.00	5183.79
1772180398	XAUUSD	M5	5175.00	0.00	5174.41	5183.25
1772180698	XAUUSD	M5	5177.61	0.00	0.00	5182.83
1772180998	XAUUSD	M5	5181.78	0.00	0.00	5182.64
1772181298	XAUUSD	M5	5180.34	0.00	0.00	5182.51
1772181598	XAUUSD	M5	5180.32	0.00	0.00	5182.36
1772181898	XAUUSD	M5	5180.67	0.00	0.00	5182.26
