ohlcv_timestamp	ohlcv_symbol	ohlcv_timeframe	ohlcv_close	ohlcv_open	ohlcv_high	ohlcv_low	ohlcv_volume
1787321103	XAUUSD	M5	4587.45000	4588.55000	4590.73000	4583.19000	855
1787321403	XAUUSD	M5	4589.57000	4587.41000	4589.89000	4585.31000	877
1787321703	XAUUSD	M5	4590.40000	4589.81000	4591.05000	4586.45000	896
1787322003	XAUUSD	M5	4597.71000	4590.29000	4598.33000	4589.94000	878
1787322303	XAUUSD	M5	4603.14000	4597.84000	4603.22000	4597.82000	882
1787322603	XAUUSD	M5	4590.05000	4603.14000	4603.70000	4589.78000	900
1787322903	XAUUSD	M5	4581.96000	4589.87000	4592.63000	4581.40000	953
1787323203	XAUUSD	M5	4582.40000	4582.18000	4589.62000	4580.70000	911
1787323503	XAUUSD	M5	4591.48000	4582.58000	4591.81000	4580.67000	857
1787323803	XAUUSD	M5	4589.48000	4591.35000	4595.20000	4588.49000	851
1787324103	XAUUSD	M5	4591.56000	4589.49000	4592.36000	4584.24000	830
1787324403	XAUUSD	M5	4593.18000	4591.50000	4594.19000	4587.31000	869
1787324703	XAUUSD	M5	4594.01000	4593.24000	4598.05000	4592.08000	759
1787325003	XAUUSD	M5	4595.16000	4594.03000	4597.77000	4593.72000	698
1787325303	XAUUSD	M5	4597.43000	4595.11000	4599.11000	4595.10000	681
1787325603	XAUUSD	M5	4602.37000	4597.44000	4602.58000	4595.18000	698
1787325903	XAUUSD	M5	4602.90000	4602.37000	4607.28000	4600.04000	870
1787326203	XAUUSD	M5	4606.01000	4603.01000	4606.10000	4599.64000	825
1787326503	XAUUSD	M5	4606.74000	4606.02000	4608.25000	4605.10000	779
1787326803	XAUUSD	M5	4609.52000	4606.77000	4610.50000	4605.66000	805
1787327103	XAUUSD	M5	4607.77000	4609.53000	4610.97000	4607.10000	842
1787327403	XAUUSD	M5	4613.65000	4607.81000	4615.03000	4607.41000	768
1787327703	XAUUSD	M5	4614.54000	4613.91000	4615.26000	4611.05000	822
1787328003	XAUUSD	M5	4617.10000	4614.57000	4617.81000	4613.23000	782
1787328303	XAUUSD	M5	4610.23000	4617.23000	4617.32000	4609.13000	831
1787328603	XAUUSD	M5	4614.50000	4610.33000	4615.71000	4610.33000	710
1787328903	XAUUSD	M5	4614.01000	4614.48000	4616.00000	4613.88000	715
1787329203	XAUUSD	M5	4613.04000	4613.98000	4620.73000	4611.37000	817
1787329503	XAUUSD	M5	4614.05000	4612.99000	4614.43000	4610.68000	709
1787329803	XAUUSD	M5	4615.72000	4614.05000	4616.29000	4612.27000	678
1787330103	XAUUSD	M5	4619.28000	4615.70000	4621.05000	4614.63000	707
1787330403	XAUUSD	M5	4621.57000	4619.21000	4622.09000	4617.21000	671
1787330703	XAUUSD	M5	4624.00000	4621.59000	4624.95000	4621.15000	746
1787331003	XAUUSD	M5	4627.39000	4624.02000	4627.39000	4623.86000	704
1787331303	XAUUSD	M5	4628.85000	4627.42000	4629.05000	4625.96000	628
1787331603	XAUUSD	M5	4627.52000	4628.89000	4630.83000	4626.87000	755
1787331903	XAUUSD	M5	4630.63000	4627.57000	4631.98000	4626.09000	699
1787332203	XAUUSD	M5	4623.34000	4630.65000	4631.57000	4621.79000	782
1787332503	XAUUSD	M5	4623.11000	4623.29000	4626.00000	4622.16000	805
1787332803	XAUUSD	M5	4618.28000	4623.21000	4624.48000	4615.37000	782
1787333103	XAUUSD	M5	4622.16000	4618.33000	4624.53000	4615.52000	797
1787333403	XAUUSD	M5	4620.66000	4622.07000	4622.35000	4619.62000	766
1787333703	XAUUSD	M5	4622.75000	4620.73000	4624.66000	4620.62000	605
1787334003	XAUUSD	M5	4619.52000	4622.60000	4624.54000	4618.93000	610
1787334303	XAUUSD	M5	4618.85000	4619.51000	4619.89000	4616.96000	734
1787334603	XAUUSD	M5	4619.77000	4618.84000	4622.46000	4618.20000	653
1787334903	XAUUSD	M5	4620.54000	4619.61000	4621.54000	4619.37000	546
1787335203	XAUUSD	M5	4626.06000	4620.54000	4626.31000	4620.36000	540
1787335503	XAUUSD	M5	4625.82000	4626.19000	4627.70000	4624.31000	597
1787335803	XAUUSD	M5	4624.13000	4625.82000	4626.15000	4623.13000	478
1787336103	XAUUSD	M5	4626.73000	4624.13000	4626.97000	4624.10000	468
1787336403	XAUUSD	M5	4626.42000	4626.67000	4627.60000	4625.47000	482
1787336703	XAUUSD	M5	4625.17000	4626.42000	4627.64000	4624.50000	549
1787337003	XAUUSD	M5	4622.14000	4625.15000	4625.17000	4619.78000	609
1787337303	XAUUSD	M5	4619.75000	4622.14000	4623.09000	4619.55000	657
1787337603	XAUUSD	M5	4620.88000	4619.75000	4621.50000	4619.74000	567
1787337903	XAUUSD	M5	4624.61000	4620.88000	4625.77000	4620.85000	563
1787338203	XAUUSD	M5	4624.77000	4624.73000	4625.05000	4623.03000	520
1787338503	XAUUSD	M5	4624.34000	4624.84000	4624.84000	4623.22000	571
1787338803	XAUUSD	M5	4622.03000	4624.63000	4625.54000	4621.39000	646
1787339103	XAUUSD	M5	4621.27000	4622.08000	4622.19000	4618.53000	592
1787339403	XAUUSD	M5	4622.74000	4621.14000	4623.47000	4620.53000	549
1787339703	XAUUSD	M5	4622.50000	4622.74000	4622.74000	4620.16000	584
1787340003	XAUUSD	M5	4622.35000	4622.50000	4623.37000	4622.08000	577
1787340303	XAUUSD	M5	4618.10000	4622.34000	4622.95000	4618.06000	555
1787340603	XAUUSD	M5	4617.05000	4618.10000	4619.68000	4616.70000	579
1787340903	XAUUSD	M5	4617.94000	4617.05000	4618.37000	4615.82000	589
1787341203	XAUUSD	M5	4618.06000	4617.96000	4619.61000	4617.83000	595
1787341503	XAUUSD	M5	4622.78000	4618.12000	4623.19000	4617.37000	664
1787341803	XAUUSD	M5	4622.79000	4622.62000	4623.68000	4621.29000	673
1787342103	XAUUSD	M5	4616.92000	4622.79000	4622.79000	4615.71000	761
1787342403	XAUUSD	M5	4617.33000	4616.99000	4617.39000	4615.07000	368
1787342703	XAUUSD	M5	4616.48000	4617.33000	4617.71000	4615.63000	309
