Non_B_timestamp	Non_B_symbol	Non_B_timeframe	Non_B_close	Non_B_Base_FL	Non_B_UOEDT	Non_B_LOEDT	Non_B_horiz_high_map	Non_B_horiz_low_map	Non_B_ssa	Non_B_ema_ssa	Non_B_crossing
1784793602	XAUUSD	M15	4091.52						4093.60683281	4097.02633002	0
1784794502	XAUUSD	M15	4091.84						4092.20987883	4094.61810442	0
1784795402	XAUUSD	M15	4092.36						4091.73316108	4093.17563275	0
1784796302	XAUUSD	M15	4093.32						4091.77209787	4092.47386531	0
1784797202	XAUUSD	M15	4094.96						4091.92485579	4092.19936055	0
1784798102	XAUUSD	M15	4091.45						4091.91940357	4092.05938206	0
1784799002	XAUUSD	M15	4091.91						4091.74446874	4091.90192540	0
1784799902	XAUUSD	M15	4089.95						4091.40935989	4091.65564265	0
1784800802	XAUUSD	M15	4090.82						4091.03504250	4091.34534257	0
1784801702	XAUUSD	M15	4089.87						4090.64315722	4090.99424990	0
1784802602	XAUUSD	M15	4089.50						4090.21918356	4090.60671673	0
1784803502	XAUUSD	M15	4093.12						4089.64290580	4090.12481127	0
1784804402	XAUUSD	M15	4087.71						4088.58793775	4089.35637451	0
1784805302	XAUUSD	M15	4084.38						4086.93574046	4088.14605748	0
