Non_A_timestamp	Non_A_symbol	Non_A_timeframe	Non_A_close	Non_A_Base_FL	Non_A_UOEDT	Non_A_LOEDT	Non_A_horiz_high_map	Non_A_horiz_low_map	Non_A_ssa	Non_A_ema_ssa	Non_A_crossing
1788129602	XAUUSD	M5	4457.71						4458.92830312	4458.65509530	0
1788129902	XAUUSD	M5	4459.78						4459.71871491	4459.18690510	0
1788130202	XAUUSD	M5	4458.92						4460.74272993	4459.96481751	0
1788130502	XAUUSD	M5	4461.43						4461.84186338	4460.90334045	0
1788130802	XAUUSD	M5	4462.37						4462.68988585	4461.79661315	0
1788131102	XAUUSD	M5	4465.33				4466.76000		4462.98077498	4462.38869407	0
1788131402	XAUUSD	M5	4460.69						4462.39870597	4462.39370002	0
1788131702	XAUUSD	M5	4463.27						4460.97843374	4461.68606688	1
1788132002	XAUUSD	M5	4459.66						4458.77867443	4460.23237066	0
1788132302	XAUUSD	M5	4457.65						4456.11713893	4458.17475479	0
1788132602	XAUUSD	M5	4454.73						4453.38866145	4455.78170812	0
1788132902	XAUUSD	M5	4450.30						4451.04310440	4453.41240626	0
1788133202	XAUUSD	M5	4447.50						4449.48855334	4451.45047980	0
1788133502	XAUUSD	M5	4439.63					4436.05000	4448.98661277	4450.21854628	0
1788133802	XAUUSD	M5	4447.61						4449.75369229	4449.98611929	0
1788134102	XAUUSD	M5	4458.52						4451.44584654	4450.71598291	1
1788134402	XAUUSD	M5	4458.43						4453.56455593	4452.14026942	0
1788134702	XAUUSD	M5	4456.91						4455.90470020	4454.02248481	0
1788135002	XAUUSD	M5	4462.00						4458.31283012	4456.16765747	0
1788135302	XAUUSD	M5	4459.72						4460.50403969	4458.33584858	0
1788135602	XAUUSD	M5	4458.31						4462.40601104	4460.37092981	0
1788135902	XAUUSD	M5	4456.90						4463.93525638	4462.15309309	0
1788136202	XAUUSD	M5	4462.69						4465.01265755	4463.58287532	0
1788136502	XAUUSD	M5	4470.24						4465.40707068	4464.49497300	0
1788136802	XAUUSD	M5	4465.16				4472.10000		4464.82171837	4464.65834568	0
1788137102	XAUUSD	M5	4465.38						4463.35593975	4464.00714272	1
1788137402	XAUUSD	M5	4466.52						4461.06592471	4462.53653372	0
1788137702	XAUUSD	M5	4456.14						4458.08118017	4460.30885694	0
1788138002	XAUUSD	M5	4462.17						4454.91966450	4457.61426072	0
1788138302	XAUUSD	M5	4439.67						4451.72991956	4454.67209014	0
1788138602	XAUUSD	M5	4443.85						4449.30525644	4451.98867329	0
1788138902	XAUUSD	M5	4452.22						4447.64305729	4449.81586529	0
1788139202	XAUUSD	M5	4449.92						4446.47942168	4448.14764348	0
1788139502	XAUUSD	M5	4443.94						4445.72251255	4446.93507802	0
1788139802	XAUUSD	M5	4441.38						4445.29815080	4446.11661441	0
1788140102	XAUUSD	M5	4449.07						4444.99725234	4445.55693338	0
1788140402	XAUUSD	M5	4450.86						4444.31753961	4444.93723649	0
1788140702	XAUUSD	M5	4437.59						4442.95588290	4443.94655969	0
1788141002	XAUUSD	M5	4444.68						4441.05404809	4442.50030389	0
1788141302	XAUUSD	M5	4440.27						4438.32313852	4440.41172121	0
1788141602	XAUUSD	M5	4426.86						4434.84980271	4437.63076196	0
1788141902	XAUUSD	M5	4428.71						4431.01984281	4434.32530238	0
1788142202	XAUUSD	M5	4424.37						4426.88280595	4430.60405417	0
1788142502	XAUUSD	M5	4421.88						4422.68980345	4426.64692881	0
1788142802	XAUUSD	M5	4427.13						4418.69615841	4422.67154361	0
1788143102	XAUUSD	M5	4423.12						4414.98291513	4418.82722937	0
1788143402	XAUUSD	M5	4411.35						4411.91041774	4415.36882356	0
1788143702	XAUUSD	M5	4408.20						4410.07093704	4412.71988030	0
1788144002	XAUUSD	M5	4403.04						4409.75611393	4411.23799712	0
1788144302	XAUUSD	M5	4401.67					4396.53000	4411.10399871	4411.17099791	0
1788144602	XAUUSD	M5	4416.70						4413.94564270	4412.55832031	1
1788144902	XAUUSD	M5	4422.93						4417.51052611	4415.03442321	0
1788145202	XAUUSD	M5	4422.34						4421.16295957	4418.09869139	0
1788145502	XAUUSD	M5	4425.37						4424.46968911	4421.28419025	0
1788145802	XAUUSD	M5	4428.10						4426.97336568	4424.12877796	0
1788146102	XAUUSD	M5	4427.86						4428.39169586	4426.26023691	0
1788146402	XAUUSD	M5	4430.85						4428.69766727	4427.47895209	0
1788146702	XAUUSD	M5	4427.85						4427.95148063	4427.71521636	0
1788147002	XAUUSD	M5	4423.63						4426.52102302	4427.11811969	1
1788147302	XAUUSD	M5	4420.61						4424.85893504	4425.98852736	0
1788147602	XAUUSD	M5	4422.81						4423.37372714	4424.68112725	0
1788147902	XAUUSD	M5	4424.02						4422.17372241	4423.42742483	0
1788148202	XAUUSD	M5	4424.28						4421.23791031	4422.33266757	0
1788148502	XAUUSD	M5	4422.64						4420.51093728	4421.42180242	0
1788148802	XAUUSD	M5	4418.53						4419.95536801	4420.68858522	0
1788149102	XAUUSD	M5	4418.32						4419.58288059	4420.13573290	0
1788149402	XAUUSD	M5	4421.17						4419.28671911	4419.71122601	0
1788149702	XAUUSD	M5	4418.43						4418.93508200	4419.32315400	0
1788150002	XAUUSD	M5	4418.12						4418.60840452	4418.96577926	0
1788150302	XAUUSD	M5	4415.94						4418.34002180	4418.65290053	0
1788150602	XAUUSD	M5	4416.31					4412.89000	4418.25137910	4418.45213982	0
1788150902	XAUUSD	M5	4420.30						4418.41510305	4418.43362143	0
1788151202	XAUUSD	M5	4420.19						4418.77297115	4418.60329629	1
1788151502	XAUUSD	M5	4419.17						4419.36520936	4418.98425283	0
1788151802	XAUUSD	M5	4420.49						4420.23828679	4419.61126981	0
1788152102	XAUUSD	M5	4424.61						4421.36633487	4420.48880234	0
1788152402	XAUUSD	M5	4423.86						4422.70342545	4421.59611389	0
1788152702	XAUUSD	M5	4420.23						4424.35585864	4422.97598627	0
1788153002	XAUUSD	M5	4422.64						4426.46326705	4424.71962666	0
1788153302	XAUUSD	M5	4427.93						4428.93177976	4426.82570321	0
1788153602	XAUUSD	M5	4434.16						4431.51102765	4429.16836543	0
1788153902	XAUUSD	M5	4440.24						4433.84212920	4431.50524731	0
1788154202	XAUUSD	M5	4433.17						4435.59505422	4433.55015077	0
1788154502	XAUUSD	M5	4434.42						4436.83116182	4435.19065629	0
1788154802	XAUUSD	M5	4437.68						4437.48638523	4436.33852076	0
1788155102	XAUUSD	M5	4435.46						4437.51673663	4436.92762870	0
1788155402	XAUUSD	M5	4437.05						4437.09397213	4437.01080041	0
1788155702	XAUUSD	M5	4442.92						4436.36306057	4436.68693049	1
1788156002	XAUUSD	M5	4433.14						4435.41420468	4436.05056759	0
1788156302	XAUUSD	M5	4432.38						4434.75677136	4435.40366947	0
1788156602	XAUUSD	M5	4432.07						4434.59757201	4435.00062074	0
1788156902	XAUUSD	M5	4437.97						4435.00340074	4435.00201074	1
1788157202	XAUUSD	M5	4437.57						4435.75883785	4435.38042429	0
1788157502	XAUUSD	M5	4435.78						4436.73307251	4436.05674840	0
1788157802	XAUUSD	M5	4434.21						4437.79549442	4436.92612141	0
1788158102	XAUUSD	M5	4440.52						4438.81391072	4437.87001607	0
1788158402	XAUUSD	M5	4439.51						4439.50147703	4438.68574655	0
1788158702	XAUUSD	M5	4441.85						4439.81247994	4439.24911324	0
1788159002	XAUUSD	M5	4440.24						4439.74439193	4439.49675259	0
1788159302	XAUUSD	M5	4439.47						4439.47718979	4439.48697119	1
1788159602	XAUUSD	M5	4439.62						4439.22128149	4439.35412634	0
1788159902	XAUUSD	M5	4437.94						4439.15340454	4439.25376544	0
1788160202	XAUUSD	M5	4436.16						4439.45807212	4439.35591878	1
1788160502	XAUUSD	M5	4438.93						4440.23407431	4439.79499655	0
1788160802	XAUUSD	M5	4444.90						4441.36609874	4440.58054764	0
1788161102	XAUUSD	M5	4444.01						4442.57789109	4441.57921937	0
1788161402	XAUUSD	M5	4444.32						4443.73343960	4442.65632948	0
1788161702	XAUUSD	M5	4443.32						4444.68622142	4443.67127545	0
1788162002	XAUUSD	M5	4446.52						4445.36146803	4444.51637174	0
1788162302	XAUUSD	M5	4444.54						4445.60490379	4445.06063777	0
1788162602	XAUUSD	M5	4444.09						4445.44397753	4445.25230765	0
1788162902	XAUUSD	M5	4443.37						4444.89765193	4445.07497979	1
1788163202	XAUUSD	M5	4448.45				4449.50000		4444.01607172	4444.54552576	0
1788163502	XAUUSD	M5	4442.70						4442.75293557	4443.64923067	0
1788163802	XAUUSD	M5	4438.89						4441.33997907	4442.49460487	0
1788164102	XAUUSD	M5	4439.76						4439.95702756	4441.22581622	0
1788164402	XAUUSD	M5	4437.49						4438.66006306	4439.94293964	0
1788164702	XAUUSD	M5	4440.43						4437.55344672	4438.74819318	0
1788165002	XAUUSD	M5	4436.01						4436.59786047	4437.67302683	0
1788165302	XAUUSD	M5	4436.68						4435.96424501	4436.81863592	0
1788165602	XAUUSD	M5	4435.48						4435.67131953	4436.24497773	0
1788165902	XAUUSD	M5	4436.39						4435.76097123	4436.00297448	0
1788166202	XAUUSD	M5	4434.22					4433.77000	4436.16446507	4436.08371977	1
1788166502	XAUUSD	M5	4435.64						4436.87125932	4436.47748955	0
1788166802	XAUUSD	M5	4438.82						4437.75307449	4437.11528202	0
1788167102	XAUUSD	M5	4436.79						4438.64849742	4437.88188972	0
1788167402	XAUUSD	M5	4442.90						4439.52421030	4438.70305001	0
1788167702	XAUUSD	M5	4441.08						4440.18909054	4439.44607027	0
1788168002	XAUUSD	M5	4439.44						4440.69992384	4440.07299706	0
1788168302	XAUUSD	M5	4439.09						4441.16041628	4440.61670667	0
1788168602	XAUUSD	M5	4444.26						4441.66127070	4441.13898868	0
1788168902	XAUUSD	M5	4441.62						4442.16155692	4441.65027280	0
1788169202	XAUUSD	M5	4442.98						4442.82058158	4442.23542719	0
1788169502	XAUUSD	M5	4442.90						4443.66266151	4442.94904435	0
1788169802	XAUUSD	M5	4443.67						4444.68766488	4443.81835461	0
1788170102	XAUUSD	M5	4445.16						4445.81799647	4444.81817554	0
1788170402	XAUUSD	M5	4447.67						4446.93086030	4445.87451792	0
1788170702	XAUUSD	M5	4448.26						4447.86327185	4446.86889489	0
1788171002	XAUUSD	M5	4451.55						4448.53952280	4447.70420884	0
1788171302	XAUUSD	M5	4448.10						4448.86384893	4448.28402889	0
1788171602	XAUUSD	M5	4447.40						4448.99304352	4448.63853620	0
1788171902	XAUUSD	M5	4448.42						4449.06562947	4448.85208284	0
1788172202	XAUUSD	M5	4448.54						4449.20650343	4449.02929313	0
1788172502	XAUUSD	M5	4449.94						4449.54562262	4449.28745788	0
1788172802	XAUUSD	M5	4450.93						4450.16609039	4449.72677413	0
1788173102	XAUUSD	M5	4450.80						4451.11986949	4450.42332181	0
1788173402	XAUUSD	M5	4453.66						4452.41005836	4451.41669008	0
1788173702	XAUUSD	M5	4453.90						4453.88397571	4452.65033290	0
1788174002	XAUUSD	M5	4456.11						4455.36867600	4454.00950445	0
1788174302	XAUUSD	M5	4456.75						4456.65144236	4455.33047340	0
1788174602	XAUUSD	M5	4453.69						4457.56020078	4456.44533709	0
1788174902	XAUUSD	M5	4456.43						4458.07908940	4457.26221325	0
1788175202	XAUUSD	M5	4458.12						4458.12733391	4457.69477358	0
1788175502	XAUUSD	M5	4463.25				4464.03000		4457.73407959	4457.71442658	0
1788175802	XAUUSD	M5	4458.53						4456.93461099	4457.32451879	1
1788176102	XAUUSD	M5	4455.65						4456.05986171	4456.69219025	0
1788176402	XAUUSD	M5	4454.77						4455.40698733	4456.04958879	0
1788176702	XAUUSD	M5	4453.30						4455.15331469	4455.60145174	0
1788177002	XAUUSD	M5	4452.84						4455.37980009	4455.49062592	0
1788177302	XAUUSD	M5	4455.42						4455.99405002	4455.74233797	1
1788177602	XAUUSD	M5	4458.48						4456.65271160	4456.19752478	0
1788177902	XAUUSD	M5	4457.03						4456.89910946	4456.54831712	0
1788178202	XAUUSD	M5	4457.32						4456.41540956	4456.48186334	1
1788178502	XAUUSD	M5	4456.47						4454.96563256	4455.72374795	0
1788178802	XAUUSD	M5	4452.67						4452.52819128	4454.12596961	0
1788179102	XAUUSD	M5	4447.62						4449.33619064	4451.73108013	0
1788179402	XAUUSD	M5	4446.59						4445.83108385	4448.78108199	0
1788179702	XAUUSD	M5	4441.91						4442.45037167	4445.61572683	0
1788180002	XAUUSD	M5	4440.51						4439.72049095	4442.66810889	0
1788180302	XAUUSD	M5	4438.00						4437.99751009	4440.33280949	0
1788180602	XAUUSD	M5	4437.07						4437.51040761	4438.92160855	0
1788180902	XAUUSD	M5	4435.85						4438.20922551	4438.56541703	0
1788181202	XAUUSD	M5	4437.77						4439.81517587	4439.19029645	1
1788181502	XAUUSD	M5	4444.93						4441.79585469	4440.49307557	0
1788181802	XAUUSD	M5	4445.99						4443.41279752	4441.95293655	0
1788182102	XAUUSD	M5	4443.08						4444.15084356	4443.05189005	0
1788182402	XAUUSD	M5	4440.96						4443.75174842	4443.40181924	0
1788182702	XAUUSD	M5	4445.62						4442.15455771	4442.77818847	1
1788183002	XAUUSD	M5	4438.48						4439.34069725	4441.05944286	0
1788183302	XAUUSD	M5	4436.76						4435.75754519	4438.40849403	0
1788183602	XAUUSD	M5	4433.66						4431.83814885	4435.12332144	0
1788183902	XAUUSD	M5	4425.55						4428.09162700	4431.60747422	0
1788184202	XAUUSD	M5	4424.13						4425.07734051	4428.34240736	0
1788184502	XAUUSD	M5	4418.48					4415.83000	4423.03774110	4425.69007423	0
1788184802	XAUUSD	M5	4420.90						4422.13117558	4423.91062490	0
1788185102	XAUUSD	M5	4427.17						4422.16822534	4423.03942512	0
1788185402	XAUUSD	M5	4427.64						4422.76283128	4422.90112820	0
1788185702	XAUUSD	M5	4427.31						4423.65094478	4423.27603649	1
1788186002	XAUUSD	M5	4418.82						4424.66090867	4423.96847258	0
1788186302	XAUUSD	M5	4420.20						4425.89450147	4424.93148703	0
1788186602	XAUUSD	M5	4424.96						4427.24829349	4426.08989026	0
1788186902	XAUUSD	M5	4433.48						4428.56386492	4427.32687759	0
1788187202	XAUUSD	M5	4433.00						4429.63244499	4428.47966129	0
1788187502	XAUUSD	M5	4428.82						4430.50198478	4429.49082304	0
1788187802	XAUUSD	M5	4432.92						4431.32784647	4430.40933475	0
1788188102	XAUUSD	M5	4431.60						4432.04388092	4431.22660784	0
1788188402	XAUUSD	M5	4428.72						4432.67155477	4431.94908131	0
1788188702	XAUUSD	M5	4433.96						4433.20400077	4432.57654104	0
1788189002	XAUUSD	M5	4435.25						4433.41510607	4432.99582355	0
1788189302	XAUUSD	M5	4432.19						4433.19471857	4433.09527106	0
1788189602	XAUUSD	M5	4433.02						4432.61454328	4432.85490717	1
1788189902	XAUUSD	M5	4433.04						4431.72855590	4432.29173154	0
1788190202	XAUUSD	M5	4430.38						4430.67809558	4431.48491356	0
1788190502	XAUUSD	M5	4429.86						4429.70887256	4430.59689306	0
1788190802	XAUUSD	M5	4427.40						4428.99655937	4429.79672621	0
1788191102	XAUUSD	M5	4431.42						4428.73956830	4429.26814726	0
1788191402	XAUUSD	M5	4428.15						4428.93083436	4429.09949081	0
1788191702	XAUUSD	M5	4426.26						4429.66538778	4429.38243929	1
1788192002	XAUUSD	M5	4430.39					4423.76000	4430.90623686	4430.14433808	0
1788192302	XAUUSD	M5	4434.29						4432.40112687	4431.27273247	0
1788192602	XAUUSD	M5	4434.81						4433.84867345	4432.56070296	0
1788192902	XAUUSD	M5	4434.92						4435.04952751	4433.80511524	0
1788193202	XAUUSD	M5	4436.00						4435.88048568	4434.84280046	0
1788193502	XAUUSD	M5	4438.40						4436.26458881	4435.55369464	0
1788193802	XAUUSD	M5	4436.45				4440.25000		4436.17835486	4435.86602475	0
1788194102	XAUUSD	M5	4432.20						4435.74496535	4435.80549505	1
1788194402	XAUUSD	M5	4435.75						4435.15860529	4435.48205017	0
1788194702	XAUUSD	M5	4433.98						4434.43910712	4434.96057865	0
1788195002	XAUUSD	M5	4434.17						4433.73240801	4434.34649333	0
1788195302	XAUUSD	M5	4433.32						4433.12844343	4433.73746838	0
1788195602	XAUUSD	M5	4432.64						4432.71092257	4433.22419548	0
1788195902	XAUUSD	M5	4431.67						4432.52226394	4432.87322971	0
1788196202	XAUUSD	M5	4433.91						4432.57116491	4432.72219731	0
1788196502	XAUUSD	M5	4435.88						4432.78836442	4432.75528087	1
1788196802	XAUUSD	M5	4432.86						4433.10902951	4432.93215519	0
1788197102	XAUUSD	M5	4430.49						4433.58973886	4433.26094702	0
1788197402	XAUUSD	M5	4432.69						4434.25877730	4433.75986216	0
1788197702	XAUUSD	M5	4433.63						4435.00100015	4434.38043116	0
1788198002	XAUUSD	M5	4436.51						4435.67871399	4435.02957257	0
1788198302	XAUUSD	M5	4438.78						4436.09582242	4435.56269750	0
1788198602	XAUUSD	M5	4437.60						4436.09798167	4435.83033958	0
1788198902	XAUUSD	M5	4436.57						4435.66479334	4435.74756646	1
1788199202	XAUUSD	M5	4432.35						4434.83975023	4435.29365835	0
1788199502	XAUUSD	M5	4431.44						4433.80705663	4434.55035749	0
1788199802	XAUUSD	M5	4433.72						4432.69998953	4433.62517351	0
1788200102	XAUUSD	M5	4432.05						4431.58808625	4432.60662988	0
1788200402	XAUUSD	M5	4433.04						4430.62779611	4431.61721300	0
1788200702	XAUUSD	M5	4429.93						4429.90041848	4430.75881574	0
1788201002	XAUUSD	M5	4427.55					4426.28000	4429.55078932	4430.15480253	0
1788201302	XAUUSD	M5	4428.27						4429.62810643	4429.89145448	0
1788201602	XAUUSD	M5	4429.22						4430.04842390	4429.96993919	1
1788201902	XAUUSD	M5	4432.92						4430.69684382	4430.33339150	0
1788202202	XAUUSD	M5	4433.45						4431.38353189	4430.85846170	0
1788202502	XAUUSD	M5	4430.87						4432.03819148	4431.44832659	0
1788202802	XAUUSD	M5	4430.92						4432.72014984	4432.08423821	0
1788203102	XAUUSD	M5	4434.71						4433.49321049	4432.78872435	0
1788203402	XAUUSD	M5	4433.73						4434.38028183	4433.58450309	0
1788203702	XAUUSD	M5	4433.78						4435.52884705	4434.55667507	0
1788204002	XAUUSD	M5	4439.28						4437.05897345	4435.80782426	0
1788204302	XAUUSD	M5	4440.40						4438.90753440	4437.35767933	0
1788204602	XAUUSD	M5	4440.69						4441.06202385	4439.20985159	0
1788204902	XAUUSD	M5	4442.93						4443.46571989	4441.33778574	0
1788205202	XAUUSD	M5	4443.04						4445.94041369	4443.63909972	0
1788205502	XAUUSD	M5	4448.91						4448.30492171	4445.97201071	0
1788205802	XAUUSD	M5	4450.35						4450.21505694	4448.09353383	0
1788206102	XAUUSD	M5	4453.26						4451.48348719	4449.78851051	0
1788206402	XAUUSD	M5	4452.78						4451.96990605	4450.87920828	0
1788206702	XAUUSD	M5	4452.21						4451.71753590	4451.29837209	0
1788207002	XAUUSD	M5	4450.05						4450.88785942	4451.09311576	1
1788207302	XAUUSD	M5	4449.06						4449.75620262	4450.42465919	0
1788207602	XAUUSD	M5	4447.91						4448.60179602	4449.51322760	0
1788207902	XAUUSD	M5	4447.34						4447.68966513	4448.60144637	0
1788208202	XAUUSD	M5	4448.12						4447.21348529	4447.90746583	0
1788208502	XAUUSD	M5	4448.23						4447.24678337	4447.57712460	0
1788208802	XAUUSD	M5	4448.23						4447.77210533	4447.67461496	1
1788209102	XAUUSD	M5	4447.39						4448.67523251	4448.17492374	0
1788209402	XAUUSD	M5	4448.20						4449.79654362	4448.98573368	0
1788209702	XAUUSD	M5	4449.12						4450.90312791	4449.94443079	0
1788213602	XAUUSD	M5	4454.38						4451.77898664	4450.86170872	0
1788213902	XAUUSD	M5	4455.59						4452.17013771	4451.51592321	0
1788214202	XAUUSD	M5	4451.82				4455.85000		4452.01367340	4451.76479831	0
1788214502	XAUUSD	M5	4450.21						4451.46542953	4451.61511392	1
1788214802	XAUUSD	M5	4448.01						4450.67375475	4451.14443434	0
1788215102	XAUUSD	M5	4449.83						4449.82544006	4450.48493720	0
1788215402	XAUUSD	M5	4450.22						4448.99817597	4449.74155659	0
1788215702	XAUUSD	M5	4448.48						4448.25730465	4448.99943062	0
1788216002	XAUUSD	M5	4447.93						4447.65968131	4448.32955596	0
1788216302	XAUUSD	M5	4447.03						4447.18274606	4447.75615101	0
1788216602	XAUUSD	M5	4445.91						4446.77644138	4447.26629619	0
1788216902	XAUUSD	M5	4447.09						4446.37043409	4446.81836514	0
1788217202	XAUUSD	M5	4445.96						4445.85915331	4446.33875922	0
1788217502	XAUUSD	M5	4446.21						4445.24282274	4445.79079098	0
1788217802	XAUUSD	M5	4444.13						4444.55555164	4445.17317131	0
1788218102	XAUUSD	M5	4443.20						4443.95458223	4444.56387677	0
1788218402	XAUUSD	M5	4443.11					4441.75000	4443.59733087	4444.08060382	0
1788218702	XAUUSD	M5	4443.32						4443.60948564	4443.84504473	0
1788219002	XAUUSD	M5	4445.62						4444.06587327	4443.95545900	1
1788219302	XAUUSD	M5	4444.97						4444.94857414	4444.45201657	0
1788219602	XAUUSD	M5	4445.60						4446.27435761	4445.36318709	0
1788219902	XAUUSD	M5	4446.40						4447.96274194	4446.66296451	0
1788220202	XAUUSD	M5	4450.80						4449.88569813	4448.27433132	0
1788220502	XAUUSD	M5	4452.31						4451.81511105	4450.04472119	0
1788220802	XAUUSD	M5	4453.92						4453.60296292	4451.82384205	0
1788221102	XAUUSD	M5	4455.27						4455.13220987	4453.47802596	0
1788221402	XAUUSD	M5	4455.24						4456.33671014	4454.90736805	0
1788221702	XAUUSD	M5	4457.64						4457.21754440	4456.06245623	0
1788222002	XAUUSD	M5	4457.94				4461.41000		4457.72967281	4456.89606452	0
1788222302	XAUUSD	M5	4460.10						4457.88663401	4457.39134927	0
1788222602	XAUUSD	M5	4457.42						4457.65589663	4457.52362295	0
1788222902	XAUUSD	M5	4455.15						4457.12033271	4457.32197783	1
1788223202	XAUUSD	M5	4453.36						4456.33448407	4456.82823095	0
1788223502	XAUUSD	M5	4455.95						4455.32296044	4456.07559570	0
1788223802	XAUUSD	M5	4457.02						4453.98131315	4455.02845442	0
1788224102	XAUUSD	M5	4453.60						4452.25326180	4453.64085811	0
1788224402	XAUUSD	M5	4449.82						4450.22324387	4451.93205099	0
1788224702	XAUUSD	M5	4447.16						4448.04200938	4449.98703018	0
1788225002	XAUUSD	M5	4446.39						4445.89014562	4447.93858790	0
1788225302	XAUUSD	M5	4443.42						4443.93303315	4445.93581053	0
1788225602	XAUUSD	M5	4440.35						4442.39747890	4444.16664471	0
1788225902	XAUUSD	M5	4439.82						4441.48758575	4442.82711523	0
1788226202	XAUUSD	M5	4442.92						4441.27519648	4442.05115586	0
1788226502	XAUUSD	M5	4444.06						4441.64049996	4441.84582791	0
1788226802	XAUUSD	M5	4445.69						4442.42805494	4442.13694142	1
1788227102	XAUUSD	M5	4441.12						4443.39601671	4442.76647907	0
1788227402	XAUUSD	M5	4441.46						4444.41249789	4443.58948848	0
1788227702	XAUUSD	M5	4444.42						4445.20804943	4444.39876896	0
1788228002	XAUUSD	M5	4446.79						4445.49811097	4444.94843996	0
1788228302	XAUUSD	M5	4442.01						4445.10336979	4445.02590487	0
1788228602	XAUUSD	M5	4445.07						4444.15742261	4444.59166374	1
1788228902	XAUUSD	M5	4446.73						4442.71523660	4443.65345017	0
1788229202	XAUUSD	M5	4442.85						4440.95503233	4442.30424125	0
1788229502	XAUUSD	M5	4440.60						4439.22794800	4440.76609462	0
1788229802	XAUUSD	M5	4437.60						4437.83616333	4439.30112898	0
1788230102	XAUUSD	M5	4433.57						4437.00263974	4438.15188436	0
1788230402	XAUUSD	M5	4431.86						4436.85398568	4437.50293502	0
1788230702	XAUUSD	M5	4435.35					4427.73000	4437.31703659	4437.40998580	0
1788231002	XAUUSD	M5	4439.38						4438.07267643	4437.74133112	1
1788231302	XAUUSD	M5	4443.09						4438.74654251	4438.24393681	0
1788231602	XAUUSD	M5	4440.95						4439.02802414	4438.63598048	0
1788231902	XAUUSD	M5	4440.82						4438.87261467	4438.75429758	0
1788232202	XAUUSD	M5	4439.93						4438.33892154	4438.54660956	1
1788232502	XAUUSD	M5	4436.47						4437.61899012	4438.08279984	0
1788232802	XAUUSD	M5	4432.89						4437.00871037	4437.54575511	0
1788233102	XAUUSD	M5	4434.07						4436.78015985	4437.16295748	0
1788233402	XAUUSD	M5	4436.42						4436.98198088	4437.07246918	0
1788233702	XAUUSD	M5	4437.62						4437.49474001	4437.28360460	1
1788234002	XAUUSD	M5	4438.59						4438.09802082	4437.69081271	0
1788234302	XAUUSD	M5	4441.39						4438.51437219	4438.10259245	0
1788234602	XAUUSD	M5	4441.87						4438.43213314	4438.26736280	0
1788234902	XAUUSD	M5	4436.70						4437.69667628	4437.98201954	1
1788235202	XAUUSD	M5	4437.04						4436.43291735	4437.20746844	0
1788235502	XAUUSD	M5	4432.10						4434.74568454	4435.97657649	0
1788235802	XAUUSD	M5	4431.17						4432.96543115	4434.47100382	0
1788236102	XAUUSD	M5	4430.28						4431.35351193	4432.91225787	0
1788236402	XAUUSD	M5	4432.16						4430.14506130	4431.52865958	0
1788236702	XAUUSD	M5	4429.68						4429.38181048	4430.45523503	0
1788237002	XAUUSD	M5	4430.11						4429.07929368	4429.76726436	0
1788237302	XAUUSD	M5	4429.73						4429.05846257	4429.41286346	0
1788237602	XAUUSD	M5	4427.83						4429.12732859	4429.27009603	0
1788237902	XAUUSD	M5	4427.08						4429.11788677	4429.19399140	0
1788238202	XAUUSD	M5	4429.32						4428.91947341	4429.05673240	0
1788238502	XAUUSD	M5	4426.69						4428.47662825	4428.76668033	0
1788238802	XAUUSD	M5	4431.03						4427.98429361	4428.37548697	0
1788239102	XAUUSD	M5	4430.82						4427.57249720	4427.97399208	0
1788239402	XAUUSD	M5	4429.35						4427.55384897	4427.76392053	0
1788239702	XAUUSD	M5	4425.88						4428.20855864	4427.98623958	1
1788240002	XAUUSD	M5	4427.26						4429.74051954	4428.86337956	0
1788240302	XAUUSD	M5	4426.69						4432.06666247	4430.46502101	0
1788240602	XAUUSD	M5	4435.26					4424.24000	4434.95938239	4432.71220170	0
1788240902	XAUUSD	M5	4439.39						4437.84934892	4435.28077531	0
1788241202	XAUUSD	M5	4442.75						4440.23751334	4437.75914432	0
1788241502	XAUUSD	M5	4445.47						4441.66592697	4439.71253565	0
1788241802	XAUUSD	M5	4443.09						4441.88993319	4440.80123442	0
1788242102	XAUUSD	M5	4440.15				4445.96000		4440.98951337	4440.89537389	0
1788242402	XAUUSD	M5	4436.38						4439.21876363	4440.05706876	1
1788242702	XAUUSD	M5	4435.64						4436.98680989	4438.52193933	0
1788243002	XAUUSD	M5	4432.86						4434.65932954	4436.59063443	0
1788243302	XAUUSD	M5	4433.76						4432.63209201	4434.61136322	0
1788243602	XAUUSD	M5	4432.92						4431.12162983	4432.86649653	0
1788243902	XAUUSD	M5	4429.02						4430.27763810	4431.57206731	0
1788244202	XAUUSD	M5	4429.58						4430.20532948	4430.88869840	0
1788244502	XAUUSD	M5	4433.46						4430.73039042	4430.80954441	0
1788244802	XAUUSD	M5	4434.93						4431.51462024	4431.16208233	1
1788245102	XAUUSD	M5	4430.03						4432.22123807	4431.69166020	0
1788245402	XAUUSD	M5	4430.01						4432.71723140	4432.20444580	0
1788245702	XAUUSD	M5	4429.64						4432.81383844	4432.50914212	0
1788246002	XAUUSD	M5	4434.16						4432.43008513	4432.46961362	1
1788246302	XAUUSD	M5	4430.68						4431.45639912	4431.96300637	0
1788246602	XAUUSD	M5	4433.20						4430.07353223	4431.01826930	0
1788246902	XAUUSD	M5	4429.52						4428.36706691	4429.69266810	0
1788247202	XAUUSD	M5	4426.92						4426.60382133	4428.14824472	0
1788247502	XAUUSD	M5	4426.20						4424.97454172	4426.56139322	0
