Non_A_timestamp	Non_A_symbol	Non_A_timeframe	Non_A_close	Non_A_Base_FL	Non_A_UOEDT	Non_A_LOEDT	Non_A_horiz_high_map	Non_A_horiz_low_map	Non_A_ssa	Non_A_ema_ssa	Non_A_crossing
1787700302	XAUUSD	M5	4661.07						4661.48194364	4663.60357235	0
1787700602	XAUUSD	M5	4660.26						4659.47080806	4661.53719021	0
1787700902	XAUUSD	M5	4659.35						4657.82096136	4659.67907579	0
1787701202	XAUUSD	M5	4656.17						4656.58726599	4658.13317089	0
1787701502	XAUUSD	M5	4655.85						4655.79806757	4656.96561923	0
1787701802	XAUUSD	M5	4654.91						4655.30531050	4656.13546486	0
1787702102	XAUUSD	M5	4654.92						4654.89763891	4655.51655189	0
1787702402	XAUUSD	M5	4652.56						4654.30813756	4654.91234473	0
1787702702	XAUUSD	M5	4653.75						4653.33879602	4654.12557037	0
1787703002	XAUUSD	M5	4651.38						4651.79473803	4652.96015420	0
1787703302	XAUUSD	M5	4651.38						4649.69144475	4651.32579947	0
1787703602	XAUUSD	M5	4645.29						4647.13794005	4649.23186976	0
1787703902	XAUUSD	M5	4646.71						4644.51850506	4646.87518741	0
1787704202	XAUUSD	M5	4645.07						4642.07547743	4644.47533242	0
1787704502	XAUUSD	M5	4639.90						4640.10461182	4642.28997212	0
1787704802	XAUUSD	M5	4637.07						4638.92384845	4640.60691028	0
1787705102	XAUUSD	M5	4636.46						4638.64259123	4639.62475076	0
1787705402	XAUUSD	M5	4636.09						4639.16069795	4639.39272435	0
1787705702	XAUUSD	M5	4637.66						4640.24438324	4639.81855380	1
1787706002	XAUUSD	M5	4646.03					4629.80000	4641.55299735	4640.68577557	0
1787706302	XAUUSD	M5	4644.65						4642.60880713	4641.64729135	0
1787706602	XAUUSD	M5	4644.32						4643.30369332	4642.47549233	0
1787706902	XAUUSD	M5	4645.56						4643.66065130	4643.06807182	0
1787707202	XAUUSD	M5	4644.50						4643.79438818	4643.43123000	0
1787707502	XAUUSD	M5	4643.60						4643.97163679	4643.70143340	0
1787707802	XAUUSD	M5	4639.26						4644.47437583	4644.08790461	0
1787708102	XAUUSD	M5	4645.35						4645.60704525	4644.84747493	0
1787708402	XAUUSD	M5	4644.78						4647.30109219	4646.07428356	0
1787708702	XAUUSD	M5	4650.98						4649.53373750	4647.80401053	0
1787709002	XAUUSD	M5	4651.83						4652.01668307	4649.91034680	0
1787709302	XAUUSD	M5	4656.96						4654.56277209	4652.23655945	0
1787709602	XAUUSD	M5	4659.83						4656.88643041	4654.56149493	0
1787709902	XAUUSD	M5	4660.49						4658.82291254	4656.69220374	0
1787710202	XAUUSD	M5	4660.18						4660.35031574	4658.52125974	0
1787710502	XAUUSD	M5	4661.02						4661.53617268	4660.02871621	0
1787710802	XAUUSD	M5	4659.10						4662.43736321	4661.23303971	0
1787711102	XAUUSD	M5	4658.99						4663.14879314	4662.19091642	0
1787711402	XAUUSD	M5	4663.66						4663.65700516	4662.92396079	0
1787711702	XAUUSD	M5	4663.42						4663.76566473	4663.34481276	0
1787712002	XAUUSD	M5	4667.23				4670.66000		4663.36310664	4663.35395970	0
1787712302	XAUUSD	M5	4665.83						4662.27709992	4662.81552981	1
1787712602	XAUUSD	M5	4660.95						4660.52763349	4661.67158165	0
1787712902	XAUUSD	M5	4658.35						4658.32286250	4659.99722208	0
1787713202	XAUUSD	M5	4656.79						4655.87248111	4657.93485159	0
1787713502	XAUUSD	M5	4650.11						4653.39941518	4655.66713339	0
1787713802	XAUUSD	M5	4648.26						4651.26422533	4653.46567936	0
1787714102	XAUUSD	M5	4647.59						4649.63398942	4651.54983439	0
1787714402	XAUUSD	M5	4648.92						4648.53142176	4650.04062808	0
1787714702	XAUUSD	M5	4650.42						4647.82291021	4648.93176914	0
1787715002	XAUUSD	M5	4650.11						4647.30642882	4648.11909898	0
1787715302	XAUUSD	M5	4648.22						4646.80366918	4647.46138408	0
1787715602	XAUUSD	M5	4645.25						4646.23770336	4646.84954372	0
1787715902	XAUUSD	M5	4644.96						4645.61434905	4646.23194639	0
1787716202	XAUUSD	M5	4644.25						4644.92691610	4645.57943125	0
1787716502	XAUUSD	M5	4642.72						4644.22704560	4644.90323842	0
1787716802	XAUUSD	M5	4642.85						4643.58643708	4644.24483775	0
1787717102	XAUUSD	M5	4643.68						4643.02611531	4643.63547653	0
1787717402	XAUUSD	M5	4642.54						4642.52095339	4643.07821496	0
1787717702	XAUUSD	M5	4642.10						4642.09016255	4642.58418875	0
1787718002	XAUUSD	M5	4642.65						4641.71982035	4642.15200455	0
1787718302	XAUUSD	M5	4642.27						4641.39093797	4641.77147126	0
1787718602	XAUUSD	M5	4641.78						4641.11211904	4641.44179515	0
1787718902	XAUUSD	M5	4640.40						4640.91601513	4641.17890514	0
1787719202	XAUUSD	M5	4640.86						4640.89093679	4641.03492097	0
1787719502	XAUUSD	M5	4640.23						4641.06348232	4641.04920164	1
1787719802	XAUUSD	M5	4640.84						4641.45954174	4641.25437169	0
1787720102	XAUUSD	M5	4640.70						4642.02685170	4641.64061170	0
1787720402	XAUUSD	M5	4642.07						4642.68864069	4642.16462619	0
1787720702	XAUUSD	M5	4645.72						4643.28637730	4642.72550175	0
1787721002	XAUUSD	M5	4643.42						4643.63100489	4643.17825332	0
1787721302	XAUUSD	M5	4643.53						4643.71368770	4643.44597051	0
1787721602	XAUUSD	M5	4643.90						4643.53124137	4643.48860594	0
1787721902	XAUUSD	M5	4643.37						4643.13031418	4643.30946006	1
1787722202	XAUUSD	M5	4645.73				4649.55000		4642.58877941	4642.94911973	0
1787722502	XAUUSD	M5	4641.69						4641.90938946	4642.42925460	0
1787722802	XAUUSD	M5	4638.12						4641.23921833	4641.83423646	0
1787723102	XAUUSD	M5	4637.68						4640.65151878	4641.24287762	0
1787723402	XAUUSD	M5	4639.00						4640.06794016	4640.65540889	0
1787723702	XAUUSD	M5	4639.80						4639.31440299	4639.98490594	0
1787724002	XAUUSD	M5	4641.03						4638.23844390	4639.11167492	0
1787724302	XAUUSD	M5	4639.15						4636.76031578	4637.93599535	0
1787724602	XAUUSD	M5	4637.59						4634.98703112	4636.46151324	0
1787724902	XAUUSD	M5	4634.28						4633.12781379	4634.79466352	0
1787725202	XAUUSD	M5	4627.07						4631.49794197	4633.14630274	0
1787725502	XAUUSD	M5	4626.65					4624.71000	4630.49995345	4631.82312810	0
1787725802	XAUUSD	M5	4630.46						4630.27623154	4631.04967982	0
1787726102	XAUUSD	M5	4630.62						4630.73689906	4630.89328944	0
1787726402	XAUUSD	M5	4633.43						4631.75701771	4631.32515358	1
1787726702	XAUUSD	M5	4635.15						4633.05628210	4632.19071784	0
1787727002	XAUUSD	M5	4633.37						4634.34902953	4633.26987368	0
1787727302	XAUUSD	M5	4634.38						4635.44632008	4634.35809688	0
1787727602	XAUUSD	M5	4639.03						4636.14714610	4635.25262149	0
1787727902	XAUUSD	M5	4635.23						4636.24397001	4635.74829575	0
1787728202	XAUUSD	M5	4636.38						4635.86505284	4635.80667430	0
1787728502	XAUUSD	M5	4633.96						4635.09520913	4635.45094171	1
1787728802	XAUUSD	M5	4634.21						4634.15114937	4634.80104554	0
1787729102	XAUUSD	M5	4631.33						4633.17246457	4633.98675506	0
1787729402	XAUUSD	M5	4633.47						4632.32317941	4633.15496723	0
1787729702	XAUUSD	M5	4630.52						4631.56269513	4632.35883118	0
1787730002	XAUUSD	M5	4631.87						4630.91284303	4631.63583711	0
1787730302	XAUUSD	M5	4631.89						4630.26893535	4630.95238623	0
1787730602	XAUUSD	M5	4628.52						4629.55841171	4630.25539897	0
1787730902	XAUUSD	M5	4629.04						4628.82507568	4629.54023733	0
1787731202	XAUUSD	M5	4628.66						4628.07605465	4628.80814599	0
1787731502	XAUUSD	M5	4627.75						4627.37474259	4628.09144429	0
1787731802	XAUUSD	M5	4625.82						4626.84842528	4627.46993479	0
1787732102	XAUUSD	M5	4625.09						4626.66313712	4627.06653596	0
1787732402	XAUUSD	M5	4626.40						4626.89265344	4626.97959470	0
1787732702	XAUUSD	M5	4629.57						4627.46956798	4627.22458134	1
1787733002	XAUUSD	M5	4628.28						4628.18788362	4627.70623248	0
1787733302	XAUUSD	M5	4629.07						4628.87838186	4628.29230717	0
1787733602	XAUUSD	M5	4629.43						4629.30495707	4628.79863212	0
1787733902	XAUUSD	M5	4628.28						4629.26046800	4629.02955006	0
1787734202	XAUUSD	M5	4627.63						4628.65160233	4628.84057619	1
1787734502	XAUUSD	M5	4628.29						4627.50351717	4628.17204668	0
1787734802	XAUUSD	M5	4625.97						4625.89299006	4627.03251837	0
1787735102	XAUUSD	M5	4624.26						4624.06957470	4625.55104654	0
1787735402	XAUUSD	M5	4624.82						4622.32404816	4623.93754735	0
1787735702	XAUUSD	M5	4621.18						4620.88134546	4622.40944640	0
1787736002	XAUUSD	M5	4618.99						4620.01467461	4621.21206051	0
1787736302	XAUUSD	M5	4616.81						4619.84900855	4620.53053453	0
1787736602	XAUUSD	M5	4621.00						4620.35401777	4620.44227615	0
1787736902	XAUUSD	M5	4620.30						4621.20928196	4620.82577905	1
1787737202	XAUUSD	M5	4622.01						4622.16815089	4621.49696497	0
1787737502	XAUUSD	M5	4624.20						4622.91707610	4622.20702054	0
1787737802	XAUUSD	M5	4624.09						4623.19424616	4622.70063335	0
1787738102	XAUUSD	M5	4623.20						4622.91798174	4622.80930754	0
1787738402	XAUUSD	M5	4623.42						4622.15417575	4622.48174165	1
1787738702	XAUUSD	M5	4621.90						4621.06716472	4621.77445318	0
1787739002	XAUUSD	M5	4619.01						4619.93097527	4620.85271423	0
1787739302	XAUUSD	M5	4617.17						4619.04796570	4619.95033996	0
1787739602	XAUUSD	M5	4618.59						4618.63447294	4619.29240645	0
1787739902	XAUUSD	M5	4615.06					4613.34000	4618.73923559	4619.01582102	0
1787740202	XAUUSD	M5	4619.30						4619.39226037	4619.20404069	1
1787740502	XAUUSD	M5	4624.08						4620.31983499	4619.76193784	0
1787740802	XAUUSD	M5	4622.20						4621.18398067	4620.47295926	0
1787741102	XAUUSD	M5	4623.39						4621.82247169	4621.14771547	0
1787741402	XAUUSD	M5	4622.72						4622.06264319	4621.60517933	0
1787741702	XAUUSD	M5	4620.28						4621.86710905	4621.73614419	0
1787742002	XAUUSD	M5	4620.79						4621.32275261	4621.52944840	1
1787742302	XAUUSD	M5	4617.65						4620.51775497	4621.02360169	0
1787742602	XAUUSD	M5	4618.46						4619.68025412	4620.35192791	0
1787742902	XAUUSD	M5	4622.06						4618.92735906	4619.63964348	0
1787743202	XAUUSD	M5	4616.79						4618.29294712	4618.96629530	0
1787743502	XAUUSD	M5	4620.59						4618.01838688	4618.49234109	0
1787743802	XAUUSD	M5	4618.99						4618.05887768	4618.27560938	0
1787744102	XAUUSD	M5	4618.21						4618.49812079	4618.38686509	1
1787744402	XAUUSD	M5	4619.12						4619.34426604	4618.86556556	0
1787744702	XAUUSD	M5	4618.51						4620.52388652	4619.69472604	0
1787745002	XAUUSD	M5	4619.59						4621.97306996	4620.83389800	0
1787745302	XAUUSD	M5	4624.52						4623.56744480	4622.20067140	0
1787745602	XAUUSD	M5	4627.19						4625.08058151	4623.64062646	0
1787745902	XAUUSD	M5	4627.36						4626.32481776	4624.98272211	0
1787746202	XAUUSD	M5	4625.85						4627.21107038	4626.09689625	0
1787746502	XAUUSD	M5	4628.91						4627.69543323	4626.89616474	0
1787746802	XAUUSD	M5	4626.29						4627.65931117	4627.27773796	0
1787747102	XAUUSD	M5	4630.21						4627.13307086	4627.20540441	1
1787747402	XAUUSD	M5	4623.37				4633.10000		4625.99673300	4626.60106870	0
1787747702	XAUUSD	M5	4622.13						4624.41449781	4625.50778326	0
1787748002	XAUUSD	M5	4622.49						4622.42277205	4623.96527765	0
1787748302	XAUUSD	M5	4623.77						4620.06379073	4622.01453419	0
1787748602	XAUUSD	M5	4616.32						4617.38946226	4619.70199823	0
1787748902	XAUUSD	M5	4614.64						4614.73861743	4617.22030783	0
1787749202	XAUUSD	M5	4612.23						4612.36459443	4614.79245113	0
1787749502	XAUUSD	M5	4609.18						4610.54783779	4612.67014446	0
1787749802	XAUUSD	M5	4611.11						4609.56410965	4611.11712705	0
1787750102	XAUUSD	M5	4611.45					4598.00000	4609.51011240	4610.31361973	0
1787750402	XAUUSD	M5	4609.26						4610.42239355	4610.36800664	1
1787750702	XAUUSD	M5	4611.30						4612.29708330	4611.33254497	0
1787751002	XAUUSD	M5	4615.83						4614.88632656	4613.10943577	0
1787751302	XAUUSD	M5	4613.28						4617.75487843	4615.43215710	0
1787751602	XAUUSD	M5	4619.59						4620.60872555	4618.02044133	0
1787751902	XAUUSD	M5	4625.57						4622.95808195	4620.48926164	0
1787752202	XAUUSD	M5	4623.83						4624.43297695	4622.46111930	0
1787752502	XAUUSD	M5	4631.52						4625.04662155	4623.75387042	0
1787752802	XAUUSD	M5	4624.17				4633.31000		4624.72477560	4624.23932301	0
1787753102	XAUUSD	M5	4622.85						4623.90335968	4624.07134135	1
1787753402	XAUUSD	M5	4620.38						4622.90347839	4623.48740987	0
1787753702	XAUUSD	M5	4622.79						4621.97773130	4622.73257058	0
1787754002	XAUUSD	M5	4621.02						4621.10591413	4621.91924236	0
1787754302	XAUUSD	M5	4616.66						4620.23135340	4621.07529788	0
1787754602	XAUUSD	M5	4618.25						4619.20642871	4620.14086330	0
1787754902	XAUUSD	M5	4616.95						4617.66431336	4618.90258833	0
1787755202	XAUUSD	M5	4621.95						4615.34837084	4617.12547958	0
1787755502	XAUUSD	M5	4612.76						4611.98864821	4614.55706390	0
1787755802	XAUUSD	M5	4607.71						4607.87916301	4611.21811345	0
1787756102	XAUUSD	M5	4602.92						4603.42807595	4607.32309470	0
1787756402	XAUUSD	M5	4598.42						4599.15959207	4603.24134338	0
1787756702	XAUUSD	M5	4597.75						4595.63722339	4599.43928339	0
1787757002	XAUUSD	M5	4588.91						4593.25163097	4596.34545718	0
1787757302	XAUUSD	M5	4590.89					4582.97000	4592.40904370	4594.37725044	0
1787757602	XAUUSD	M5	4591.69						4593.00332372	4593.69028708	0
1787757902	XAUUSD	M5	4594.71						4594.75123782	4594.22076245	1
1787758202	XAUUSD	M5	4598.15						4597.14254156	4595.68165201	0
1787758502	XAUUSD	M5	4601.34						4599.59317356	4597.63741278	0
1787758802	XAUUSD	M5	4604.77						4601.58822162	4599.61281720	0
1787759102	XAUUSD	M5	4608.34						4602.74204139	4601.17742929	0
1787759402	XAUUSD	M5	4600.32						4602.86825042	4602.02283986	0
1787759702	XAUUSD	M5	4596.13						4602.25222110	4602.13753048	0
1787760002	XAUUSD	M5	4597.64						4601.17654561	4601.65703804	1
1787760302	XAUUSD	M5	4599.56						4599.79771026	4600.72737415	0
1787760602	XAUUSD	M5	4600.30						4598.24430363	4599.48583889	0
1787760902	XAUUSD	M5	4599.33						4596.61267443	4598.04925666	0
1787761202	XAUUSD	M5	4595.95						4595.00522296	4596.52723981	0
1787761502	XAUUSD	M5	4594.79						4593.56859281	4595.04791631	0
1787761802	XAUUSD	M5	4594.36						4592.35982609	4593.70387120	0
1787762102	XAUUSD	M5	4587.01						4591.43533537	4592.56960329	0
1787762402	XAUUSD	M5	4588.26						4591.00093877	4591.78527103	0
1787762702	XAUUSD	M5	4594.89						4591.02377430	4591.40452266	0
1787763002	XAUUSD	M5	4589.53						4591.31081460	4591.35766863	0
1787763302	XAUUSD	M5	4591.58						4591.95549721	4591.65658292	1
1787763602	XAUUSD	M5	4593.24						4592.84849991	4592.25254141	0
1787763902	XAUUSD	M5	4594.30						4593.86767617	4593.06010879	0
1787764202	XAUUSD	M5	4594.80						4594.90602467	4593.98306673	0
1787764502	XAUUSD	M5	4596.02						4595.87409436	4594.92858054	0
1787764802	XAUUSD	M5	4596.58						4596.71750991	4595.82304523	0
1787765102	XAUUSD	M5	4597.80						4597.42272997	4596.62288760	0
1787765402	XAUUSD	M5	4600.95						4597.97819276	4597.30054018	0
1787765702	XAUUSD	M5	4596.65						4598.34084311	4597.82069164	0
1787766002	XAUUSD	M5	4597.17						4598.65242982	4598.23656073	0
1787766302	XAUUSD	M5	4598.27						4598.93725390	4598.58690732	0
1787766602	XAUUSD	M5	4597.43						4599.15567174	4598.87128953	0
1787766902	XAUUSD	M5	4597.76						4599.28915361	4599.08022157	0
1787767202	XAUUSD	M5	4602.79						4599.27308472	4599.17665314	0
1787767502	XAUUSD	M5	4602.15				4604.50000		4598.93923264	4599.05794289	1
1787767802	XAUUSD	M5	4600.16						4598.30269188	4598.68031739	0
1787768102	XAUUSD	M5	4595.80						4597.46984296	4598.07508017	0
1787768402	XAUUSD	M5	4593.93						4596.62939661	4597.35223839	0
1787768702	XAUUSD	M5	4594.83						4595.92521006	4596.63872422	0
1787769002	XAUUSD	M5	4593.57						4595.38521640	4596.01197031	0
1787769302	XAUUSD	M5	4594.36						4595.02660101	4595.51928566	0
1787769602	XAUUSD	M5	4596.77						4594.79354396	4595.15641481	0
1787769902	XAUUSD	M5	4596.94						4594.58195791	4594.86918636	0
1787770202	XAUUSD	M5	4596.45						4594.34472522	4594.60695579	0
1787770502	XAUUSD	M5	4593.84						4594.10770883	4594.35733231	0
1787770802	XAUUSD	M5	4592.18						4593.95986938	4594.15860085	0
1787771102	XAUUSD	M5	4592.99						4593.98549260	4594.07204672	0
1787771402	XAUUSD	M5	4594.47						4594.20341368	4594.13773020	1
1787771702	XAUUSD	M5	4591.87						4594.57337900	4594.35555460	0
1787772002	XAUUSD	M5	4594.46						4595.11369402	4594.73462431	0
1787772302	XAUUSD	M5	4598.53						4595.69083789	4595.21273110	0
1787772602	XAUUSD	M5	4597.54						4596.09497535	4595.65385323	0
1787772902	XAUUSD	M5	4596.81						4596.26106474	4595.95745898	0
1787773202	XAUUSD	M5	4595.77						4596.14834244	4596.05290071	0
1787773502	XAUUSD	M5	4595.20						4595.76661179	4595.90975625	1
1787773802	XAUUSD	M5	4593.74						4595.15270599	4595.53123112	0
1787774102	XAUUSD	M5	4594.30						4594.40214713	4594.96668912	0
1787774402	XAUUSD	M5	4594.14						4593.56959890	4594.26814401	0
1787774702	XAUUSD	M5	4594.31						4592.71682835	4593.49248618	0
1787775002	XAUUSD	M5	4591.59						4591.89947165	4592.69597891	0
1787775302	XAUUSD	M5	4589.49						4591.24053307	4591.96825599	0
1787775602	XAUUSD	M5	4589.64					4584.20000	4590.82934051	4591.39879825	0
1787775902	XAUUSD	M5	4591.26						4590.69702902	4591.04791364	0
1787776202	XAUUSD	M5	4591.69						4590.83047457	4590.93919410	0
1787776502	XAUUSD	M5	4593.43						4591.26102373	4591.10010892	1
1787776802	XAUUSD	M5	4591.94						4592.03542947	4591.56776919	0
1787777102	XAUUSD	M5	4593.29						4593.28557550	4592.42667235	0
1787777402	XAUUSD	M5	4592.84						4595.04980367	4593.73823801	0
1787777702	XAUUSD	M5	4594.62						4597.34578903	4595.54201352	0
1787781602	XAUUSD	M5	4603.17						4600.04894326	4597.79547839	0
1787781902	XAUUSD	M5	4604.00						4602.79657478	4600.29602659	0
1787782202	XAUUSD	M5	4602.44						4605.36500791	4602.83051725	0
1787782502	XAUUSD	M5	4610.65						4607.59658537	4605.21355131	0
1787782802	XAUUSD	M5	4606.75						4609.12010368	4607.16682749	0
1787783102	XAUUSD	M5	4611.24						4609.98410065	4608.57546407	0
1787783402	XAUUSD	M5	4609.61						4610.13333780	4609.35440094	0
1787783702	XAUUSD	M5	4610.08						4609.77932238	4609.56686166	0
1787784002	XAUUSD	M5	4610.94						4609.19205510	4609.37945838	1
1787784302	XAUUSD	M5	4609.00						4608.67061082	4609.02503460	0
1787784602	XAUUSD	M5	4607.45						4608.59754079	4608.81128770	0
1787784902	XAUUSD	M5	4609.43						4609.23172688	4609.02150729	1
1787785202	XAUUSD	M5	4608.36						4610.61315039	4609.81732884	0
1787785502	XAUUSD	M5	4611.01						4612.68946928	4611.25339906	0
1787785802	XAUUSD	M5	4615.53						4615.17954841	4613.21647373	0
1787786102	XAUUSD	M5	4620.77						4617.70701047	4615.46174210	0
1787786402	XAUUSD	M5	4621.40						4619.87241594	4617.66707902	0
1787786702	XAUUSD	M5	4620.18						4621.48786740	4619.57747321	0
1787787002	XAUUSD	M5	4620.94						4622.53306191	4621.05526756	0
1787787302	XAUUSD	M5	4624.92						4623.06833681	4622.06180219	0
1787787602	XAUUSD	M5	4622.68						4623.14433025	4622.60306622	0
1787787902	XAUUSD	M5	4623.45						4623.01084870	4622.80695746	0
1787788202	XAUUSD	M5	4621.33						4622.80212809	4622.80454277	1
1787788502	XAUUSD	M5	4623.61						4622.62261978	4622.71358128	0
1787788802	XAUUSD	M5	4624.35				4626.98000		4622.34872369	4622.53115248	0
1787789102	XAUUSD	M5	4618.89						4621.80507869	4622.16811559	0
1787789402	XAUUSD	M5	4618.01						4620.93679757	4621.55245658	0
1787789702	XAUUSD	M5	4619.33						4619.60870404	4620.58058031	0
1787790002	XAUUSD	M5	4620.09						4617.72228064	4619.15143047	0
1787790302	XAUUSD	M5	4619.01						4615.34765383	4617.24954215	0
1787790602	XAUUSD	M5	4613.22						4612.75382315	4615.00168265	0
1787790902	XAUUSD	M5	4612.63						4610.41338912	4612.70753588	0
1787791202	XAUUSD	M5	4606.09						4608.71126469	4610.70940029	0
1787791502	XAUUSD	M5	4609.51						4608.08882759	4609.39911394	0
1787791802	XAUUSD	M5	4602.73					4600.62000	4608.56123271	4608.98017332	0
1787792102	XAUUSD	M5	4605.26						4610.21682567	4609.59849950	1
1787792402	XAUUSD	M5	4614.26						4612.72541592	4611.16195771	0
1787792702	XAUUSD	M5	4616.34						4615.49762144	4613.32978958	0
1787793002	XAUUSD	M5	4624.58						4618.13522711	4615.73250834	0
1787793302	XAUUSD	M5	4621.92						4620.22183262	4617.97717048	0
1787793602	XAUUSD	M5	4624.89						4621.82218097	4619.89967572	0
1787793902	XAUUSD	M5	4618.50						4623.05595794	4621.47781683	0
1787794202	XAUUSD	M5	4621.57						4624.39795029	4622.93788356	0
1787794502	XAUUSD	M5	4628.29						4626.09639320	4624.51713838	0
1787794802	XAUUSD	M5	4623.88						4628.20991786	4626.36352812	0
1787795102	XAUUSD	M5	4629.68						4630.90479092	4628.63415952	0
1787795402	XAUUSD	M5	4634.75						4633.89122249	4631.26269101	0
1787795702	XAUUSD	M5	4640.03						4636.74000832	4634.00134966	0
1787796002	XAUUSD	M5	4638.67				4642.96000		4638.94696351	4636.47415659	0
1787796302	XAUUSD	M5	4642.16						4640.20448355	4638.33932007	0
1787796602	XAUUSD	M5	4640.49						4640.20431320	4639.27181663	0
1787796902	XAUUSD	M5	4638.77						4638.97704269	4639.12442966	1
1787797202	XAUUSD	M5	4636.94						4636.76714446	4637.94578706	0
1787797502	XAUUSD	M5	4632.97						4634.00582763	4635.97580735	0
1787797802	XAUUSD	M5	4629.45						4631.26323134	4633.61951934	0
1787798102	XAUUSD	M5	4628.20						4629.07389114	4631.34670524	0
1787798402	XAUUSD	M5	4627.41						4627.80699443	4629.57684983	0
1787798702	XAUUSD	M5	4629.29						4627.61996810	4628.59840897	0
1787799002	XAUUSD	M5	4629.28						4628.39166002	4628.49503450	0
1787799302	XAUUSD	M5	4629.73						4629.87152431	4629.18327940	1
1787799602	XAUUSD	M5	4634.35						4631.69826740	4630.44077340	0
1787799902	XAUUSD	M5	4630.26						4633.39557692	4631.91817516	0
1787800202	XAUUSD	M5	4634.20						4634.73812061	4633.32814789	0
1787800502	XAUUSD	M5	4633.66						4635.42781874	4634.37798331	0
1787800802	XAUUSD	M5	4637.92						4635.38443754	4634.88121042	0
1787801102	XAUUSD	M5	4635.20						4634.57656111	4634.72888577	1
1787801402	XAUUSD	M5	4633.68						4633.23304313	4633.98096445	0
1787801702	XAUUSD	M5	4632.21						4631.61126866	4632.79611655	0
1787802002	XAUUSD	M5	4629.29						4629.96342034	4631.37976845	0
1787802302	XAUUSD	M5	4627.66						4628.50631679	4629.94304262	0
1787802602	XAUUSD	M5	4626.83						4627.35281373	4628.64792817	0
1787802902	XAUUSD	M5	4625.56						4626.48270662	4627.56531740	0
1787803202	XAUUSD	M5	4626.37						4625.82822109	4626.69676924	0
1787803502	XAUUSD	M5	4625.45						4625.21449860	4625.95563392	0
1787803802	XAUUSD	M5	4625.45						4624.50083767	4625.22823579	0
1787804102	XAUUSD	M5	4624.15						4623.59375055	4624.41099317	0
1787804402	XAUUSD	M5	4623.21						4622.49792782	4623.45446050	0
1787804702	XAUUSD	M5	4620.75						4621.29236284	4622.37341167	0
1787805002	XAUUSD	M5	4618.72						4620.15778973	4621.26560070	0
1787805302	XAUUSD	M5	4618.23						4619.29247233	4620.27903652	0
1787805602	XAUUSD	M5	4619.17						4618.82655439	4619.55279545	0
1787805902	XAUUSD	M5	4620.17						4618.79103923	4619.17191734	0
1787806202	XAUUSD	M5	4619.82						4619.13375403	4619.15283569	0
1787806502	XAUUSD	M5	4618.77						4619.72693721	4619.43988645	1
1787806802	XAUUSD	M5	4620.28						4620.37539417	4619.90764031	0
1787807102	XAUUSD	M5	4620.10						4620.78385036	4620.34574533	0
1787807402	XAUUSD	M5	4620.23						4620.69480669	4620.52027601	0
1787807702	XAUUSD	M5	4619.98						4619.90496117	4620.21261859	1
1787808002	XAUUSD	M5	4620.56						4618.32935494	4619.27098677	0
1787808302	XAUUSD	M5	4617.28						4616.00359002	4617.63728839	0
1787808602	XAUUSD	M5	4611.36						4613.19624936	4615.41676888	0
1787808902	XAUUSD	M5	4611.18						4610.32276072	4612.86976480	0
1787809202	XAUUSD	M5	4605.43						4607.70890338	4610.28933409	0
1787809502	XAUUSD	M5	4606.49						4605.75323428	4608.02128418	0
1787809802	XAUUSD	M5	4603.10						4604.58245886	4606.30187152	0
1787810102	XAUUSD	M5	4607.06						4604.28796227	4605.29491689	0
1787810402	XAUUSD	M5	4603.75						4604.65638670	4604.97565180	0
1787810702	XAUUSD	M5	4605.07						4605.55131700	4605.26348440	1
1787811002	XAUUSD	M5	4606.10						4606.66216996	4605.96282718	0
1787811302	XAUUSD	M5	4606.73						4607.69124285	4606.82703502	0
1787811602	XAUUSD	M5	4609.53						4608.39609090	4607.61156296	0
1787811902	XAUUSD	M5	4610.39						4608.57509308	4608.09332802	0
1787812202	XAUUSD	M5	4607.45						4608.19447897	4608.14390350	0
1787812502	XAUUSD	M5	4607.84						4607.41373313	4607.77881831	1
1787812802	XAUUSD	M5	4607.68						4606.35128595	4607.06505213	0
1787813102	XAUUSD	M5	4604.37						4605.14545796	4606.10525505	0
1787813402	XAUUSD	M5	4601.87						4603.98316355	4605.04420930	0
1787813702	XAUUSD	M5	4600.20						4602.96375836	4604.00398383	0
1787814002	XAUUSD	M5	4603.29						4602.09990473	4603.05194428	0
1787814302	XAUUSD	M5	4602.81						4601.24618547	4602.14906488	0
1787814602	XAUUSD	M5	4603.82						4600.35195646	4601.25051067	0
1787814902	XAUUSD	M5	4597.62						4599.35210960	4600.30131013	0
1787815202	XAUUSD	M5	4596.85						4598.42013048	4599.36072031	0
1787815502	XAUUSD	M5	4599.44					4593.59000	4597.65295237	4598.50683634	0
1787815802	XAUUSD	M5	4596.29						4597.10479725	4597.80581680	0
1787816102	XAUUSD	M5	4596.44						4596.98472466	4597.39527073	0
1787816402	XAUUSD	M5	4597.72						4597.36029219	4597.37778146	0
1787816702	XAUUSD	M5	4597.37						4598.19269590	4597.78523868	1
1787817002	XAUUSD	M5	4598.23						4599.40969631	4598.59746749	0
1787817302	XAUUSD	M5	4600.15						4600.82351938	4599.71049344	0
1787817602	XAUUSD	M5	4605.30						4602.18178104	4600.94613724	0
1787817902	XAUUSD	M5	4603.19						4603.14981642	4602.04797683	0
1787818202	XAUUSD	M5	4603.29						4603.61375688	4602.83086686	0
