Fractal_timestamp	Fractal_symbol	Fractal_timeframe	Fractal_close	Fractal_Best_FL	Fractal_UOEDT	Fractal_LOEDT
1788456902	XAUUSD	M5	4493.00	4504.99297	4524.57482	4472.22793
1788457202	XAUUSD	M5	4491.91	4504.77864	4524.36048	4472.01360
1788457502	XAUUSD	M5	4491.40	4504.56431	4524.14615	4471.79926
1788457802	XAUUSD	M5	4490.08	4504.34997	4523.93181	4471.58493
1788458102	XAUUSD	M5	4486.61	4504.13564	4523.71748	4471.37059
1788458402	XAUUSD	M5	4489.31	4503.92130	4523.50314	4471.15626
1788458702	XAUUSD	M5	4488.31	4503.70697	4523.28881	4470.94193
1788459002	XAUUSD	M5	4483.95	4503.49263	4523.07448	4470.72759
1788459302	XAUUSD	M5	4486.34	4503.27830	4522.86014	4470.51326
1788459602	XAUUSD	M5	4483.65	4503.06397	4522.64581	4470.29892
1788459902	XAUUSD	M5	4479.87	4502.84963	4522.43147	4470.08459
1788460202	XAUUSD	M5	4479.33	4502.63530	4522.21714	4469.87025
1788460502	XAUUSD	M5	4482.51	4502.42096	4522.00280	4469.65592
1788460802	XAUUSD	M5	4481.49	4502.20663	4521.78847	4469.44159
1788461102	XAUUSD	M5	4478.70	4501.99229	4521.57414	4469.22725
1788461402	XAUUSD	M5	4475.42	4501.77796	4521.35980	4469.01292
1788461702	XAUUSD	M5	4475.21	4501.56363	4521.14547	4468.79858
1788462002	XAUUSD	M5	4474.57	4501.34929	4520.93113	4468.58425
1788462302	XAUUSD	M5	4476.18	4501.13496	4520.71680	4468.36992
1788462602	XAUUSD	M5	4474.42	4500.92062	4520.50246	4468.15558
1788462902	XAUUSD	M5	4476.22	4500.70629	4520.28813	4467.94125
1788463202	XAUUSD	M5	4474.19	4500.49195	4520.07380	4467.72691
1788463502	XAUUSD	M5	4475.85	4500.27762	4519.85946	4467.51258
1788463802	XAUUSD	M5	4474.20	4500.06329	4519.64513	4467.29824
1788464102	XAUUSD	M5	4475.23	4499.84895	4519.43079	4467.08391
1788464402	XAUUSD	M5	4477.53	4499.63462	4519.21646	4466.86958
1788464702	XAUUSD	M5	4479.37	4499.42028	4519.00212	4466.65524
1788465002	XAUUSD	M5	4477.75	4499.20595	4518.78779	4466.44091
1788465302	XAUUSD	M5	4474.49	4498.99161	4518.57346	4466.22657
1788465602	XAUUSD	M5	4471.87	4498.77728	4518.35912	4466.01224
1788465902	XAUUSD	M5	4473.04	4498.56295	4518.14479	4465.79790
1788466202	XAUUSD	M5	4471.85	4498.34861	4517.93045	4465.58357
1788466502	XAUUSD	M5	4470.96	4498.13428	4517.71612	4465.36924
1788466802	XAUUSD	M5	4470.82	4497.91994	4517.50178	4465.15490
1788467102	XAUUSD	M5	4471.65	4497.70561	4517.28745	4464.94057
1788467402	XAUUSD	M5	4472.18	4497.49127	4517.07312	4464.72623
1788467702	XAUUSD	M5	4471.60	4497.27694	4516.85878	4464.51190
1788468002	XAUUSD	M5	4472.41	4497.06261	4516.64445	4464.29756
1788468302	XAUUSD	M5	4472.84	4496.84827	4516.43011	4464.08323
1788468602	XAUUSD	M5	4473.54	4496.63394	4516.21578	4463.86890
1788468902	XAUUSD	M5	4473.19	4496.41960	4516.00144	4463.65456
1788472802	XAUUSD	M5	4476.43	4496.20527	4515.78711	4463.44023
1788473102	XAUUSD	M5	4475.60	4495.99093	4515.57278	4463.22589
1788473402	XAUUSD	M5	4478.06	4495.77660	4515.35844	4463.01156
1788473702	XAUUSD	M5	4476.57	4495.56227	4515.14411	4462.79722
1788474002	XAUUSD	M5	4474.85	4495.34793	4514.92977	4462.58289
1788474302	XAUUSD	M5	4475.10	4495.13360	4514.71544	4462.36856
1788474602	XAUUSD	M5	4474.72	4494.91926	4514.50110	4462.15422
1788474902	XAUUSD	M5	4472.91	4494.70493	4514.28677	4461.93989
1788475202	XAUUSD	M5	4473.85	4494.49059	4514.07244	4461.72555
1788475502	XAUUSD	M5	4474.76	4494.27626	4513.85810	4461.51122
1788475802	XAUUSD	M5	4474.78	4494.06193	4513.64377	4461.29688
1788476102	XAUUSD	M5	4474.53	4493.84759	4513.42943	4461.08255
1788476402	XAUUSD	M5	4476.58	4493.63326	4513.21510	4460.86822
1788476702	XAUUSD	M5	4475.83	4493.41892	4513.00076	4460.65388
1788477002	XAUUSD	M5	4474.19	4493.20459	4512.78643	4460.43955
1788477302	XAUUSD	M5	4473.44	4492.99025	4512.57210	4460.22521
1788477602	XAUUSD	M5	4472.32	4492.77592	4512.35776	4460.01088
1788477902	XAUUSD	M5	4473.86	4492.56159	4512.14343	4459.79654
1788478202	XAUUSD	M5	4474.82	4492.34725	4511.92909	4459.58221
1788478502	XAUUSD	M5	4477.85	4492.13292	4511.71476	4459.36788
1788478802	XAUUSD	M5	4477.33	4491.91858	4511.50042	4459.15354
1788479102	XAUUSD	M5	4475.00	4491.70425	4511.28609	4458.93921
1788479402	XAUUSD	M5	4477.08	4491.48992	4511.07176	4458.72487
1788479702	XAUUSD	M5	4480.02	4491.27558	4510.85742	4458.51054
1788480002	XAUUSD	M5	4481.03	4491.06125	4510.64309	4458.29620
1788480302	XAUUSD	M5	4480.02	4490.84691	4510.42875	4458.08187
1788480602	XAUUSD	M5	4480.86	4490.63258	4510.21442	4457.86754
1788480902	XAUUSD	M5	4477.11	4490.41824	4510.00008	4457.65320
1788481202	XAUUSD	M5	4477.96	4490.20391	4509.78575	4457.43887
1788481502	XAUUSD	M5	4474.62	4489.98958	4509.57142	4457.22453
1788481802	XAUUSD	M5	4479.42	4489.77524	4509.35708	4457.01020
1788482102	XAUUSD	M5	4476.25	4489.56091	4509.14275	4456.79586
1788482402	XAUUSD	M5	4482.24	4489.34657	4508.92841	4456.58153
1788482702	XAUUSD	M5	4481.35	4489.13224	4508.71408	4456.36720
1788483002	XAUUSD	M5	4482.02	4488.91790	4508.49975	4456.15286
1788483302	XAUUSD	M5	4486.54	4488.70357	4508.28541	4455.93853
1788483602	XAUUSD	M5	4478.35	4488.48924	4508.07108	4455.72419
1788483902	XAUUSD	M5	4477.91	4488.27490	4507.85674	4455.50986
1788484202	XAUUSD	M5	4474.91	4488.06057	4507.64241	4455.29552
1788484502	XAUUSD	M5	4475.78	4487.84623	4507.42807	4455.08119
1788484802	XAUUSD	M5	4474.87	4487.63190	4507.21374	4454.86686
1788485102	XAUUSD	M5	4470.87	4487.41756	4506.99941	4454.65252
1788485402	XAUUSD	M5	4469.79	4487.20323	4506.78507	4454.43819
1788485702	XAUUSD	M5	4473.38	4486.98890	4506.57074	4454.22385
1788486002	XAUUSD	M5	4473.98	4486.77456	4506.35640	4454.00952
1788486302	XAUUSD	M5	4468.94	4486.56023	4506.14207	4453.79518
1788486602	XAUUSD	M5	4473.61	4486.34589	4505.92773	4453.58085
1788486902	XAUUSD	M5	4478.86	4486.13156	4505.71340	4453.36652
1788487202	XAUUSD	M5	4480.79	4485.91722	4505.49907	4453.15218
1788487502	XAUUSD	M5	4478.69	4485.70289	4505.28473	4452.93785
1788487802	XAUUSD	M5	4479.32	4485.48856	4505.07040	4452.72351
1788488102	XAUUSD	M5	4478.49	4485.27422	4504.85606	4452.50918
1788488402	XAUUSD	M5	4477.02	4485.05989	4504.64173	4452.29484
1788488702	XAUUSD	M5	4473.95	4484.84555	4504.42739	4452.08051
1788489002	XAUUSD	M5	4471.03	4484.63122	4504.21306	4451.86618
1788489302	XAUUSD	M5	4476.51	4484.41688	4503.99873	4451.65184
1788489602	XAUUSD	M5	4470.92	4484.20255	4503.78439	4451.43751
1788489902	XAUUSD	M5	4475.99	4483.98822	4503.57006	4451.22317
1788490202	XAUUSD	M5	4479.46	4483.77388	4503.35572	4451.00884
1788490502	XAUUSD	M5	4477.37	4483.55955	4503.14139	4450.79450
1788490802	XAUUSD	M5	4476.19	4483.34521	4502.92705	4450.58017
1788491102	XAUUSD	M5	4471.81	4483.13088	4502.71272	4450.36584
1788491402	XAUUSD	M5	4473.44	4482.91654	4502.49839	4450.15150
1788491702	XAUUSD	M5	4472.93	4482.70221	4502.28405	4449.93717
1788492002	XAUUSD	M5	4473.79	4482.48788	4502.06972	4449.72283
1788492302	XAUUSD	M5	4472.49	4482.27354	4501.85538	4449.50850
1788492602	XAUUSD	M5	4474.79	4482.05921	4501.64105	4449.29416
1788492902	XAUUSD	M5	4472.89	4481.84487	4501.42671	4449.07983
1788493202	XAUUSD	M5	4469.21	4481.63054	4501.21238	4448.86550
1788493502	XAUUSD	M5	4469.30	4481.41620	4500.99805	4448.65116
1788493802	XAUUSD	M5	4469.54	4481.20187	4500.78371	4448.43683
1788494102	XAUUSD	M5	4467.04	4480.98754	4500.56938	4448.22249
1788494402	XAUUSD	M5	4468.95	4480.77320	4500.35504	4448.00816
1788494702	XAUUSD	M5	4468.10	4480.55887	4500.14071	4447.79382
1788495002	XAUUSD	M5	4469.34	4480.34453	4499.92637	4447.57949
1788495302	XAUUSD	M5	4469.61	4480.13020	4499.71204	4447.36516
1788495602	XAUUSD	M5	4470.17	4479.91586	4499.49771	4447.15082
1788495902	XAUUSD	M5	4471.69	4479.70153	4499.28337	4446.93649
1788496202	XAUUSD	M5	4472.24	4479.48720	4499.06904	4446.72215
1788496502	XAUUSD	M5	4474.39	4479.27286	4498.85470	4446.50782
1788496802	XAUUSD	M5	4474.18	4479.05853	4498.64037	4446.29348
1788497102	XAUUSD	M5	4473.08	4478.84419	4498.42603	4446.07915
1788497402	XAUUSD	M5	4474.35	4478.62986	4498.21170	4445.86482
1788497702	XAUUSD	M5	4473.75	4478.41552	4497.99737	4445.65048
1788498002	XAUUSD	M5	4470.86	4478.20119	4497.78303	4445.43615
1788498302	XAUUSD	M5	4469.15	4477.98686	4497.56870	4445.22181
1788498602	XAUUSD	M5	4469.31	4477.77252	4497.35436	4445.00748
1788498902	XAUUSD	M5	4473.85	4477.55819	4497.14003	4444.79314
1788499202	XAUUSD	M5	4471.01	4477.34385	4496.92569	4444.57881
1788499502	XAUUSD	M5	4467.58	4477.12952	4496.71136	4444.36448
1788499802	XAUUSD	M5	4473.23	4476.91518	4496.49703	4444.15014
1788500102	XAUUSD	M5	4476.48	4476.70085	4496.28269	4443.93581
1788500402	XAUUSD	M5	4471.00	4476.48652	4496.06836	4443.72147
1788500702	XAUUSD	M5	4470.81	4476.27218	4495.85402	4443.50714
1788501002	XAUUSD	M5	4467.75	4476.05785	4495.63969	4443.29280
1788501302	XAUUSD	M5	4472.11	4475.84351	4495.42535	4443.07847
1788501602	XAUUSD	M5	4470.77	4475.62918	4495.21102	4442.86414
1788501902	XAUUSD	M5	4469.73	4475.41484	4494.99669	4442.64980
1788502202	XAUUSD	M5	4468.96	4475.20051	4494.78235	4442.43547
1788502502	XAUUSD	M5	4468.88	4474.98618	4494.56802	4442.22113
1788502802	XAUUSD	M5	4468.03	4474.77184	4494.35368	4442.00680
1788503102	XAUUSD	M5	4468.84	4474.55751	4494.13935	4441.79246
1788503402	XAUUSD	M5	4464.84	4474.34317	4493.92501	4441.57813
1788503702	XAUUSD	M5	4466.20	4474.12884	4493.71068	4441.36380
1788504002	XAUUSD	M5	4464.14	4473.91450	4493.49635	4441.14946
1788504302	XAUUSD	M5	4461.64	4473.70017	4493.28201	4440.93513
1788504602	XAUUSD	M5	4462.54	4473.48584	4493.06768	4440.72079
1788504902	XAUUSD	M5	4462.94	4473.27150	4492.85334	4440.50646
1788505202	XAUUSD	M5	4466.42	4473.05717	4492.63901	4440.29212
1788505502	XAUUSD	M5	4468.48	4472.84283	4492.42467	4440.07779
1788505802	XAUUSD	M5	4467.75	4472.62850	4492.21034	4439.86346
1788506102	XAUUSD	M5	4468.85	4472.41416	4491.99601	4439.64912
1788506402	XAUUSD	M5	4469.63	4472.19983	4491.78167	4439.43479
1788506702	XAUUSD	M5	4472.82	4471.98550	4491.56734	4439.22045
1788507002	XAUUSD	M5	4474.84	4471.77116	4491.35300	4439.00612
1788507302	XAUUSD	M5	4475.11	4471.55683	4491.13867	4438.79178
1788507602	XAUUSD	M5	4485.68	4471.34249	4490.92433	4438.57745
1788507902	XAUUSD	M5	4487.89	4471.12816	4490.71000	4438.36312
1788508202	XAUUSD	M5	4484.61	4470.91382	4490.49567	4438.14878
1788508502	XAUUSD	M5	4483.44	4470.69949	4490.28133	4437.93445
1788508802	XAUUSD	M5	4483.74	4470.48516	4490.06700	4437.72011
1788509102	XAUUSD	M5	4480.82	4470.27082	4489.85266	4437.50578
1788509402	XAUUSD	M5	4482.00	4470.05649	4489.63833	4437.29144
1788509702	XAUUSD	M5	4482.56	4469.84215	4489.42399	4437.07711
1788510002	XAUUSD	M5	4480.22	4469.62782	4489.20966	4436.86278
1788510302	XAUUSD	M5	4481.13	4469.41348	4488.99533	4436.64844
1788510602	XAUUSD	M5	4480.65	4469.19915	4488.78099	4436.43411
1788510902	XAUUSD	M5	4478.54	4468.98482	4488.56666	4436.21977
1788511202	XAUUSD	M5	4477.56	4468.77048	4488.35232	4436.00544
1788511502	XAUUSD	M5	4474.89	4468.55615	4488.13799	4435.79110
1788511802	XAUUSD	M5	4476.74	4468.34181	4487.92365	4435.57677
1788512102	XAUUSD	M5	4477.75	4468.12748	4487.70932	4435.36244
1788512402	XAUUSD	M5	4478.23	4467.91314	4487.49499	4435.14810
1788512702	XAUUSD	M5	4474.98	4467.69881	4487.28065	4434.93377
1788513002	XAUUSD	M5	4470.17	4467.48448	4487.06632	4434.71943
1788513302	XAUUSD	M5	4466.95	4467.27014	4486.85198	4434.50510
1788513602	XAUUSD	M5	4464.54	4467.05581	4486.63765	4434.29076
1788513902	XAUUSD	M5	4466.65	4466.84147	4486.42331	4434.07643
1788514202	XAUUSD	M5	4466.97	4466.62714	4486.20898	4433.86210
1788514502	XAUUSD	M5	4467.92	4466.41280	4485.99465	4433.64776
1788514802	XAUUSD	M5	4467.30	4466.19847	4485.78031	4433.43343
1788515102	XAUUSD	M5	4469.19	4465.98414	4485.56598	4433.21909
1788515402	XAUUSD	M5	4467.28	4465.76980	4485.35164	4433.00476
1788515702	XAUUSD	M5	4465.58	4465.55547	4485.13731	4432.79042
1788516002	XAUUSD	M5	4469.49	4465.34113	4484.92297	4432.57609
1788516302	XAUUSD	M5	4470.63	4465.12680	4484.70864	4432.36176
1788516602	XAUUSD	M5	4472.75	4464.91246	4484.49431	4432.14742
1788516902	XAUUSD	M5	4471.81	4464.69813	4484.27997	4431.93309
1788517202	XAUUSD	M5	4468.34	4464.48380	4484.06564	4431.71875
1788517502	XAUUSD	M5	4471.24	4464.26946	4483.85130	4431.50442
1788517802	XAUUSD	M5	4473.22	4464.05513	4483.63697	4431.29008
1788518102	XAUUSD	M5	4473.35	4463.84079	4483.42263	4431.07575
1788518402	XAUUSD	M5	4473.62	4463.62646	4483.20830	4430.86142
1788518702	XAUUSD	M5	4474.78	4463.41212	4482.99397	4430.64708
1788519002	XAUUSD	M5	4474.73	4463.19779	4482.77963	4430.43275
1788519302	XAUUSD	M5	4472.88	4462.98346	4482.56530	4430.21841
1788519602	XAUUSD	M5	4471.99	4462.76912	4482.35096	4430.00408
1788519902	XAUUSD	M5	4470.74	4462.55479	4482.13663	4429.78975
1788520202	XAUUSD	M5	4470.25	4462.34045	4481.92229	4429.57541
1788520502	XAUUSD	M5	4466.81	4462.12612	4481.70796	4429.36108
1788520802	XAUUSD	M5	4468.85	4461.91178	4481.49363	4429.14674
1788521102	XAUUSD	M5	4465.68	4461.69745	4481.27929	4428.93241
1788521402	XAUUSD	M5	4465.92	4461.48312	4481.06496	4428.71807
1788521702	XAUUSD	M5	4468.01	4461.26878	4480.85062	4428.50374
1788522002	XAUUSD	M5	4468.25	4461.05445	4480.63629	4428.28941
1788522302	XAUUSD	M5	4467.49	4460.84011	4480.42195	4428.07507
1788522602	XAUUSD	M5	4468.99	4460.62578	4480.20762	4427.86074
1788522902	XAUUSD	M5	4466.95	4460.41144	4479.99329	4427.64640
1788523202	XAUUSD	M5	4468.92	4460.19711	4479.77895	4427.43207
1788523502	XAUUSD	M5	4467.33	4459.98278	4479.56462	4427.21773
1788523802	XAUUSD	M5	4464.73	4459.76844	4479.35028	4427.00340
1788524102	XAUUSD	M5	4468.02	4459.55411	4479.13595	4426.78907
1788524402	XAUUSD	M5	4468.13	4459.33977	4478.92161	4426.57473
1788524702	XAUUSD	M5	4472.68	4459.12544	4478.70728	4426.36040
1788525002	XAUUSD	M5	4394.66	4458.91110	4478.49295	4426.14606
1788525302	XAUUSD	M5	4391.86	4458.69677	4478.27861	4425.93173
1788525602	XAUUSD	M5	4394.06	4458.48244	4478.06428	4425.71739
1788525902	XAUUSD	M5	4397.12	4458.26810	4477.84994	4425.50306
1788526202	XAUUSD	M5	4405.71	4458.05377	4477.63561	4425.28873
1788526502	XAUUSD	M5	4393.75	4457.83943	4477.42127	4425.07439
1788526802	XAUUSD	M5	4379.22	4457.62510	4477.20694	4424.86006
1788527102	XAUUSD	M5	4388.12	4457.41076	4476.99261	4424.64572
1788527402	XAUUSD	M5	4394.19	4457.19643	4476.77827	4424.43139
1788527702	XAUUSD	M5	4398.74	4456.98210	4476.56394	4424.21705
1788528002	XAUUSD	M5	4405.13	4456.76776	4476.34960	4424.00272
1788528302	XAUUSD	M5	4412.62	4456.55343	4476.13527	4423.78839
1788528602	XAUUSD	M5	4413.98	4456.33909	4475.92093	4423.57405
1788528902	XAUUSD	M5	4407.38	4456.12476	4475.70660	4423.35972
1788529202	XAUUSD	M5	4423.85	4455.91042	4475.49227	4423.14538
1788529502	XAUUSD	M5	4429.74	4455.69609	4475.27793	4422.93105
1788529802	XAUUSD	M5	4422.59	4455.48176	4475.06360	4422.71671
1788530102	XAUUSD	M5	4413.48	4455.26742	4474.84926	4422.50238
1788530402	XAUUSD	M5	4420.22	4455.05309	4474.63493	4422.28805
1788530702	XAUUSD	M5	4423.74	4454.83875	4474.42059	4422.07371
1788531002	XAUUSD	M5	4433.99	4454.62442	4474.20626	4421.85938
1788531302	XAUUSD	M5	4432.32	4454.41008	4473.99193	4421.64504
1788531602	XAUUSD	M5	4430.69	4454.19575	4473.77759	4421.43071
1788531902	XAUUSD	M5	4429.04	4453.98142	4473.56326	4421.21637
1788532202	XAUUSD	M5	4439.48	4453.76708	4473.34892	4421.00204
1788532502	XAUUSD	M5	4429.63	4453.55275	4473.13459	4420.78771
1788532802	XAUUSD	M5	4428.51	4453.33841	4472.92025	4420.57337
1788533102	XAUUSD	M5	4428.02	4453.12408	4472.70592	4420.35904
1788533402	XAUUSD	M5	4417.84	4452.90975	4472.49159	4420.14470
1788533702	XAUUSD	M5	4427.56	4452.69541	4472.27725	4419.93037
1788534002	XAUUSD	M5	4430.15	4452.48108	4472.06292	4419.71603
1788534302	XAUUSD	M5	4436.69	4452.26674	4471.84858	4419.50170
1788534602	XAUUSD	M5	4443.44	4452.05241	4471.63425	4419.28737
1788534902	XAUUSD	M5	4448.07	4451.83807	4471.41992	4419.07303
1788535202	XAUUSD	M5	4442.95	4451.62374	4471.20558	4418.85870
1788535502	XAUUSD	M5	4439.78	4451.40941	4470.99125	4418.64436
1788535802	XAUUSD	M5	4439.91	4451.19507	4470.77691	4418.43003
1788536102	XAUUSD	M5	4438.03	4450.98074	4470.56258	4418.21569
1788536402	XAUUSD	M5	4442.97	4450.76640	4470.34824	4418.00136
1788536702	XAUUSD	M5	4443.74	4450.55207	4470.13391	4417.78703
1788537002	XAUUSD	M5	4439.40	4450.33773	4469.91958	4417.57269
1788537302	XAUUSD	M5	4436.70	4450.12340	4469.70524	4417.35836
1788537602	XAUUSD	M5	4439.40	4449.90907	4469.49091	4417.14402
1788537902	XAUUSD	M5	4433.77	4449.69473	4469.27657	4416.92969
1788538202	XAUUSD	M5	4438.77	4449.48040	4469.06224	4416.71535
1788538502	XAUUSD	M5	4441.58	4449.26606	4468.84790	4416.50102
1788538802	XAUUSD	M5	4437.99	4449.05173	4468.63357	4416.28669
1788539102	XAUUSD	M5	4434.24	4448.83739	4468.41924	4416.07235
1788539402	XAUUSD	M5	4437.44	4448.62306	4468.20490	4415.85802
1788539702	XAUUSD	M5	4437.60	4448.40873	4467.99057	4415.64368
1788540002	XAUUSD	M5	4438.02	4448.19439	4467.77623	4415.42935
1788540302	XAUUSD	M5	4439.92	4447.98006	4467.56190	4415.21501
1788540602	XAUUSD	M5	4435.90	4447.76572	4467.34756	4415.00068
1788540902	XAUUSD	M5	4436.50	4447.55139	4467.13323	4414.78635
1788541202	XAUUSD	M5	4431.46	4447.33705	4466.91890	4414.57201
1788541502	XAUUSD	M5	4432.17	4447.12272	4466.70456	4414.35768
1788541802	XAUUSD	M5	4434.18	4446.90839	4466.49023	4414.14334
1788542102	XAUUSD	M5	4438.38	4446.69405	4466.27589	4413.92901
1788542402	XAUUSD	M5	4433.29	4446.47972	4466.06156	4413.71467
1788542702	XAUUSD	M5	4428.65	4446.26538	4465.84722	4413.50034
1788543002	XAUUSD	M5	4424.09	4446.05105	4465.63289	4413.28601
1788543302	XAUUSD	M5	4422.25	4445.83671	4465.41856	4413.07167
1788543602	XAUUSD	M5	4417.09	4445.62238	4465.20422	4412.85734
1788543902	XAUUSD	M5	4419.57	4445.40805	4464.98989	4412.64300
1788544202	XAUUSD	M5	4419.16	4445.19371	4464.77555	4412.42867
1788544502	XAUUSD	M5	4416.56	4444.97938	4464.56122	4412.21433
1788544802	XAUUSD	M5	4412.69	4444.76504	4464.34688	4412.00000
1788545102	XAUUSD	M5	4417.70	4444.55071	4464.13255	4411.78567
1788545402	XAUUSD	M5	4419.51	4444.33637	4463.91822	4411.57133
1788545702	XAUUSD	M5	4419.25	4444.12204	4463.70388	4411.35700
1788546002	XAUUSD	M5	4424.69	4443.90771	4463.48955	4411.14266
1788546302	XAUUSD	M5	4424.75	4443.69337	4463.27521	4410.92833
1788546602	XAUUSD	M5	4425.08	4443.47904	4463.06088	4410.71399
1788546902	XAUUSD	M5	4422.62	4443.26470	4462.84654	4410.49966
1788547202	XAUUSD	M5	4422.97	4443.05037	4462.63221	4410.28533
1788547502	XAUUSD	M5	4423.81	4442.83603	4462.41788	4410.07099
1788547802	XAUUSD	M5	4425.04	4442.62170	4462.20354	4409.85666
1788548102	XAUUSD	M5	4423.99	4442.40737	4461.98921	4409.64232
1788548402	XAUUSD	M5	4423.60	4442.19303	4461.77487	4409.42799
1788548702	XAUUSD	M5	4425.26	4441.97870	4461.56054	4409.21365
1788549002	XAUUSD	M5	4429.14	4441.76436	4461.34620	4408.99932
1788549302	XAUUSD	M5	4428.87	4441.55003	4461.13187	4408.78499
1788549602	XAUUSD	M5	4431.01	4441.33569	4460.91754	4408.57065
1788549902	XAUUSD	M5	4435.65	4441.12136	4460.70320	4408.35632
1788550202	XAUUSD	M5	4437.69	4440.90703	4460.48887	4408.14198
1788550502	XAUUSD	M5	4436.36	4440.69269	4460.27453	4407.92765
1788550802	XAUUSD	M5	4437.01	4440.47836	4460.06020	4407.71331
1788551102	XAUUSD	M5	4435.27	4440.26402	4459.84586	4407.49898
1788551402	XAUUSD	M5	4436.30	4440.04969	4459.63153	4407.28465
1788551702	XAUUSD	M5	4434.93	4439.83535	4459.41720	4407.07031
1788552002	XAUUSD	M5	4432.73	4439.62102	4459.20286	4406.85598
1788552302	XAUUSD	M5	4431.80	4439.40669	4458.98853	4406.64164
1788552602	XAUUSD	M5	4431.68	4439.19235	4458.77419	4406.42731
1788552902	XAUUSD	M5	4430.88	4438.97802	4458.55986	4406.21297
1788553202	XAUUSD	M5	4430.21	4438.76368	4458.34552	4405.99864
1788553502	XAUUSD	M5	4430.12	4438.54935	4458.13119	4405.78431
