timestamp	symbol	timeframe	close	ssa	ema_ssa	ssa_high	ssa_low	SSA Crossing
1776956403	XAUUSD	H3	4709.41	4704.40807	4707.31634	4722.40482	4683.35473	0
1776967203	XAUUSD	H3	4694.41	4700.98348	4704.14991	4718.00623	4681.28896	0
1776978003	XAUUSD	H3	4695.41	4698.18614	4701.16802	4713.72640	4679.54444	0
1776988803	XAUUSD	H3	4676.83	4696.60035	4698.88419	4710.78544	4678.11784	0
1776999603	XAUUSD	H3	4686.43	4696.95425	4697.91922	4709.70422	4677.58749	0
1777010403	XAUUSD	H3	4690.84	4698.93765	4698.42844	4711.14056	4678.43525	1
1777021203	XAUUSD	H3	4706.76	4702.00611	4700.21727	4714.45320	4680.43324	0
1777032003	XAUUSD	H3	4726.41	4705.12480	4702.67104	4718.43165	4683.26539	0
1777042803	XAUUSD	H3	4723.38	4707.10973	4704.89038	4721.42957	4686.32550	0
1777053603	XAUUSD	H3	4708.24	4707.70364	4706.29701	4722.75692	4688.79661	0
1777237203	XAUUSD	H3	4680.04	4707.42667	4706.86184	4722.32974	4690.95601	0
1777248003	XAUUSD	H3	4718.18	4707.19063	4707.02624	4720.97408	4693.49618	0
1777258803	XAUUSD	H3	4710.13	4706.32502	4706.67563	4718.72277	4696.15861	1
1777269603	XAUUSD	H3	4706.71	4704.77519	4705.72541	4715.84225	4697.45255	0
1777280403	XAUUSD	H3	4704.89	4702.21998	4703.97269	4712.69893	4696.64264	0
1777291203	XAUUSD	H3	4678.21	4697.92342	4700.94806	4709.21209	4692.92986	0
1777302003	XAUUSD	H3	4682.10	4691.43316	4696.19061	4704.66988	4685.98915	0
1777312803	XAUUSD	H3	4681.84	4681.72351	4688.95706	4698.52763	4675.32201	0
1777323603	XAUUSD	H3	4691.85	4668.30015	4678.62860	4689.65240	4660.61592	0
1777334403	XAUUSD	H3	4669.14	4651.51989	4665.07424	4677.44477	4642.39559	0
1777345203	XAUUSD	H3	4632.23	4633.32022	4649.19723	4662.28575	4622.57693	0
1777356003	XAUUSD	H3	4629.62	4616.32601	4632.76162	4645.95577	4604.04890	0
1777366803	XAUUSD	H3	4562.88	4602.36452	4617.56307	4630.77119	4588.94424	0
1777377603	XAUUSD	H3	4574.60	4593.69674	4605.62991	4618.43786	4579.50238	0
1777388403	XAUUSD	H3	4594.77	4589.81807	4597.72399	4610.13819	4575.54656	0
1777399203	XAUUSD	H3	4597.18	4588.82586	4593.27492	4605.39021	4575.32481	0
1777410003	XAUUSD	H3	4595.51	4588.46320	4590.86906	4602.73403	4575.85941	0
1777420803	XAUUSD	H3	4593.75	4586.57090	4588.71998	4600.33630	4574.73888	0
1777431603	XAUUSD	H3	4590.90	4581.65728	4585.18863	4596.33423	4570.28009	0
1777442403	XAUUSD	H3	4573.20	4573.42270	4579.30567	4589.88300	4561.53695	0
1777453203	XAUUSD	H3	4561.87	4563.23204	4571.26885	4581.37097	4550.01435	0
1777464003	XAUUSD	H3	4539.25	4553.57631	4562.42258	4572.63687	4538.11330	0
1777474803	XAUUSD	H3	4547.33	4547.54870	4554.98564	4566.16429	4529.41572	0
1777485603	XAUUSD	H3	4543.57	4547.20868	4551.09716	4564.26356	4525.99114	0
1777496403	XAUUSD	H3	4561.66	4553.68508	4552.39112	4568.47400	4529.87642	1
1777507203	XAUUSD	H3	4565.02	4566.20532	4559.29822	4578.79722	4540.83540	0
1777518003	XAUUSD	H3	4562.71	4582.82067	4571.05944	4593.53887	4557.13129	0
1777528803	XAUUSD	H3	4616.00	4600.55133	4585.80539	4610.38235	4576.42677	0
1777539603	XAUUSD	H3	4630.21	4615.07958	4600.44249	4625.16453	4594.93069	0
1777550403	XAUUSD	H3	4619.59	4623.77885	4612.11067	4635.15255	4608.37066	0
1777561203	XAUUSD	H3	4616.86	4626.02940	4619.07004	4639.20322	4615.08433	0
1777572003	XAUUSD	H3	4621.81	4622.78802	4620.92903	4638.12837	4615.08736	0
1777582803	XAUUSD	H3	4626.71	4615.94639	4618.43771	4633.53119	4609.76130	1
1777593603	XAUUSD	H3	4619.15	4608.21041	4613.32406	4627.68085	4601.38248	0
1777604403	XAUUSD	H3	4605.03	4602.31775	4607.82091	4622.94296	4593.12162	0
1777615203	XAUUSD	H3	4568.51	4600.21986	4604.02038	4621.08742	4587.63108	0
1777626003	XAUUSD	H3	4578.84	4602.88379	4603.45208	4622.96293	4586.90011	0
1777636803	XAUUSD	H3	4632.21	4608.71914	4606.08561	4628.17721	4590.51077	1
1777647603	XAUUSD	H3	4629.43	4614.09946	4610.09254	4632.98219	4596.09814	0
1777658403	XAUUSD	H3	4613.98	4616.38104	4613.23679	4635.14710	4599.91863	0
1777842003	XAUUSD	H3	4613.86	4613.88910	4613.56294	4633.07262	4599.69367	0
1777852803	XAUUSD	H3	4605.77	4605.99294	4609.77794	4625.86205	4593.93351	1
1777863603	XAUUSD	H3	4599.12	4593.39339	4601.58567	4614.16466	4582.87142	0
1777874403	XAUUSD	H3	4577.11	4577.92250	4589.75408	4599.35027	4567.70658	0
