TimeStamp	symbol	timeframe	close	Type	CurrentPoint	PreviousPoint	TwoPreviousPoint	ThreePreviousPoint	FourPreviousPoint	FivePreviousPoint	PriceChange	PercentChange	PercentChangeClassification	Bars	Category
1775502906	XAUUSD	M15	4650.38000	Bottom	4645.75000	4697.83000	4659.58000	4706.47000	4601.05000	4699.15000	-52.08000	-1.11	3	19	LL
1775512806	XAUUSD	M15	4663.66000	Peak	4667.87000	4645.75000	4697.83000	4659.58000	4706.47000	4601.05000	22.12000	0.48	0	7	LH
1775526306	XAUUSD	M15	4627.14000	Bottom	4616.50000	4667.87000	4645.75000	4697.83000	4659.58000	4706.47000	-51.37000	-1.10	3	15	LL
1775536206	XAUUSD	M15	4661.81000	Peak	4663.28000	4616.50000	4667.87000	4645.75000	4697.83000	4659.58000	46.78000	1.01	0	11	LH
1775539806	XAUUSD	M15	4631.75000	Bottom	4623.48000	4663.28000	4616.50000	4667.87000	4645.75000	4697.83000	-39.80000	-0.85	3	4	HL
1775553306	XAUUSD	M15	4686.92000	Peak	4694.31000	4623.48000	4663.28000	4616.50000	4667.87000	4645.75000	70.83000	1.53	0	15	HH
1775570406	XAUUSD	M15	4622.28000	Bottom	4607.91000	4694.31000	4623.48000	4663.28000	4616.50000	4667.87000	-86.40000	-1.84	3	19	LL
1775606406	XAUUSD	M15	4834.27000	Peak	4857.37000	4607.91000	4694.31000	4623.48000	4663.28000	4616.50000	249.46000	5.41	2	36	HH
1775643306	XAUUSD	M15	4782.61000	Bottom	4771.22000	4857.37000	4607.91000	4694.31000	4623.48000	4663.28000	-86.15000	-1.77	3	41	HL
1775649606	XAUUSD	M15	4805.31000	Peak	4807.34000	4771.22000	4857.37000	4607.91000	4694.31000	4623.48000	36.12000	0.76	0	7	LH
1775692806	XAUUSD	M15	4702.29000	Bottom	4698.51000	4807.34000	4771.22000	4857.37000	4607.91000	4694.31000	-108.83000	-2.26	3	44	LL
1775702706	XAUUSD	M15	4719.30000	Peak	4733.02000	4698.51000	4807.34000	4771.22000	4857.37000	4607.91000	34.51000	0.73	0	11	LH
1775717106	XAUUSD	M15	4712.50000	Bottom	4703.46000	4733.02000	4698.51000	4807.34000	4771.22000	4857.37000	-29.56000	-0.62	3	16	HL
1775755806	XAUUSD	M15	4795.37000	Peak	4800.93000	4703.46000	4733.02000	4698.51000	4807.34000	4771.22000	97.47000	2.07	0	43	HH
1775779206	XAUUSD	M15	4754.03000	Bottom	4750.74000	4800.93000	4703.46000	4733.02000	4698.51000	4807.34000	-50.19000	-1.05	3	22	HL
1775784606	XAUUSD	M15	4771.97000	Peak	4777.31000	4750.74000	4800.93000	4703.46000	4733.02000	4698.51000	26.57000	0.56	0	6	LH
1775810706	XAUUSD	M15	4741.04000	Bottom	4730.81000	4777.31000	4750.74000	4800.93000	4703.46000	4733.02000	-46.50000	-0.97	3	29	LL
1775831406	XAUUSD	M15	4780.79000	Peak	4794.96000	4730.81000	4777.31000	4750.74000	4800.93000	4703.46000	64.15000	1.36	0	23	HH
1775836806	XAUUSD	M15	4763.36000	Bottom	4747.50000	4794.96000	4730.81000	4777.31000	4750.74000	4800.93000	-47.46000	-0.99	3	6	HL
1775845806	XAUUSD	M15	4768.22000	Peak	4773.08000	4747.50000	4794.96000	4730.81000	4777.31000	4750.74000	25.58000	0.54	0	10	LH
1776031206	XAUUSD	M15	4676.52000	Bottom	4638.70000	4773.08000	4747.50000	4794.96000	4730.81000	4777.31000	-134.38000	-2.82	3	10	LL
1776044706	XAUUSD	M15	4721.37000	Peak	4728.36000	4638.70000	4773.08000	4747.50000	4794.96000	4730.81000	89.66000	1.93	0	15	LH
1776052806	XAUUSD	M15	4714.72000	Bottom	4708.62000	4728.36000	4638.70000	4773.08000	4747.50000	4794.96000	-19.74000	-0.42	3	9	HL
1776066306	XAUUSD	M15	4733.67000	Peak	4740.01000	4708.62000	4728.36000	4638.70000	4773.08000	4747.50000	31.39000	0.67	0	15	HH
1776080706	XAUUSD	M15	4706.83000	Bottom	4703.77000	4740.01000	4708.62000	4728.36000	4638.70000	4773.08000	-36.24000	-0.76	3	16	LL
1776087906	XAUUSD	M15	4730.56000	Peak	4744.59000	4703.77000	4740.01000	4708.62000	4728.36000	4638.70000	40.82000	0.87	0	8	HH
1776092406	XAUUSD	M15	4707.72000	Bottom	4700.51000	4744.59000	4703.77000	4740.01000	4708.62000	4728.36000	-44.08000	-0.93	3	5	LL
1776134706	XAUUSD	M15	4775.32000	Peak	4777.24000	4700.51000	4744.59000	4703.77000	4740.01000	4708.62000	76.73000	1.63	0	43	HH
1776144606	XAUUSD	M15	4761.19000	Bottom	4757.92000	4777.24000	4700.51000	4744.59000	4703.77000	4740.01000	-19.32000	-0.40	3	11	HL
1776150006	XAUUSD	M15	4790.20000	Peak	4796.16000	4757.92000	4777.24000	4700.51000	4744.59000	4703.77000	38.24000	0.80	0	6	HH
1776162606	XAUUSD	M15	4767.71000	Bottom	4752.60000	4796.16000	4757.92000	4777.24000	4700.51000	4744.59000	-43.56000	-0.91	3	14	LL
1776204006	XAUUSD	M15	4844.74000	Peak	4850.77000	4752.60000	4796.16000	4757.92000	4777.24000	4700.51000	98.17000	2.07	0	42	HH
1776213006	XAUUSD	M15	4830.11000	Bottom	4827.08000	4850.77000	4752.60000	4796.16000	4757.92000	4777.24000	-23.69000	-0.49	3	10	HL
1776215706	XAUUSD	M15	4850.79000	Peak	4871.22000	4827.08000	4850.77000	4752.60000	4796.16000	4757.92000	44.14000	0.91	0	3	HH
1776246306	XAUUSD	M15	4798.21000	Bottom	4786.23000	4871.22000	4827.08000	4850.77000	4752.60000	4796.16000	-84.99000	-1.74	3	34	LL
1776262506	XAUUSD	M15	4825.22000	Peak	4830.39000	4786.23000	4871.22000	4827.08000	4850.77000	4752.60000	44.16000	0.92	0	18	LH
1776267006	XAUUSD	M15	4803.64000	Bottom	4787.17000	4830.39000	4786.23000	4871.22000	4827.08000	4850.77000	-43.22000	-0.89	3	5	HL
1776315606	XAUUSD	M15	4834.26000	Peak	4838.38000	4787.17000	4830.39000	4786.23000	4871.22000	4827.08000	51.21000	1.07	0	50	HH
1776335406	XAUUSD	M15	4808.40000	Bottom	4805.21000	4838.38000	4787.17000	4830.39000	4786.23000	4871.22000	-33.17000	-0.69	3	22	HL
1776346206	XAUUSD	M15	4816.26000	Peak	4823.81000	4805.21000	4838.38000	4787.17000	4830.39000	4786.23000	18.60000	0.39	0	12	LH
1776349806	XAUUSD	M15	4787.73000	Bottom	4772.67000	4823.81000	4805.21000	4838.38000	4787.17000	4830.39000	-51.14000	-1.06	3	4	LL
1776368706	XAUUSD	M15	4793.52000	Peak	4798.58000	4772.67000	4823.81000	4805.21000	4838.38000	4787.17000	25.91000	0.54	0	21	LH
1776384006	XAUUSD	M15	4790.40000	Bottom	4786.10000	4798.58000	4772.67000	4823.81000	4805.21000	4838.38000	-12.48000	-0.26	3	13	HL
1776386706	XAUUSD	M15	4794.90000	Peak	4801.12000	4786.10000	4798.58000	4772.67000	4823.81000	4805.21000	15.02000	0.31	0	3	HH
1776389406	XAUUSD	M15	4777.87000	Bottom	4768.07000	4801.12000	4786.10000	4798.58000	4772.67000	4823.81000	-33.05000	-0.69	3	3	LL
1776402006	XAUUSD	M15	4804.78000	Peak	4805.97000	4768.07000	4801.12000	4786.10000	4798.58000	4772.67000	37.90000	0.79	0	14	HH
1776411906	XAUUSD	M15	4784.38000	Bottom	4778.83000	4805.97000	4768.07000	4801.12000	4786.10000	4798.58000	-27.14000	-0.56	3	11	HL
1776430806	XAUUSD	M15	4883.60000	Peak	4889.21000	4778.83000	4805.97000	4768.07000	4801.12000	4786.10000	110.38000	2.31	0	21	HH
1776642306	XAUUSD	M15	4755.07000	Bottom	4736.96000	4889.21000	4778.83000	4805.97000	4768.07000	4801.12000	-152.25000	-3.11	5	39	LL
1776649506	XAUUSD	M15	4807.60000	Peak	4814.28000	4736.96000	4889.21000	4778.83000	4805.97000	4768.07000	77.32000	1.63	0	8	LH
1776663006	XAUUSD	M15	4780.97000	Bottom	4779.80000	4814.28000	4736.96000	4889.21000	4778.83000	4805.97000	-34.48000	-0.72	3	15	HL
1776669306	XAUUSD	M15	4797.92000	Peak	4805.79000	4779.80000	4814.28000	4736.96000	4889.21000	4778.83000	25.99000	0.54	0	7	LH
1776677406	XAUUSD	M15	4791.96000	Bottom	4783.51000	4805.79000	4779.80000	4814.28000	4736.96000	4889.21000	-22.28000	-0.46	3	9	HL
1776695406	XAUUSD	M15	4814.18000	Peak	4827.74000	4783.51000	4805.79000	4779.80000	4814.28000	4736.96000	44.23000	0.92	0	20	HH
1776696306	XAUUSD	M15	4805.31000	Bottom	4792.42000	4827.74000	4783.51000	4805.79000	4779.80000	4814.28000	-35.32000	-0.73	3	1	HL
1776723306	XAUUSD	M15	4828.53000	Peak	4833.25000	4792.42000	4827.74000	4783.51000	4805.79000	4779.80000	40.83000	0.85	0	26	HH
1776754806	XAUUSD	M15	4782.82000	Bottom	4772.78000	4833.25000	4792.42000	4827.74000	4783.51000	4805.79000	-60.47000	-1.25	3	35	LL
1776771906	XAUUSD	M15	4794.61000	Peak	4797.91000	4772.78000	4833.25000	4792.42000	4827.74000	4783.51000	25.13000	0.53	0	19	LH
1776799806	XAUUSD	M15	4671.47000	Bottom	4668.61000	4797.91000	4772.78000	4833.25000	4792.42000	4827.74000	-129.30000	-2.69	5	31	LL
1776841206	XAUUSD	M15	4765.67000	Peak	4772.15000	4668.61000	4797.91000	4772.78000	4833.25000	4792.42000	103.54000	2.22	1	42	LH
1776875406	XAUUSD	M15	4728.30000	Bottom	4724.03000	4772.15000	4668.61000	4797.91000	4772.78000	4833.25000	-48.12000	-1.01	3	38	HL
1776883506	XAUUSD	M15	4741.69000	Peak	4749.34000	4724.03000	4772.15000	4668.61000	4797.91000	4772.78000	25.31000	0.54	0	9	LH
1776903306	XAUUSD	M15	4741.59000	Bottom	4694.34000	4749.34000	4724.03000	4772.15000	4668.61000	4797.91000	-55.00000	-1.16	3	18	LL
1776905106	XAUUSD	M15	4748.05000	Peak	4753.33000	4694.34000	4749.34000	4724.03000	4772.15000	4668.61000	58.99000	1.26	0	2	HH
1776922206	XAUUSD	M15	4701.58000	Bottom	4693.06000	4753.33000	4694.34000	4749.34000	4724.03000	4772.15000	-60.27000	-1.27	3	19	LL
1776931206	XAUUSD	M15	4718.21000	Peak	4724.89000	4693.06000	4753.33000	4694.34000	4749.34000	4724.03000	31.83000	0.68	0	10	LH
1776940206	XAUUSD	M15	4690.77000	Bottom	4684.26000	4724.89000	4693.06000	4753.33000	4694.34000	4749.34000	-40.63000	-0.86	3	10	LL
1776948306	XAUUSD	M15	4740.04000	Peak	4743.22000	4684.26000	4724.89000	4693.06000	4753.33000	4694.34000	58.96000	1.26	0	9	HH
1776966306	XAUUSD	M15	4709.41000	Bottom	4664.30000	4743.22000	4684.26000	4724.89000	4693.06000	4753.33000	-78.92000	-1.66	3	20	LL
1776993306	XAUUSD	M15	4698.41000	Peak	4711.23000	4664.30000	4743.22000	4684.26000	4724.89000	4693.06000	46.93000	1.01	0	26	LH
1777005006	XAUUSD	M15	4668.58000	Bottom	4658.17000	4711.23000	4664.30000	4743.22000	4684.26000	4724.89000	-53.06000	-1.13	3	13	LL
1777018506	XAUUSD	M15	4687.83000	Peak	4697.42000	4658.17000	4711.23000	4664.30000	4743.22000	4684.26000	39.25000	0.84	0	15	LH
1777026606	XAUUSD	M15	4679.01000	Bottom	4674.72000	4697.42000	4658.17000	4711.23000	4664.30000	4743.22000	-22.70000	-0.48	3	9	HL
1777039206	XAUUSD	M15	4731.95000	Peak	4740.49000	4674.72000	4697.42000	4658.17000	4711.23000	4664.30000	65.77000	1.41	0	14	HH
1777248006	XAUUSD	M15	4679.86000	Bottom	4672.35000	4740.49000	4674.72000	4697.42000	4658.17000	4711.23000	-68.14000	-1.44	3	36	LL
1777264206	XAUUSD	M15	4726.18000	Peak	4729.92000	4672.35000	4740.49000	4674.72000	4697.42000	4658.17000	57.57000	1.23	0	18	LH
1777282206	XAUUSD	M15	4704.64000	Bottom	4699.29000	4729.92000	4672.35000	4740.49000	4674.72000	4697.42000	-30.63000	-0.65	3	20	HL
1777292106	XAUUSD	M15	4707.09000	Peak	4712.59000	4699.29000	4729.92000	4672.35000	4740.49000	4674.72000	13.30000	0.28	0	11	LH
1777302006	XAUUSD	M15	4674.65000	Bottom	4667.32000	4712.59000	4699.29000	4729.92000	4672.35000	4740.49000	-45.27000	-0.96	3	11	LL
1777334406	XAUUSD	M15	4697.91000	Peak	4701.14000	4667.32000	4712.59000	4699.29000	4729.92000	4672.35000	33.82000	0.72	0	32	LH
1777377606	XAUUSD	M15	4581.73000	Bottom	4555.12000	4701.14000	4667.32000	4712.59000	4699.29000	4729.92000	-146.02000	-3.11	5	48	LL
1777397406	XAUUSD	M15	4599.02000	Peak	4601.49000	4555.12000	4701.14000	4667.32000	4712.59000	4699.29000	46.37000	1.02	0	22	LH
1777419006	XAUUSD	M15	4589.91000	Bottom	4587.93000	4601.49000	4555.12000	4701.14000	4667.32000	4712.59000	-13.56000	-0.29	3	20	HL
1777420806	XAUUSD	M15	4607.37000	Peak	4610.15000	4587.93000	4601.49000	4555.12000	4701.14000	4667.32000	22.22000	0.48	0	2	HH
1777424406	XAUUSD	M15	4582.65000	Bottom	4575.84000	4610.15000	4587.93000	4601.49000	4555.12000	4701.14000	-34.31000	-0.74	3	4	LL
1777438806	XAUUSD	M15	4601.15000	Peak	4607.77000	4575.84000	4610.15000	4587.93000	4601.49000	4555.12000	31.93000	0.70	0	16	LH
1777470306	XAUUSD	M15	4521.71000	Bottom	4510.28000	4607.77000	4575.84000	4610.15000	4587.93000	4601.49000	-97.49000	-2.12	4	35	LL
1777478406	XAUUSD	M15	4559.10000	Peak	4564.75000	4510.28000	4607.77000	4575.84000	4610.15000	4587.93000	54.47000	1.21	0	9	LH
1777488306	XAUUSD	M15	4538.19000	Bottom	4518.41000	4564.75000	4510.28000	4607.77000	4575.84000	4610.15000	-46.34000	-1.02	3	11	HL
1777513506	XAUUSD	M15	4579.13000	Peak	4582.32000	4518.41000	4564.75000	4510.28000	4607.77000	4575.84000	63.91000	1.41	0	24	HH
1777523406	XAUUSD	M15	4544.74000	Bottom	4540.82000	4582.32000	4518.41000	4564.75000	4510.28000	4607.77000	-41.50000	-0.91	3	11	HL
1777545006	XAUUSD	M15	4636.62000	Peak	4647.10000	4540.82000	4582.32000	4518.41000	4564.75000	4510.28000	106.28000	2.34	1	24	HH
1777567506	XAUUSD	M15	4607.62000	Bottom	4605.56000	4647.10000	4540.82000	4582.32000	4518.41000	4564.75000	-41.54000	-0.89	3	25	HL
1777591806	XAUUSD	M15	4631.31000	Peak	4634.14000	4605.56000	4647.10000	4540.82000	4582.32000	4518.41000	28.58000	0.62	0	23	LH
1777598106	XAUUSD	M15	4616.68000	Bottom	4614.27000	4634.14000	4605.56000	4647.10000	4540.82000	4582.32000	-19.87000	-0.43	3	7	HL
1777601706	XAUUSD	M15	4629.39000	Peak	4635.83000	4614.27000	4634.14000	4605.56000	4647.10000	4540.82000	21.56000	0.47	0	4	HH
1777628706	XAUUSD	M15	4563.12000	Bottom	4560.44000	4635.83000	4614.27000	4634.14000	4605.56000	4647.10000	-75.39000	-1.63	3	30	LL
1777644906	XAUUSD	M15	4644.67000	Peak	4660.32000	4560.44000	4635.83000	4614.27000	4634.14000	4605.56000	99.88000	2.19	1	18	HH
1777665606	XAUUSD	M15	4611.41000	Bottom	4607.09000	4660.32000	4560.44000	4635.83000	4614.27000	4634.14000	-53.23000	-1.14	3	23	HL
1777845606	XAUUSD	M15	4623.11000	Peak	4632.11000	4607.09000	4660.32000	4560.44000	4635.83000	4614.27000	25.02000	0.54	0	4	LH
1777858206	XAUUSD	M15	4601.59000	Bottom	4592.93000	4632.11000	4607.09000	4660.32000	4560.44000	4635.83000	-39.18000	-0.85	3	14	LL
1777860006	XAUUSD	M15	4608.34000	Peak	4618.59000	4592.93000	4632.11000	4607.09000	4660.32000	4560.44000	25.66000	0.56	0	2	LH
1777889706	XAUUSD	M15	4545.00000	Bottom	4526.40000	4618.59000	4592.93000	4632.11000	4607.09000	4660.32000	-92.19000	-2.00	4	33	LL
1777905006	XAUUSD	M15	4574.38000	Peak	4583.16000	4526.40000	4618.59000	4592.93000	4632.11000	4607.09000	56.76000	1.25	0	17	LH
1777910406	XAUUSD	M15	4509.88000	Bottom	4500.86000	4583.16000	4526.40000	4618.59000	4592.93000	4632.11000	-82.30000	-1.80	3	6	LL
1777939206	XAUUSD	M15	4527.77000	Peak	4528.57000	4500.86000	4583.16000	4526.40000	4618.59000	4592.93000	27.71000	0.62	0	28	LH
1777940106	XAUUSD	M15	4517.12000	Bottom	4513.56000	4528.57000	4500.86000	4583.16000	4526.40000	4618.59000	-15.01000	-0.33	3	1	HL
1777949106	XAUUSD	M15	4539.17000	Peak	4546.78000	4513.56000	4528.57000	4500.86000	4583.16000	4526.40000	33.22000	0.74	0	10	HH
1777955406	XAUUSD	M15	4531.71000	Bottom	4527.89000	4546.78000	4513.56000	4528.57000	4500.86000	4583.16000	-18.89000	-0.42	3	7	HL
1777971606	XAUUSD	M15	4557.61000	Peak	4560.53000	4527.89000	4546.78000	4513.56000	4528.57000	4500.86000	32.64000	0.72	0	18	HH
1777978806	XAUUSD	M15	4552.62000	Bottom	4540.00000	4560.53000	4527.89000	4546.78000	4513.56000	4528.57000	-20.53000	-0.45	3	8	HL
1777990506	XAUUSD	M15	4584.37000	Peak	4586.56000	4540.00000	4560.53000	4527.89000	4546.78000	4513.56000	46.56000	1.03	0	13	HH
1778020206	XAUUSD	M15	4548.82000	Bottom	4546.31000	4586.56000	4540.00000	4560.53000	4527.89000	4546.78000	-40.25000	-0.88	3	29	HL
1778064306	XAUUSD	M15	4718.25000	Peak	4722.76000	4546.31000	4586.56000	4540.00000	4560.53000	4527.89000	176.45000	3.88	2	49	HH
1778069706	XAUUSD	M15	4683.36000	Bottom	4660.71000	4722.76000	4546.31000	4586.56000	4540.00000	4560.53000	-62.05000	-1.31	3	6	HL
1778076906	XAUUSD	M15	4705.66000	Peak	4717.43000	4660.71000	4722.76000	4546.31000	4586.56000	4540.00000	56.72000	1.22	0	8	LH
1778088606	XAUUSD	M15	4680.64000	Bottom	4678.99000	4717.43000	4660.71000	4722.76000	4546.31000	4586.56000	-38.44000	-0.81	3	13	HL
1778112906	XAUUSD	M15	4692.51000	Peak	4701.18000	4678.99000	4717.43000	4660.71000	4722.76000	4546.31000	22.19000	0.47	0	23	LH
1778114706	XAUUSD	M15	4688.57000	Bottom	4685.59000	4701.18000	4678.99000	4717.43000	4660.71000	4722.76000	-15.59000	-0.33	3	2	HL
1778118306	XAUUSD	M15	4714.86000	Peak	4721.44000	4685.59000	4701.18000	4678.99000	4717.43000	4660.71000	35.85000	0.77	0	4	HH
1778123001	XAUUSD	M15	4706.42000	Bottom	4700.02000	4721.44000	4685.59000	4701.18000	4678.99000	4717.43000	-21.42000	-0.45	3	5	HL
